 pair     momtrt      egg    eggtrt    order       cband      sex    bsf    eggmass    age      mass      tarsus
  72       LPS         3        C        1       SDBL0294      M      1      1.118     30       13.9       17.17
  73       LPS         2        C        1       SDBL0275      M      4      1.120     30       13.1       16.82
  73       LPS         3        T        1       SDBL0276      M      4      1.080     30       13.6       16.96
  75       LPS         1        C        1       M15D0132      M      4      1.030     30       11.6       16.98
  75       LPS         2        T        1       SDBL0273      F      4      0.954     30       12.9       16.86
  75       LPS         3        C        1       M15D0146      F      4      1.020     30       13.2       17.30
  76       LPS         1        T        1       M15D0126      F      5      1.100     30       13.0       17.21
  76       LPS         2        C        .       M15D0124      M      5      1.144     30       14.5       17.28
  76       LPS         3        T        .       M15D0125      F      5      1.150     30       14.4       17.59
  76       LPS         4        C        1       M15D0128      M      5      1.120     30       13.3       16.91
  76       LPS         5        T        1       M15D0127      F      5      1.220     30       12.0       16.61
  77       LPS         2        C        1       M15D0131      F      5      1.080     30       14.4       16.74
  77       LPS         3        T        1       M15D0129      M      5      1.080     30       15.8       17.23
  77       LPS         4        C        1       M15D0130      F      5      1.110     30       14.3       17.58
  77       LPS         5        T        1       SDBL0277      F      5      1.100     30       12.8       17.13
  77       LPS         6        .        1       M15D0144      F      5      1.120     30       12.7       18.05
  80        C          2        T        .       M15D0150      F      6      1.170     30       14.6       17.70
  80        C          3        C        .       M15D0149      M      6      1.130     30       14.7       17.74
  80        C          4        T        1       SDBL0278      M      6      1.130     30       14.9       18.18
  80        C          5        C        1       M15D0135      F      6      1.220     30       17.2       18.41
  80        C          6        C        1       M15D0147      M      6      1.160     30       13.0       17.69
  80        C          7        T        1       M15D0148      M      6      1.210     30         .        17.77
  85       LPS         3        T        1       SDBL0272      M      3      0.958     30       13.4       16.90
  85       LPS         4        C        1       M15D0134      F      3      0.913     30       12.4       17.36
  85       LPS         5        T        1       SDBL0274      F      3      1.000     30       13.7       17.27
