ID,sex,wing,tars,bd,bl,LRS,longevity,MRS
TC59652,F,755,228,43,132,0,1,0
TC59676,M,740,236,43,130,0,4,0
TC59725,F,720,230,45,136,0,1,0
TC59784,M,740,235,44,134,0,1,0
TC59842,F,730,222,44,137,0,2,0
TC59922,M,760,237,46,132,0,1,0
TC59941,F,700,221,45,135,2,2,1
TK25817,M,740,241,43.5,140,1,1,1
TK25825,M,760,241,48,131,0,1,0
TK25834,M,770,239,45,136,0,1,0
TK25862,F,710,222,42,135,0,1,0
TK26049,F,720,231,45,140,0,1,0
TK26228,F,730,228,43,139,2,4,0.5
TK26234,F,720,227,43,138,1,1,1
TK26251,F,750,232,44,137,0,1,0
TK26257,M,760,228,46,136,0,2,0
TK26264,F,750,227,45,146,0,3,0
TK26287,F,730,220,43,130,5,2,2.5
TK26300,M,760,233,45,136,3,3,1
TK26348,M,780,250,46,136,1,1,1
TK26376,M,760,239,42,125,0,1,0
TK26389,F,730,230,45,138,0,1,0
TK26542,M,770,232,45,136,0,2,0
TK26608,F,710,227,43,130,0,1,0
TK26609,M,740,232,45,136,0,3,0
TK27402,M,740,239,45,131,0,1,0
TK27403,F,710,230,44,140,1,1,1
TK27406,F,740,223,43,141.5,0,1,0
TK27821,M,770,242,46,138,0,2,0
N199673,M,760,239,45,131,0,1,0
N199681,F,730,222,44,138,1,3,0.333333333333333
N199948,F,720,231,43,136,0,1,0
N199982,M,740,233,41,136,0,4,0
N199983,F,730,230,42,134,0,1,0
N199984,F,730,235,45,124,0,1,0
N199986,M,750,234,45,139,0,1,0
N199987,F,730,225,45,148,0,1,0
N199989,F,735,240,44,136.5,0,1,0
N199990,M,760,232,45,132,0,1,0
N199991,F,735,231,44.5,141,1,3,0.333333333333333
N199992,F,730,230,42,135,0,1,0
N199993,M,770,231,46,139,0,1,0
N199994,F,720,235,45,147,0,1,0
N199996,F,730,225,43,142,0,1,0
T176970,M,760,235,46,136,0,1,0
T176973,F,725,220,42,132,1,1,1
TC58632,F,700,221,43.5,136,1,3,0.333333333333333
TJ27677,M,770,238,44,135,2,2,1
TJ27759,M,750,235,44,147,0,1,0
TJ27864,F,735,240,41,133,0,1,0
TK26931,F,730,231,42,138,0,1,0
TK27297,F,745,230,44,136,0,1,0
