ringnr;brood_id;birth_year;survival;mass11;tars11;mother;clutch_size;nest_site;chick_age11;clutch_no;mean_temp5;rr_19;mean_eggvol_cm;CV_eggvol_cm
8L89653;2009.27.B.140.A.2;2009;0;21.5;17.4;8309128;5;2009.27.B.140.A;11;2;13.02;1.56;2.595444;0.0386387847662485
8L89654;2009.27.B.140.A.2;2009;1;23.4;17.5;8309128;5;2009.27.B.140.A;11;2;13.02;1.56;2.595444;0.0386387847662485
8L89655;2009.27.B.140.A.2;2009;1;23.9;17.9;8309128;5;2009.27.B.140.A;11;2;13.02;1.56;2.595444;0.0386387847662485
8L89661;2009.27.B.98.A.2;2009;0;28;18.6;8L26591;3;2009.27.B.98.A;11;2;13.02;1.56;2.59581666666667;0.0866481896519688
8L89662;2009.27.B.98.A.2;2009;0;25.5;15.7;8L26591;3;2009.27.B.98.A;11;2;13.02;1.56;2.59581666666667;0.0866481896519688
8M31594;2009.27.B.171.A.3;2009;0;17.5;17;8L30599;4;2009.27.B.171.A;13;3;14.74;0;3.0701925;0.0352562182397908
8M31595;2009.27.B.171.A.3;2009;0;NA;NA;8L30599;4;2009.27.B.171.A;13;3;14.74;0;3.0701925;0.0352562182397908
8L89693;2009.27.B.172.A.1;2009;0;22.1;18.7;8L89741;5;2009.27.B.172.A;12;1;15.12;0;2.498964;0.0119146879394506
8L89694;2009.27.B.172.A.1;2009;0;21.1;18.2;8L89741;5;2009.27.B.172.A;12;1;15.12;0;2.498964;0.0119146879394506
8L89695;2009.27.B.172.A.1;2009;0;22.4;18.2;8L89741;5;2009.27.B.172.A;12;1;15.12;0;2.498964;0.0119146879394506
8M31722;2009.27.B.90.A.3;2009;0;14.9;15.3;8L64283;4;2009.27.B.90.A;9;3;15.05;0.159999999999999;2.8127575;0.0289721860048262
8M31723;2009.27.B.90.A.3;2009;0;19.8;15.7;8L64283;4;2009.27.B.90.A;9;3;15.05;0.159999999999999;2.8127575;0.0289721860048262
