YEAR,BOXR,BOXOR,FID,GS,PAIR ID,RING,EXP,EPP,SEX,MASS11,MASS12,MASS14,RTARS14,PHA
2011,RO16B,OJ180,1ER03675,0.114004625,111012,1ER02488,experimental nests,0,M,10.7,11,11.9,16.2,6.5
2011,RO16B,OJ180,1ER03675,0.114004625,111012,1ER02480,experimental nests,0,F,10.7,11.3,11.8,16.6,8.4666667
2011,RO16B,OJ180,1ER03675,0.114004625,111012,1ER02485,experimental nests,0,F,10,NA,NA,NA,NA
2011,OJ180,OJ180,1ER03675,0.114004625,111012,11NO0056,control nest,0,F,NA,NA,NA,NA,NA
2011,OJ180,OJ180,1ER03675,0.114004625,111012,1ER02460,control nest,1,M,10,10.2,10.6,16.6,4.4
2011,OJ180,OJ180,1ER03675,0.114004625,111012,1ER02461,control nest,1,M,10.7,10.3,11.4,16.7,4.5666667
2011,RO16B,OJ180,1ER03675,0.114004625,111012,1ER02483,experimental nests,1,F,10.4,10.7,11,16.4,5.9666667
2011,OJ185,OJ185,1ER03673,-0.109688037,111015,1ER02454,control nest,0,M,10.8,10.9,11.7,15.6,4.9
2011,OJ185,OJ185,1ER03673,-0.109688037,111015,1ER02450,control nest,0,M,11,10.6,11.4,16.6,5.2
2011,OJ185,OJ185,1ER03673,-0.109688037,111015,1ER02457,control nest,0,M,10.8,11.7,11.4,17.1,5.3666667
2011,RO15C,OJ185,1ER03673,-0.109688037,111015,1ER02494,experimental nests,0,F,10.2,10.4,11,16.2,5.7666667
2011,RO15C,OJ185,1ER03673,-0.109688037,111015,1ER02501,experimental nests,0,F,9.8,11,11,16.9,5.9333333
2011,RO15C,OJ185,1ER03673,-0.109688037,111015,1ER02500,experimental nests,0,F,10.8,11.3,10.6,16.4,7.5666667
2011,OJ185,OJ185,1ER03673,-0.109688037,111015,1ER02455,control nest,0,M,10.5,11.1,11.3,16.7,8.2333333
2011,RO15C,OJ185,1ER03673,-0.109688037,111015,1ER02499,experimental nests,0,M,11.6,11.7,11.1,16.5,8.4
2011,OJ185,OJ185,1ER03673,-0.109688037,111015,1ER02456,control nest,0,M,10.4,10.8,11.4,16.8,10.2333333
2011,RO15C,OJ185,1ER03673,-0.109688037,111015,11NO0073,experimental nests,0,F,NA,NA,NA,NA,NA
2011,OJ185,OJ185,1ER03673,-0.109688037,111015,1ER02452,control nest,1,M,10.3,10.9,11.3,16.7,7.9333333
2011,OJ207,OJ186,1ER03316,-0.01965044,110018,1ER03173,control nest,0,F,10.4,NA,10.4,16.5,3.4333333
2011,OJ186,OJ186,1ER03316,-0.01965044,110018,1ER03163,experimental nests,0,F,9.4,NA,9.7,16.6,4.4
2011,OJ186,OJ186,1ER03316,-0.01965044,110018,1ER03155,experimental nests,0,M,9.6,NA,11.5,17,4.6333333
2011,OJ207,OJ186,1ER03316,-0.01965044,110018,1ER03172,control nest,0,M,11.1,NA,10.9,16.8,4.7333333
2011,OJ186,OJ186,1ER03316,-0.01965044,110018,1ER03160,experimental nests,0,M,11.1,NA,12,16.3,5.5333333
2011,OJ207,OJ186,1ER03316,-0.01965044,110018,1ER03170,control nest,0,F,10.7,NA,10.6,NA,6.7
2011,OJ186,OJ186,1ER03316,-0.01965044,110018,1ER03154,experimental nests,0,M,11.5,NA,12,17.3,6.7
2011,OJ186,OJ186,1ER03316,-0.01965044,110018,1ER03161,experimental nests,0,F,10.7,NA,10.6,16.6,7
2011,OJ207,OJ186,1ER03316,-0.01965044,110018,1ER03167,control nest,0,F,10.9,NA,11,15.7,7.9666667
2011,OJ186,OJ186,1ER03316,-0.01965044,110018,1ER03159,experimental nests,0,M,11.2,NA,11.6,16.7,8.4333333
2011,OJ207,OJ186,1ER03316,-0.01965044,110018,1ER03166,control nest,1,F,10.7,NA,10.8,16.4,6.7666667
2010,BS46,OJ190B,1EP47397,NA,100008,1EP48684,experimental nests,0,NA,8.8,10,10.5,14.5,3.3666667
2010,BS46,OJ190B,1EP47397,NA,100008,1EP48692,experimental nests,0,NA,6.8,7.3,8.5,14,3.7
2010,OJ190B,OJ190B,1EP47397,NA,100008,1EP48675,control nest,0,NA,10.3,11.3,11.4,16.1,3.7666667
2010,OJ190B,OJ190B,1EP47397,NA,100008,1EP48678,control nest,0,NA,10.8,11.7,11.6,16.3,5.8333333
2010,OJ190B,OJ190B,1EP47397,NA,100008,1EP48679,control nest,0,NA,11.1,12,12.2,16.3,6.2666667
2010,OJ190B,OJ190B,1EP47397,NA,100008,1EP48683,control nest,0,NA,10.6,11.6,11.5,16.4,7.7666667
2010,OJ190B,OJ190B,1EP47397,NA,100008,1EP48676,control nest,0,NA,11.8,12.7,12.6,16.2,8.3333333
2010,BS46,OJ190B,1EP47397,NA,100008,1EP48689,experimental nests,0,NA,9.4,10.2,10.1,15.1,8.3333333
2010,BS46,OJ190B,1EP47397,NA,100008,1EP48688,experimental nests,0,NA,8.4,9.3,9.8,15.3,8.8333333
2009,OJ204,OJ202,NA,NA,90016,1EP47640,experimental nests,NA,M,10.1,10.4,11.6,16.8,2.5333333
2009,OJ204,OJ202,NA,NA,90016,1EP47630,experimental nests,NA,M,8.2,9.6,10.3,16.4,2.8666667
2009,OJ202,OJ202,NA,NA,90016,1EP47647,control nest,NA,M,9.3,10.1,10.5,16.6,3.3
2009,OJ202,OJ202,NA,NA,90016,1EP47643,control nest,NA,F,8,8.9,9.4,15.2,3.6333333
2009,OJ202,OJ202,NA,NA,90016,1EP47645,control nest,NA,M,10.6,10.6,11.3,16.3,4.0333333
2009,OJ204,OJ202,NA,NA,90016,1EP47637,experimental nests,NA,M,7.8,9,9.8,15.7,4.1333333
2009,OJ202,OJ202,NA,NA,90016,1EP47649,control nest,NA,F,8.3,9.3,9.6,15.5,4.8333333
2009,OJ202,OJ202,NA,NA,90016,1EP47651,control nest,NA,M,9.8,10.4,10.2,16.1,5.7
2009,OJ204,OJ202,NA,NA,90016,1EP47632,experimental nests,NA,F,7.8,9.1,10.1,16.3,6.3666667
2009,OJ204,OJ202,NA,NA,90016,09NO0060,experimental nests,NA,NA,NA,NA,NA,NA,NA
2009,OJ202,OJ204,1EP48347,-0.075955307,90016,1EP47642,control nest,0,F,9.7,10.6,10.8,16.1,2.1666667
2009,OJ204,OJ204,1EP48347,-0.075955307,90016,1EP47634,experimental nests,0,M,7.9,8.8,10.9,16.2,3.0333333
2009,OJ202,OJ204,1EP48347,-0.075955307,90016,1EP47650,control nest,0,NA,9.8,10.4,11.4,16.2,3.4333333
2009,OJ204,OJ204,1EP48347,-0.075955307,90016,1EP47636,experimental nests,0,M,6.1,6.9,8.6,15.7,3.7666667
2009,OJ204,OJ204,1EP48347,-0.075955307,90016,1EP47631,experimental nests,0,M,8.6,9.4,11.1,15.9,4.2
2009,OJ202,OJ204,1EP48347,-0.075955307,90016,1EP47644,control nest,0,M,10.2,10.9,11.7,15.8,4.2666667
2009,OJ202,OJ204,1EP48347,-0.075955307,90016,1EP47646,control nest,0,F,9.1,9.9,10.2,16.5,4.3333333
2009,OJ204,OJ204,1EP48347,-0.075955307,90016,1EP47635,experimental nests,0,M,6.8,7.7,9.2,15.8,4.8333333
2009,OJ204,OJ204,1EP48347,-0.075955307,90016,1EP47641,experimental nests,0,F,8.1,9,10.2,15,6.5666667
2009,OJ202,OJ204,1EP48347,-0.075955307,90016,1EP47648,control nest,0,M,9.2,10.4,11,17.2,8.7
2011,OJ207,OJ207,1ER03317,-0.01965044,110018,1ER03165,control nest,0,M,10.8,NA,11.5,16.9,1.9
2011,OJ186,OJ207,1ER03317,-0.01965044,110018,1ER03152,experimental nests,0,F,9.8,NA,10.9,15.6,2.7333333
2011,OJ186,OJ207,1ER03317,-0.01965044,110018,1ER03156,experimental nests,0,M,10.7,NA,11.8,17.4,3.0666667
2011,OJ186,OJ207,1ER03317,-0.01965044,110018,1ER03157,experimental nests,0,F,9.3,NA,10.6,17,3.7666667
2011,OJ207,OJ207,1ER03317,-0.01965044,110018,1ER03164,control nest,0,F,10.3,NA,11.4,16.5,4.4333333
2011,OJ186,OJ207,1ER03317,-0.01965044,110018,1ER03151,experimental nests,0,M,9.9,NA,11,16.8,4.5666667
2011,OJ207,OJ207,1ER03317,-0.01965044,110018,1ER03174,control nest,0,F,8.6,NA,9.9,16.5,4.6333333
2011,OJ186,OJ207,1ER03317,-0.01965044,110018,1ER03162,experimental nests,0,M,10.1,NA,11.7,16.3,4.6666667
2011,OJ207,OJ207,1ER03317,-0.01965044,110018,1ER03171,control nest,0,F,9.8,NA,10.7,17.2,4.7666667
2011,OJ207,OJ207,1ER03317,-0.01965044,110018,1ER03169,control nest,0,F,10.3,NA,10.9,15.4,7.1333333
2011,OJ207,OJ207,1ER03317,-0.01965044,110018,11NO0043,control nest,0,NA,NA,NA,NA,NA,NA
2011,OJ84,OJ84,1ER03672,-0.094283763,111011,1ER02446,experimental nests,0,M,9.9,9.1,11,15.8,2.5666667
2011,OJ84,OJ84,1ER03672,-0.094283763,111011,1ER02437,experimental nests,0,M,10.7,11.4,12.2,17.7,3.2666667
2011,OJ84,OJ84,1ER03672,-0.094283763,111011,1ER02445,experimental nests,0,F,10.5,9.8,10.6,16.6,3.3666667
2011,OJ84,OJ84,1ER03672,-0.094283763,111011,1ER02441,experimental nests,0,M,10.7,10.7,11.4,16.9,5.4333333
2011,FA8,OJ84,1ER03672,-0.094283763,111011,1ER02469,control nest,0,F,11.4,11.6,12.2,17.1,5.6
2011,FA8,OJ84,1ER03672,-0.094283763,111011,1ER02470,control nest,0,F,10.2,10.3,11.3,15.1,5.6333333
2011,FA8,OJ84,1ER03672,-0.094283763,111011,1ER02471,control nest,0,F,11.9,11.5,11.8,16.3,6
2011,FA8,OJ84,1ER03672,-0.094283763,111011,1ER02474,control nest,0,F,9.9,10,11.1,15.5,7.3333333
2011,OJ84,OJ84,1ER03672,-0.094283763,111011,11NO0055,experimental nests,0,NA,NA,NA,NA,NA,NA
2011,FA8,OJ84,1ER03672,-0.094283763,111011,1ER02475,control nest,NA,M,11.5,11.4,NA,NA,5.8333333
2011,OJ97,OJ97,NA,NA,110017,11NO0035,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ97,OJ97,NA,NA,110017,11NO0036,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ97,OJ97,NA,NA,110017,11NO0033,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ97,OJ97,NA,NA,110017,11NO0034,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ97,NA,NA,110017,11NO0025,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ97,NA,NA,110017,11NO0029,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ97,NA,NA,110017,11NO0026,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ97,NA,NA,110017,11NO0027,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ97,NA,NA,110017,11NO0028,experimental nests,NA,NA,NA,NA,NA,NA,NA
2010,PS2,PS2,1EP46459,NA,100004,1ER02240,control nest,0,NA,12,11.8,11.6,17.2,2.1666667
2010,FP1B,PS2,1EP46459,NA,100004,1ER02247,experimental nests,0,NA,11.6,11.6,11.6,17,3.7
2010,FP1B,PS2,1EP46459,NA,100004,1ER02252,experimental nests,0,NA,10,10.2,10,16.4,3.7666667
2010,FP1B,PS2,1EP46459,NA,100004,1ER02254,experimental nests,0,NA,9.4,10,10.4,16.3,5.0333333
2010,FP1B,PS2,1EP46459,NA,100004,1ER02250,experimental nests,0,NA,9.7,10,10.4,16.1,5.8666667
2010,FP1B,PS2,1EP46459,NA,100004,1ER02251,experimental nests,0,NA,11.1,11.7,11.4,16.9,6.8666667
2010,PS2,PS2,1EP46459,NA,100004,1ER02244,control nest,0,NA,10.4,11.7,11.3,16.5,7
2010,PS2,PS2,1EP46459,NA,100004,1ER02243,control nest,0,NA,12.2,12.8,12.1,17.5,7.5666667
2010,PS2,PS2,1EP46459,NA,100004,1ER02238,control nest,0,NA,12.5,12.7,12,17.1,7.8333333
2010,PS2,PS2,1EP46459,NA,100004,1ER02242,control nest,0,NA,9.2,10,10.3,16.4,9.1666667
2010,PS5,PS5,NA,NA,100006,1ER02399,control nest,NA,NA,9.7,10.1,10.4,16.2,2.9666667
2010,AN25,PS5,NA,NA,100006,1ER02232,experimental nests,NA,NA,10.56,10.8,11.8,16.3,4
2010,PS5,PS5,NA,NA,100006,1ER02395,control nest,NA,NA,10.7,11.4,NA,NA,5.2666667
2010,AN25,PS5,NA,NA,100006,1ER02228,experimental nests,NA,NA,10,10.5,11.4,15.8,5.4
2010,AN25,PS5,NA,NA,100006,1ER02229,experimental nests,NA,NA,11.1,12.1,12,17.3,5.5333333
2010,AN25,PS5,NA,NA,100006,1ER02230,experimental nests,NA,NA,10.8,11.3,11.7,16.5,5.6
2010,PS5,PS5,NA,NA,100006,1ER02398,control nest,NA,NA,9.5,9.1,10.8,16.1,5.8
2010,PS5,PS5,NA,NA,100006,1ER02394,control nest,NA,NA,9.7,10,11.4,17,6.0666667
2010,PS5,PS5,NA,NA,100006,NONE0117,control nest,NA,NA,9,NA,NA,NA,NA
2011,BS23B,RE47C,1EP47401,-0.087057888,111014,1ER03418,experimental nests,0,M,10.1,10.6,11.2,16.7,0.3666667
2011,RE47C,RE47C,1EP47401,-0.087057888,111014,1ER03409,control nest,0,NA,10.6,11.2,11.4,17.7,3.9333333
2011,RE47C,RE47C,1EP47401,-0.087057888,111014,1ER03406,control nest,0,F,10.4,11,11,16.9,4
2011,RE47C,RE47C,1EP47401,-0.087057888,111014,1ER03400,control nest,0,M,10.8,11.7,11.9,17.4,4.4
2011,BS23B,RE47C,1EP47401,-0.087057888,111014,1ER03416,experimental nests,0,M,9.6,10.1,10.4,16.8,4.4
2011,RE47C,RE47C,1EP47401,-0.087057888,111014,1ER03404,control nest,0,F,9.8,10.5,11,17.2,4.8666667
2011,BS23B,RE47C,1EP47401,-0.087057888,111014,1ER03414,experimental nests,0,F,9.4,9.8,10.1,16.8,5.7
2011,BS23B,RE47C,1EP47401,-0.087057888,111014,1ER03415,experimental nests,0,F,9.6,10.1,11.2,16.5,5.7333333
2011,BS23B,RE47C,1EP47401,-0.087057888,111014,1ER03412,experimental nests,0,F,9.1,9.6,10.3,16.6,6.0333333
2011,RE47C,RE47C,1EP47401,-0.087057888,111014,1ER03407,control nest,0,F,10.5,10.2,10.8,17.3,6.1
2011,RE4C,RE4C,NA,-0.112510256,110016,11NO0012,experimental nests,0,NA,NA,NA,NA,NA,NA
2011,RE4C,RE4C,NA,-0.112510256,110016,11NO0010,experimental nests,0,NA,NA,NA,NA,NA,NA
2011,RE4C,RE4C,NA,-0.112510256,110016,11NO0011,experimental nests,0,NA,NA,NA,NA,NA,NA
2011,FK40B,RE4C,NA,-0.112510256,110016,1ER02412,control nest,0,M,NA,NA,NA,NA,NA
2011,FK40B,RE4C,NA,-0.112510256,110016,1ER02407,control nest,0,M,NA,NA,NA,NA,NA
2011,FK40B,RE4C,NA,-0.112510256,110016,1ER02410,control nest,0,M,NA,NA,NA,NA,NA
2011,FK40B,RE4C,NA,-0.112510256,110016,1ER02411,control nest,0,M,NA,NA,NA,NA,NA
2009,RO10,RO1,NA,NA,90009,1EP48443,control nest,NA,M,5.9,7,8.4,14.9,3.1666667
2009,RO1,RO1,NA,NA,90009,1EP48446,experimental nests,NA,F,8.5,8.9,9.8,15.8,3.1666667
2009,RO10,RO1,NA,NA,90009,1EP48444,control nest,NA,F,7.6,7.6,9.3,14.8,3.3666667
2009,RO10,RO1,NA,NA,90009,1EP48441,control nest,NA,M,8.9,9.8,11,16.4,4.3333333
2009,RO1,RO1,NA,NA,90009,1EP48449,experimental nests,NA,M,9.1,10.1,10.5,16,4.4
2009,RO1,RO1,NA,NA,90009,1EP48453,experimental nests,NA,F,8.6,9.1,10.2,16.3,5.4
2009,RO1,RO1,NA,NA,90009,1EP48445,experimental nests,NA,M,9.6,10.5,10.9,16.5,7.1
2009,RO10,RO1,NA,NA,90009,09NO0064,control nest,NA,F,NA,NA,NA,NA,NA
2009,RO10,RO1,NA,NA,90009,09NO0065,control nest,NA,F,NA,NA,NA,NA,NA
2009,RO1,RO1,NA,NA,90009,09NO0062,experimental nests,NA,M,NA,NA,NA,NA,NA
2009,RO1,RO10,NA,NA,90009,1EP48451,experimental nests,NA,M,6.9,8.1,9.8,16.4,3.7
2009,RO1,RO10,NA,NA,90009,1EP48447,experimental nests,NA,F,8.2,8.9,10.1,16.5,3.8
2009,RO1,RO10,NA,NA,90009,1EP48455,experimental nests,NA,F,7.6,8.3,9.4,16.3,4.7
2009,RO10,RO10,NA,NA,90009,1EP48448,control nest,NA,NA,8.2,9,9.4,16.5,7.4666667
2009,RO10,RO10,NA,NA,90009,09NO0066,control nest,NA,M,NA,NA,NA,NA,NA
2009,RO10,RO10,NA,NA,90009,09NO0069,control nest,NA,M,NA,NA,NA,NA,NA
2009,RO10,RO10,NA,NA,90009,09NO0067,control nest,NA,NA,NA,NA,NA,NA,NA
2009,RO10,RO10,NA,NA,90009,1EP48442,control nest,NA,M,4.2,NA,NA,NA,NA
2009,RO10,RO10,NA,NA,90009,09NO0068,control nest,NA,NA,NA,NA,NA,NA,NA
2009,RO1,RO10,NA,NA,90009,09NO0063,experimental nests,NA,NA,NA,NA,NA,NA,NA
2009,RO1,RO10,NA,NA,90009,1EP48452,experimental nests,NA,M,3.6,NA,NA,NA,NA
2011,RO15C,RO15C,1EL34800,-0.109688037,111015,1ER02495,experimental nests,0,M,10.1,10.6,10.8,16.7,4.7333333
2011,RO15C,RO15C,1EL34800,-0.109688037,111015,1ER02497,experimental nests,0,F,10.1,11.6,11.3,17.1,4.7666667
2011,RO15C,RO15C,1EL34800,-0.109688037,111015,1ER02498,experimental nests,0,F,9.9,10.3,11.4,16.8,5.2666667
2011,OJ185,RO15C,1EL34800,-0.109688037,111015,1ER02451,control nest,0,F,9.8,10.2,10.3,16.5,5.6666667
2011,RO15C,RO15C,1EL34800,-0.109688037,111015,1ER02496,experimental nests,0,F,9.7,10.9,19.5,16.8,5.8333333
2011,OJ185,RO15C,1EL34800,-0.109688037,111015,1ER02449,control nest,0,M,10.8,11.6,11.5,16.8,5.8333333
2011,RO15C,RO15C,1EL34800,-0.109688037,111015,1ER02491,experimental nests,0,M,11.4,12.2,11.9,17,7.6
2011,OJ185,RO15C,1EL34800,-0.109688037,111015,1ER02459,control nest,0,F,10,10.1,11,16.2,7.8
2011,OJ185,RO15C,1EL34800,-0.109688037,111015,1ER02458,control nest,0,M,9.5,10.3,10.9,16,8.4666667
2011,RO15C,RO15C,1EL34800,-0.109688037,111015,11NO0070,experimental nests,0,NA,NA,NA,NA,NA,NA
2011,OJ185,RO15C,1EL34800,-0.109688037,111015,11NO0072,control nest,0,NA,NA,NA,NA,NA,NA
2011,OJ185,RO15C,1EL34800,-0.109688037,111015,11NO0071,control nest,0,NA,NA,NA,NA,15.9,NA
2011,OJ180,RO16B,1ER03679,0.114004625,111012,1ER02465,control nest,0,F,10.4,10.2,10.9,16.7,3.3666667
2011,OJ180,RO16B,1ER03679,0.114004625,111012,1ER02464,control nest,0,F,9.8,9,9.9,16.4,4.1666667
2011,RO16B,RO16B,1ER03679,0.114004625,111012,1ER02482,experimental nests,0,F,10.2,10.5,10.9,16.1,4.2
2011,OJ180,RO16B,1ER03679,0.114004625,111012,1ER02468,control nest,0,F,9.7,9.4,10.8,16.4,4.4
2011,OJ180,RO16B,1ER03679,0.114004625,111012,1ER02466,control nest,0,M,10.8,10.4,11.2,16.8,4.4666667
2011,RO16B,RO16B,1ER03679,0.114004625,111012,1ER02487,experimental nests,0,F,10.1,10.5,11.1,16.5,4.9333333
2011,RO16B,RO16B,1ER03679,0.114004625,111012,1ER02481,experimental nests,0,F,10,10.3,11.1,16.3,5.2666667
2011,RO16B,RO16B,1ER03679,0.114004625,111012,1ER02489,experimental nests,0,F,10.8,11.2,11.7,16.7,5.4
2011,RO16B,RO16B,1ER03679,0.114004625,111012,1ER02486,experimental nests,0,M,10.9,11.3,11.7,17.3,6.4333333
2011,OJ180,RO16B,1ER03679,0.114004625,111012,1ER02467,control nest,0,M,11,10.4,11.7,16.9,NA
2011,BO2-,RO20,1ER03657,0.144061325,111018,1ER02070,experimental nests,0,M,10.5,11.1,11.4,16.9,3.8333333
2011,BO2-,RO20,1ER03657,0.144061325,111018,1ER02079,experimental nests,0,M,11.2,12,12.4,17.5,4.0666667
2011,BO2-,RO20,1ER03657,0.144061325,111018,1ER02071,experimental nests,0,F,9.9,10.1,10.8,16.4,4.1
2011,BO2-,RO20,1ER03657,0.144061325,111018,1ER02078,experimental nests,0,M,10.9,11.7,12.2,16.2,4.7
2011,RO20,RO20,1ER03657,0.144061325,111018,1ER02063,control nest,0,F,10.9,11.2,11.8,17,5
2011,RO20,RO20,1ER03657,0.144061325,111018,1ER02061,control nest,0,F,10.3,11.6,11.5,17.2,5.1666667
2011,RO20,RO20,1ER03657,0.144061325,111018,1ER02064,control nest,0,M,10.2,10.5,10.6,16.3,5.8666667
2011,BO2-,RO20,1ER03657,0.144061325,111018,1ER02072,experimental nests,1,M,10.8,10.6,10.9,17,3.0666667
2011,RO20,RO20,1ER03657,0.144061325,111018,1ER02058,control nest,1,M,10.9,11.2,11.2,16.5,3.9
2011,RO20,RO20,1ER03657,0.144061325,111018,1ER02065,control nest,1,M,10.7,10.7,11.6,16.5,4.7666667
2009,FA47,RO20B,1EP48318,0.10359714,90005,1EP48800,experimental nests,0,M,3.8,4.7,5.9,14.5,1.9666667
2009,FA47,RO20B,1EP48318,0.10359714,90005,1EP47574,experimental nests,0,F,9.5,9.9,10.7,16.1,3.3333333
2009,RO20B,RO20B,1EP48318,0.10359714,90005,1EP47580,control nest,0,M,9.8,11.1,11,17.1,4
2009,RO20B,RO20B,1EP48318,0.10359714,90005,1EP47583,control nest,0,F,9.2,9.5,10.4,16.2,4.2
2009,FA47,RO20B,1EP48318,0.10359714,90005,1EP47572,experimental nests,0,M,8.8,10.1,10.8,16.1,5.1333333
2009,RO20B,RO20B,1EP48318,0.10359714,90005,1EP47582,control nest,0,M,7.1,8.2,10.1,16.1,5.2666667
2009,FA47,RO20B,1EP48318,0.10359714,90005,1EP47570,experimental nests,0,F,8.8,9.6,10.3,15.4,6.3
2009,RO20B,RO20B,1EP48318,0.10359714,90005,1EP47581,control nest,0,M,10.9,11.9,12,16.3,6.3333333
2009,RO20B,RO20B,1EP48318,0.10359714,90005,1EP47577,control nest,0,M,8.7,9.3,10.2,16.4,6.8666667
2009,RO20B,RO20B,1EP48318,0.10359714,90005,09NO0070,control nest,0,F,NA,NA,NA,NA,NA
2010,FA27,RO2B,1EP46426,-0.078760571,100015,1ER02352,control nest,0,F,9,10.1,11,16,4.6
2010,RO2B,RO2B,1EP46426,-0.078760571,100015,1ER02366,experimental nests,0,M,10.9,11.6,11.6,16.9,4.9
2010,RO2B,RO2B,1EP46426,-0.078760571,100015,1ER02362,experimental nests,0,M,10.7,11.2,11.7,17.3,6.1
2010,RO2B,RO2B,1EP46426,-0.078760571,100015,1ER02360,experimental nests,0,M,10.6,11,11.8,17,6.5666667
2010,FA27,RO2B,1EP46426,-0.078760571,100015,1ER02344,control nest,0,M,10.1,10.8,11.5,16.4,6.5666667
2010,FA27,RO2B,1EP46426,-0.078760571,100015,1ER02345,control nest,0,F,9.1,10.1,10.9,16.3,7.3333333
2010,FA27,RO2B,1EP46426,-0.078760571,100015,1ER02348,control nest,0,M,9.5,10.4,10.3,16.4,8.3666667
2010,RO2B,RO2B,1EP46426,-0.078760571,100015,1ER02356,experimental nests,1,F,9.7,10.4,10.9,16.8,3.9333333
2010,RO2B,RO2B,1EP46426,-0.078760571,100015,1ER02363,experimental nests,1,F,10.3,11.2,11.4,15.5,5.2666667
2009,RO4C,RO4C,1EP47403,NA,90002,1EP47441,control nest,0,M,8.7,NA,10.3,16.9,2.9333333
2009,RO4C,RO4C,1EP47403,NA,90002,1EP47443,control nest,0,M,10.2,NA,10.6,NA,4.2666667
2009,RO4C,RO4C,1EP47403,NA,90002,09NO0030,control nest,0,M,NA,NA,NA,NA,NA
2009,RO4C,RO4C,1EP47403,NA,90002,09NO0029,control nest,0,F,NA,NA,NA,NA,NA
2009,FP80,RO4C,1EP47403,NA,90002,09NO0028,experimental nests,0,F,NA,NA,NA,NA,NA
2009,FP80,RO4C,1EP47403,NA,90002,09NO0026,experimental nests,0,M,NA,NA,NA,NA,NA
2009,FP80,RO4C,1EP47403,NA,90002,09NO0027,experimental nests,0,F,NA,NA,NA,NA,NA
2009,FP80,RO4C,1EP47403,NA,90002,09NO0025,experimental nests,1,M,NA,NA,NA,NA,NA
2010,RO7,RO7,1EP46425,0.035904891,100005,1ER02393,experimental nests,0,F,8.4,8.7,9.4,15.6,4.0333333
2010,FP76,RO7,1EP46425,0.035904891,100005,1ER02215,control nest,0,M,11.3,11.8,12.3,16.3,4.2333333
2010,RO7,RO7,1EP46425,0.035904891,100005,1ER02389,experimental nests,0,M,9.4,9.6,9.7,15.4,5.5666667
2010,RO7,RO7,1EP46425,0.035904891,100005,1ER02390,experimental nests,0,M,11.2,11.1,11,16.4,5.9
2010,FP76,RO7,1EP46425,0.035904891,100005,1ER02217,control nest,0,M,11.1,11.9,11.9,16,6.1
2010,RO7,RO7,1EP46425,0.035904891,100005,1ER02386,experimental nests,0,M,10.1,10.8,10.9,16.8,6.3666667
2010,RO7,RO7,1EP46425,0.035904891,100005,1ER02387,experimental nests,0,M,10.7,11.4,10.9,16.6,6.9333333
2010,RO7,RO7,1EP46425,0.035904891,100005,NONE0114,experimental nests,0,NA,NA,NA,NA,NA,NA
2010,FP76,RO7,1EP46425,0.035904891,100005,NONE0116,control nest,0,NA,NA,NA,NA,NA,NA
2010,FP76,RO7,1EP47404,0.162645464,100005,1ER02221,control nest,1,F,10.1,11.2,12.2,16.1,2.5333333
2011,FA48,RO8D,1EP46468,0.211767653,111010,1ER02553,experimental nests,0,M,10.5,11.2,11.5,16.5,2.7333333
2011,FA48,RO8D,1EP46468,0.211767653,111010,1ER02552,experimental nests,0,M,9.3,10.7,11.1,16.6,3.0333333
2011,RO8D,RO8D,1EP46468,0.211767653,111010,1ER02580,control nest,0,F,10.8,11.3,12.6,17.4,3.2333333
2011,RO8D,RO8D,1EP46468,0.211767653,111010,1ER02578,control nest,0,F,10.3,10.6,11.5,16.2,3.4666667
2011,FA48,RO8D,1EP46468,0.211767653,111010,1ER02560,experimental nests,0,F,7.6,8.7,10.1,16.2,3.5666667
2011,RO8D,RO8D,1EP46468,0.211767653,111010,1ER02581,control nest,0,F,10.1,11,12.3,16.7,5.2666667
2011,FA48,RO8D,1EP46468,0.211767653,111010,1ER02564,experimental nests,0,F,9.2,9.6,10.7,17.1,5.6
2011,RO8D,RO8D,1EP46468,0.211767653,111010,1ER02577,control nest,0,M,11.6,11.7,13.6,17.9,6.4
2011,FA48,RO8D,1EP46468,0.211767653,111010,1ER02562,experimental nests,0,M,9.3,9.8,10.8,16.9,7.9333333
2011,RO8D,RO8D,1EP46468,0.211767653,111010,1ER03148,control nest,0,M,NA,11.3,12.7,17.6,NA
2011,RO8D,RO8D,1EP46468,0.211767653,111010,1ER03149,control nest,1,NA,NA,11.6,12.4,17.8,NA
2010,RW16D,RW16D,1EP46478,-0.024588833,100011,1ER03063,experimental nests,0,F,10.3,10.8,11.4,15.7,3
2010,FO81,RW16D,1EP46478,-0.024588833,100011,1EP48017,control nest,0,M,12.5,12.6,12.7,16.2,3.0666667
2010,RW16D,RW16D,1EP46478,-0.024588833,100011,1ER03056,experimental nests,0,M,9.5,10.3,11.1,16.2,4.4
