"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev","MeanLogAdevAgeCat6","MeanLogSdevAgeCat6","MeanLogAdevAgeCat10","MeanLogSdevAgeCat10","MeanTotalProRateAgeCat6","MeanTotalProRateAgeCat10"
1443,6582,1442,1,26.5,18.2000007629395,11,1,5025,4705,3,14,0.68,13.32,22.3972034943691,9,1.11,7.89,5093,4682,"46825093",2012,136,3,4,TRUE,"47055025",3.43424232855126,0.0728479406999351,0.124692431259718,0.238069201530885,0.126086646174943,-0.0923733201310152,0.123298216344494,19.0607726772257,25.7336343115124
1443,6583,1442,1,23.2000007629395,18.3999996185303,11,1,5025,4705,3,14,0.68,13.32,22.3972034943691,9,1.11,7.89,5093,4682,"46825093",2012,136,3,4,TRUE,"47055025",-0.329446777897342,0.0728479406999351,0.124692431259718,0.238069201530885,0.126086646174943,-0.0923733201310152,0.123298216344494,19.0607726772257,25.7336343115124
1444,6589,1445,1,26.1000003814697,19.1000003814697,11,1,4944,4722,3,15,2.69,12.31,15.1813843016382,5,0.0999999999999996,4.9,4576,4682,"46824576",2012,136,3,4,TRUE,"47224944",0.947627242483202,0.174165887831916,0.0203352454230007,0.297459445290076,-0.0427111180930498,0.0508723303737565,0.0833816089390512,15.2424936891871,15.1202749140893
1444,6590,1445,1,24.5,18.1000003814697,11,1,4944,4722,3,15,2.69,12.31,15.1813843016382,5,0.0999999999999996,4.9,4576,4682,"46824576",2012,136,3,4,TRUE,"47224944",1.66608947430375,0.174165887831916,0.0203352454230007,0.297459445290076,-0.0427111180930498,0.0508723303737565,0.0833816089390512,15.2424936891871,15.1202749140893
1444,6591,1445,1,23.2999992370605,17.8999996185303,11,1,4944,4722,3,15,2.69,12.31,15.1813843016382,5,0.0999999999999996,4.9,4576,4682,"46824576",2012,136,3,4,TRUE,"47224944",0.929783002868784,0.174165887831916,0.0203352454230007,0.297459445290076,-0.0427111180930498,0.0508723303737565,0.0833816089390512,15.2424936891871,15.1202749140893
1445,6568,1444,1,21.6000003814697,17.3999996185303,11,1,4576,5107,3,18.5,0.780000000000001,17.72,22.04499281265,8,-0.469999999999999,8.47,4944,4722,"47224944",2012,136,3,3,TRUE,"51074576",0.38901545392311,0.0415877688965814,-0.120307661767275,0.062421106323717,-0.481303184499669,0.0207544314694459,0.240687860965119,21.3872829225973,22.7027027027027
1445,6569,1444,1,19,17.2000007629395,11,1,4576,5107,3,18.5,0.780000000000001,17.72,22.04499281265,8,-0.469999999999999,8.47,4944,4722,"47224944",2012,136,3,3,TRUE,"51074576",-1.74729505815849,0.0415877688965814,-0.120307661767275,0.062421106323717,-0.481303184499669,0.0207544314694459,0.240687860965119,21.3872829225973,22.7027027027027
1445,6570,1444,1,20.2999992370605,16.2999992370605,11,1,4576,5107,3,18.5,0.780000000000001,17.72,22.04499281265,8,-0.469999999999999,8.47,4944,4722,"47224944",2012,136,3,3,TRUE,"51074576",1.63932406855665,0.0415877688965814,-0.120307661767275,0.062421106323717,-0.481303184499669,0.0207544314694459,0.240687860965119,21.3872829225973,22.7027027027027
1447,6599,1447,0,21.5,18.5,12,1,5014,5489,3,21.5,-0.43,21.93,26.1978914218843,12.5,-0.395,12.895,5014,5489,"54895014",2012,138,4,4,FALSE,"54895014",-2.26129468658911,-0.00333680067581098,-0.125065388287828,0.0775233613706831,-0.311487373537618,-0.0841969627223051,0.0613565969619629,19.6166854565953,32.7790973871734
1447,6601,1447,0,22.5,18.2999992370605,12,1,5014,5489,3,21.5,-0.43,21.93,26.1978914218843,12.5,-0.395,12.895,5014,5489,"54895014",2012,138,4,4,FALSE,"54895014",-0.797600395084353,-0.00333680067581098,-0.125065388287828,0.0775233613706831,-0.311487373537618,-0.0841969627223051,0.0613565969619629,19.6166854565953,32.7790973871734
1447,6602,1447,0,19.7999992370605,17.2000007629395,12,1,5014,5489,3,21.5,-0.43,21.93,26.1978914218843,12.5,-0.395,12.895,5014,5489,"54895014",2012,138,4,4,FALSE,"54895014",-0.947295821097987,-0.00333680067581098,-0.125065388287828,0.0775233613706831,-0.311487373537618,-0.0841969627223051,0.0613565969619629,19.6166854565953,32.7790973871734
1451,6557,1441,1,22.5,19.3999996185303,12,1,4663,5871,4,19.5,1.93,17.57,19.6863086170909,12.5,1.885,10.615,4975,4895,"48954975",2012,132,1,4,FALSE,"58714663",-3.34791015412709,0.0766751549792374,-0.185288924553862,0.0277499129529022,-0.598836501088704,0.125600397005573,0.22825865198098,8.43091319830735,30.9417040358744
1451,6555,1441,1,23.7000007629395,19.7999992370605,12,1,4663,5871,4,19.5,1.93,17.57,19.6863086170909,12.5,1.885,10.615,4975,4895,"48954975",2012,132,1,4,FALSE,"58714663",-3.07529355208023,0.0766751549792374,-0.185288924553862,0.0277499129529022,-0.598836501088704,0.125600397005573,0.22825865198098,8.43091319830735,30.9417040358744
1451,6556,1441,1,24.7000007629395,20,12,1,4663,5871,4,19.5,1.93,17.57,19.6863086170909,12.5,1.885,10.615,4975,4895,"48954975",2012,132,1,4,FALSE,"58714663",-2.53898784358498,0.0766751549792374,-0.185288924553862,0.0277499129529022,-0.598836501088704,0.125600397005573,0.22825865198098,8.43091319830735,30.9417040358744
1451,6565,1451,0,22.1000003814697,18.7999992370605,12,1,4975,4895,4,19.5,1.93,17.57,19.6863086170909,12.5,1.885,10.615,4975,4895,"48954975",2012,132,1,4,FALSE,"48954975",-2.35683132025978,0.0766751549792374,-0.185288924553862,0.0277499129529022,-0.598836501088704,0.125600397005573,0.22825865198098,8.43091319830735,30.9417040358744
1460,6662,1460,0,12.8000001907349,13.6999998092651,12,1,4576,4682,1,10,0.24,9.76,13.0220491431479,3,0.19,2.81,4576,4682,"46824576",2013,28,4,5,TRUE,"46824576",0.167326490150729,-0.0246733928918255,0.0441121167074195,0.127833371509885,0.088224233414839,-0.177180157293536,0,13.5746606334842,12.4694376528117
1463,6687,1463,0,21.7000007629395,17.8999996185303,12,1,5284,3764,4,32,4.48,27.52,31.6894940380278,25,4.735,20.265,5284,3764,"37645284",2013,33,4,4,TRUE,"37645284",-0.670215471252217,0.182397595337994,0.262263766631475,0.306951508586302,0.441490930364926,0.0578436820896857,0.0830366028980234,24.8275862068966,38.5514018691589
1463,6688,1463,0,18.8999996185303,16.5,12,1,5284,3764,4,32,4.48,27.52,31.6894940380278,25,4.735,20.265,5284,3764,"37645284",2013,33,4,4,TRUE,"37645284",-0.224369841478309,0.182397595337994,0.262263766631475,0.306951508586302,0.441490930364926,0.0578436820896857,0.0830366028980234,24.8275862068966,38.5514018691589
1463,6689,1463,0,24.2999992370605,18.6000003814697,12,1,5284,4943,4,32,4.48,27.52,31.6894940380278,25,4.735,20.265,5284,3764,"37645284",2013,33,4,4,TRUE,"49435284",0.306857404719126,0.182397595337994,0.262263766631475,0.306951508586302,0.441490930364926,0.0578436820896857,0.0830366028980234,24.8275862068966,38.5514018691589
1463,6690,1463,0,19.2999992370605,15.5,12,1,5284,3764,4,32,4.48,27.52,31.6894940380278,25,4.735,20.265,5284,3764,"37645284",2013,33,4,4,TRUE,"37645284",2.49409239034214,0.182397595337994,0.262263766631475,0.306951508586302,0.441490930364926,0.0578436820896857,0.0830366028980234,24.8275862068966,38.5514018691589
1464,6674,1466,1,9.30000019073486,NA,12,1,5140,4895,0,10,-0.52,10.52,12.7659574468085,3,-0.98,3.98,4961,4960,"49604961",2013,31,4,2,TRUE,"48955140",NA,-0.0483365465612906,-0.246860077931526,-0.0483365465612906,-0.246860077931526,NA,NA,12.7659574468085,NA
1466,6672,1464,1,18.2000007629395,16.7999992370605,12,1,4961,4960,3,26.5,5.94,20.56,29.6949198865771,16.5,2.58,13.92,5140,4895,"48955140",2013,31,3,4,FALSE,"49604961",-1.61990571220948,0.247349298766018,0.15602772756453,0.221184686828877,0.0766576388913826,0.27351391070316,0.235397816237677,30.3030303030303,29.086809470124
1466,6680,1473,1,21.2999992370605,16.8999996185303,12,1,6649,5253,3,26.5,5.94,20.56,29.6949198865771,16.5,2.58,13.92,5140,4895,"48955140",2013,31,3,4,FALSE,"52536649",1.24824561615903,0.247349298766018,0.15602772756453,0.221184686828877,0.0766576388913826,0.27351391070316,0.235397816237677,30.3030303030303,29.086809470124
1466,6679,1473,1,13,15.6000003814697,12,1,6649,5314,3,26.5,5.94,20.56,29.6949198865771,16.5,2.58,13.92,5140,4895,"48955140",2013,31,3,4,FALSE,"53146649",-4.03775399247062,0.247349298766018,0.15602772756453,0.221184686828877,0.0766576388913826,0.27351391070316,0.235397816237677,30.3030303030303,29.086809470124
1468,6665,1465,1,11.8999996185303,13.3000001907349,12,1,4967,5461,1,5,0.85,4.15,9.43191073464734,2.5,1.11,1.39,5093,4682,"46825093",2013,30,4,3,TRUE,"54614967",0.194710078838757,0.151593129493873,0.47452503948553,0,0.53785429615391,0.303186258987746,0.411195782817149,9.57810718358039,9.28571428571429
1470,6707,1475,1,19.5,16.7000007629395,12,1,4933,5202,1,10.5,-0.0300000000000011,10.53,15.6651305683564,3,-0.0499999999999998,3.05,4059,4768,"47684059",2013,34,4,3,FALSE,"52024933",-0.088063751513363,-0.00221729853393288,-0.0446155668639713,-0.00443459706786575,0.093090423066012,0,-0.182321556793955,12.6666666666667,18.6635944700461
1471,6698,1474,1,23.2999992370605,18,12,1,5589,5616,2,15,4.16,10.84,16.3982102908277,6,1.095,4.905,6238,6240,"62406238",2013,34,3,5,TRUE,"56165589",0.697935857116518,0.3128349190891,0.265341035346119,0.314115329519936,0.54786689544634,0.311554508658263,-0.0171848247541009,13.3333333333333,19.4630872483221
1471,6700,1474,1,19.7999992370605,16.3999996185303,12,1,5589,4768,2,15,4.16,10.84,16.3982102908277,6,1.095,4.905,6238,6240,"62406238",2013,34,3,5,TRUE,"47685589",0.907476922804159,0.3128349190891,0.265341035346119,0.314115329519936,0.54786689544634,0.311554508658263,-0.0171848247541009,13.3333333333333,19.4630872483221
1473,6676,1466,1,14.5,15.3999996185303,12,1,5140,4895,2,15,2.47,12.53,21.9469696969697,8.5,2.945,5.555,6649,6521,"65216649",2013,31,1,3,FALSE,"48955140",-2.0740597009661,0.174130454838194,0.391171379682208,0.207143209967769,0.356674943938732,0.141117699708619,0.425667815425684,18.6666666666667,25.2272727272727
1473,6678,1473,0,17.2999992370605,16.3999996185303,12,1,6649,5253,2,15,2.47,12.53,21.9469696969697,8.5,2.945,5.555,6649,6521,"65216649",2013,31,1,3,FALSE,"52536649",-1.59252307719584,0.174130454838194,0.391171379682208,0.207143209967769,0.356674943938732,0.141117699708619,0.425667815425684,18.6666666666667,25.2272727272727
1475,6703,1478,1,20,17,12,1,4975,4895,3,13.5,-0.67,14.17,22.3238362191314,7.5,-0.75,8.25,4933,5202,"52024933",2013,34,4,5,TRUE,"48954975",-0.283600766653733,-0.0582995443316786,-0.169072153659649,-0.0962666600302818,-0.326215736454024,-0.0203324286330755,-0.0119285708652738,15.8653846153846,28.7822878228782
1475,6704,1478,1,19.8999996185303,16.1000003814697,12,1,4975,5461,3,13.5,-0.67,14.17,22.3238362191314,7.5,-0.75,8.25,4933,5202,"52024933",2013,34,4,5,TRUE,"54614975",1.70301431941455,-0.0582995443316786,-0.169072153659649,-0.0962666600302818,-0.326215736454024,-0.0203324286330755,-0.0119285708652738,15.8653846153846,28.7822878228782
1475,6709,1475,0,18.2999992370605,15.3999996185303,12,1,4933,5202,3,13.5,-0.67,14.17,22.3238362191314,7.5,-0.75,8.25,4933,5202,"52024933",2013,34,4,5,TRUE,"52024933",1.72593953609441,-0.0582995443316786,-0.169072153659649,-0.0962666600302818,-0.326215736454024,-0.0203324286330755,-0.0119285708652738,15.8653846153846,28.7822878228782
1476,6718,1479,1,14.3999996185303,NA,12,1,6290,5393,1,9,1.43,7.57,10.566322678077,2,-0.51,2.51,4739,5468,"54684739",2013,35,1,2,TRUE,"53936290",NA,0.16702362841259,-0.193931742697375,0.07881539095947,-0.172752105777804,0.25523186586571,-0.215111379616946,13.1034482758621,8.02919708029197
1477,6733,1482,1,12.8999996185303,14.1999998092651,12,1,4723,4991,1,12,-0.23,12.23,13.8990383880387,4.5,0.23,4.27,5410,5466,"54665410",2013,36,3,3,TRUE,"49914723",-0.891905388698997,-0.0181435918955841,0.0618708310771129,-0.0314986670593711,0.161212593583719,-0.00478851673179723,-0.0374709314294936,12.0805369127517,15.7175398633257
1479,6716,1476,1,16.6000003814697,16.7000007629395,12,1,4739,4895,3,18.5,2.93,15.57,21.5602836879433,9,1.255,7.745,6290,5393,"53936290",2013,35,1,4,TRUE,"48954739",-2.98806337004366,0.169455505695649,-0.0932211737951808,0.177642863795177,-0.462475362824944,0.161268147596122,0.276033015234582,13.3333333333333,29.7872340425532
1479,6723,1472,1,17,15.3000001907349,12,1,6250,4682,3,18.5,2.93,15.57,21.5602836879433,9,1.255,7.745,6290,5393,"53936290",2013,35,1,4,TRUE,"46826250",0.657785233727956,0.169455505695649,-0.0932211737951808,0.177642863795177,-0.462475362824944,0.161268147596122,0.276033015234582,13.3333333333333,29.7872340425532
1479,6724,1472,1,18.3999996185303,16.6000003814697,12,1,6250,6517,3,18.5,2.93,15.57,21.5602836879433,9,1.255,7.745,6290,5393,"53936290",2013,35,1,4,TRUE,"65176250",-0.956216987230576,0.169455505695649,-0.0932211737951808,0.177642863795177,-0.462475362824944,0.161268147596122,0.276033015234582,13.3333333333333,29.7872340425532
1482,6729,1480,1,16.6000003814697,16.2000007629395,12,1,4873,4960,1,10.5,0.0499999999999989,10.45,17.8923206714071,5,0.04,4.96,4723,4991,"49914723",2013,36,1,2,TRUE,"49604873",-1.82883206339854,-0.0218264814278271,0.0303504075976335,0.0744263252099469,-0.02891134349442,-0.118079288065601,0.0896121586896871,25.2336448598131,10.5509964830012
1486,6763,1488,1,21.6000003814697,16.7999992370605,12,1,6522,5222,2,11.5,-0.530000000000001,12.03,15.4569288389513,5.5,0.91,4.59,4965,5314,"53144965",2013,48,2,3,TRUE,"52226522",1.78009390632072,-0.0327626649536857,0.186371599653025,0.0127120355883617,0.22314355131421,-0.0782373654957331,0.149599647991839,8.66666666666667,22.247191011236
1486,6765,1488,1,22,17.6000003814697,12,1,6522,5222,2,11.5,-0.530000000000001,12.03,15.4569288389513,5.5,0.91,4.59,4965,5314,"53144965",2013,48,2,3,TRUE,"52226522",0.325320780948876,-0.0327626649536857,0.186371599653025,0.0127120355883617,0.22314355131421,-0.0782373654957331,0.149599647991839,8.66666666666667,22.247191011236
1488,6760,1486,1,21.1000003814697,17.2000007629395,12,1,4965,5424,1,9.5,0.940000000000001,8.56,13.6881720430108,2.5,-0.25,2.75,6522,5222,"52226522",2013,48,1,3,FALSE,"54244965",0.352705323311213,0.1056908953791,-0.0898495367347649,0.0646544698883533,-0.350656871613169,0.146727320869847,0.170957798143639,12.6666666666667,14.7096774193548
1489,6774,1494,1,14.3000001907349,15.5,12,1,6321,5466,2,8,0.24,7.76,13.2867132867133,2,-0.46,2.46,6500,5048,"50486500",2013,51,1,3,TRUE,"54666321",-2.50590665598346,0.0286415759633842,-0.168898536461814,0.0286415759633842,-0.168898536461814,NA,NA,13.2867132867133,NA
1489,6776,1494,1,18.7000007629395,15.6999998092651,12,1,6321,5517,2,8,0.24,7.76,13.2867132867133,2,-0.46,2.46,6500,5048,"50486500",2013,51,1,3,TRUE,"55176321",1.43040183577483,0.0286415759633842,-0.168898536461814,0.0286415759633842,-0.168898536461814,NA,NA,13.2867132867133,NA
1490,6768,1490,0,23.1000003814697,17.7999992370605,12,1,5294,4943,2,12,0.720000000000001,11.28,13.5287485907554,3,0.22,2.78,5294,4943,"49435294",2013,50,5,2,TRUE,"49435294",0.961631293030474,0.0593254660848149,0.0649195460993157,0.0593254660848149,0.0649195460993157,NA,NA,13.5287485907554,NA
1490,6769,1490,0,21.6000003814697,16.5,12,1,5294,4943,2,12,0.720000000000001,11.28,13.5287485907554,3,0.22,2.78,5294,4943,"49435294",2013,50,5,2,TRUE,"49435294",2.47563092146109,0.0593254660848149,0.0649195460993157,0.0593254660848149,0.0649195460993157,NA,NA,13.5287485907554,NA
1494,6772,1498,1,25.1000003814697,18.3999996185303,12,1,6506,6492,1,16,2.28,13.72,18.6733618498544,6.5,0.595000000000001,5.905,6321,5517,"55176321",2013,51,1,4,FALSE,"64926506",1.57055284063286,0.163751217091033,0.0965216599091492,0.210184406671705,0.111729963943306,0.117318027510362,0.0813133558749921,15.4385964912281,21.9081272084806
1495,6782,1497,1,10.5,NA,12,1,4663,5424,1,18,0.859999999999999,17.14,16.6666666666667,7,-0.37,7.37,6451,5623,"56236451",2013,52,1,3,TRUE,"54244663",NA,0.0476016815056339,-0.0481550418870471,0.0476016815056339,-0.0481550418870471,NA,NA,16.6666666666667,NA
1495,6783,1497,1,18.6000003814697,16.7999992370605,12,1,4663,5424,1,18,0.859999999999999,17.14,16.6666666666667,7,-0.37,7.37,6451,5623,"56236451",2013,52,1,3,TRUE,"54244663",-1.21990609367928,0.0476016815056339,-0.0481550418870471,0.0476016815056339,-0.0481550418870471,NA,NA,16.6666666666667,NA
1497,6788,1499,1,23.7999992370605,18.3999996185303,12,1,6491,5466,3,29.5,3.93,25.57,27.5686831810946,21.5,4.45,17.05,4663,5424,"54244663",2013,52,1,3,FALSE,"54666491",0.270551696223659,0.079750114794126,0.231715854764335,-0.0625203569813339,0.241736384390826,0.222020586569586,0.221695325137845,17.4692049272116,37.6681614349776
1497,6789,1499,1,27.2999992370605,19.1000003814697,12,1,6491,5466,3,29.5,3.93,25.57,27.5686831810946,21.5,4.45,17.05,4663,5424,"54244663",2013,52,1,3,FALSE,"54666491",2.147626098074,0.079750114794126,0.231715854764335,-0.0625203569813339,0.241736384390826,0.222020586569586,0.221695325137845,17.4692049272116,37.6681614349776
1497,6790,1499,1,25.1000003814697,18.7000007629395,12,1,6491,6260,3,29.5,3.93,25.57,27.5686831810946,21.5,4.45,17.05,4663,5424,"54244663",2013,52,1,3,FALSE,"62606491",0.875011403375839,0.079750114794126,0.231715854764335,-0.0625203569813339,0.241736384390826,0.222020586569586,0.221695325137845,17.4692049272116,37.6681614349776
1498,6778,1489,1,23.8999996185303,18.3999996185303,12,1,6500,5048,3,21.5,0.390000000000001,21.11,24.2004514383605,13.5,0.965,12.535,6506,6492,"64926506",2013,51,1,4,FALSE,"50486500",0.370552077693457,0.035460630123099,0.0729650084023457,0.0747235461959366,0.0755075525081453,-0.00380228594973857,0.070422464296546,14.7239269317038,33.6769759450172
1498,6779,1489,1,22.7000007629395,16.7000007629395,12,1,6500,6648,3,21.5,0.390000000000001,21.11,24.2004514383605,13.5,0.965,12.535,6506,6492,"64926506",2013,51,1,4,FALSE,"66486500",3.11193701142614,0.035460630123099,0.0729650084023457,0.0747235461959366,0.0755075525081453,-0.00380228594973857,0.070422464296546,14.7239269317038,33.6769759450172
1498,6780,1489,1,25.3999996185303,18.6000003814697,12,1,6500,5048,3,21.5,0.390000000000001,21.11,24.2004514383605,13.5,0.965,12.535,6506,6492,"64926506",2013,51,1,4,FALSE,"50486500",1.40685778618892,0.035460630123099,0.0729650084023457,0.0747235461959366,0.0755075525081453,-0.00380228594973857,0.070422464296546,14.7239269317038,33.6769759450172
1499,6786,1495,1,20.6000003814697,17.7999992370605,12,1,6451,5311,1,10,0.0600000000000005,9.94,13.5208439176405,3,-0.64,3.64,6491,6260,"62606491",2013,52,1,3,FALSE,"53116451",-1.53836870696953,0.00738609453263573,-0.190995875961261,-0.00865806274311454,-0.0953101798043249,0.023430251808386,-0.286681572118197,15.3310104529617,11.7106773823192
1500,6791,1496,1,15.6999998092651,17.5,12,1,5014,5489,4,19.5,0.350000000000001,19.15,28.0199898785425,14,1.945,12.055,4976,5139,"51394976",2013,53,1,4,FALSE,"54895014",-5.74283226403376,0.0323708920610671,0.148994630246585,-0.0553295820522614,0.134850944168532,0.120071366174396,0.163138316324638,33.6842105263158,22.3557692307692
1500,6793,1500,0,17.6000003814697,16.6000003814697,12,1,4976,5139,4,19.5,0.350000000000001,19.15,28.0199898785425,14,1.945,12.055,4976,5139,"51394976",2013,53,1,4,FALSE,"51394976",-1.75621622429117,0.0323708920610671,0.148994630246585,-0.0553295820522614,0.134850944168532,0.120071366174396,0.163138316324638,33.6842105263158,22.3557692307692
1500,6794,1500,0,20.1000003814697,17.2000007629395,12,1,4976,5139,4,19.5,0.350000000000001,19.15,28.0199898785425,14,1.945,12.055,4976,5139,"51394976",2013,53,1,4,FALSE,"51394976",-0.647294676688786,0.0323708920610671,0.148994630246585,-0.0553295820522614,0.134850944168532,0.120071366174396,0.163138316324638,33.6842105263158,22.3557692307692
1500,6795,1500,0,21.8999996185303,18,12,1,4976,5139,4,19.5,0.350000000000001,19.15,28.0199898785425,14,1.945,12.055,4976,5139,"51394976",2013,53,1,4,FALSE,"51394976",-0.702063761413685,0.0323708920610671,0.148994630246585,-0.0553295820522614,0.134850944168532,0.120071366174396,0.163138316324638,33.6842105263158,22.3557692307692
1501,6804,1503,1,16.5,16,12,1,5067,5031,3,16,1,15,18.1802338052338,7.5,0.0999999999999996,7.4,4967,5461,"54614967",2013,56,2,5,TRUE,"50315067",-1.46513815336348,0.0765296317526618,0.0687223147099992,0.119959315078979,0.184991785349833,0.0330999484263447,-0.047547155929835,13.1944444444444,23.1660231660232
1501,6805,1503,1,9.69999980926514,NA,12,1,5067,5031,3,16,1,15,18.1802338052338,7.5,0.0999999999999996,7.4,4967,5461,"54614967",2013,56,2,5,TRUE,"50315067",NA,0.0765296317526618,0.0687223147099992,0.119959315078979,0.184991785349833,0.0330999484263447,-0.047547155929835,13.1944444444444,23.1660231660232
