ringnr;year;age;sex;birth_year;group;stay;recruits;survival;tars;wing;bill_d;bill_l;mass;cond;selected;selection_status;selection_status_cat2;selected_mother;selected_father
8943709;2004;1;m;2003;Large;1;0;0;20.3;82;8.2;14.2;30.5;-0.030419;1;1;selected;1;1
8943711;2004;1;m;2003;Large;0;0;0;18.8;80;7.8;14.2;28.1;-0.064153;0;1;selected;1;1
8943716;2004;1;m;2003;Large;0;0;0;19.5;78;7.8;13.7;30.8;0.004627;0;1;selected;1;1
8943717;2004;1;m;2003;Large;1;1;0;20.6;79;7.9;12.8;30.2;-0.04952;1;1;selected;1;1
8943720;2004;1;m;2003;Large;0;0;0;20;82;8.6;13.9;32.9;0.05468;0;0.5;intermediate;1;0
8943722;2004;1;m;2003;Large;1;2;1;20.5;81;8;13.1;31.2;-0.013887;1;1;selected;1;1
8943722;2005;2;m;2003;Large;1;0;0;20.5;81;8;13.1;31.2;-0.013887;1;1;selected;1;1
8943724;2004;1;m;2003;Large;0;0;0;19.9;80;7.9;13.7;31.1;0.001564;0;1;other;0;1
8943725;2004;1;m;2003;Large;0;0;0;19.8;78;8.1;13.3;30.5;-0.014753;0;0.25;other;0;0
8943774;2005;2;m;2003;Large;0;0;0;18.1;79;7.9;13.6;31.6;0.077072;0;0.5;intermediate;1;0
8981088;2006;1;m;2005;Large;1;1;0;19.6;79;8.2;13;30.9;0.004655;0;0.5;intermediate;0;1
8981090;2006;1;m;2005;Large;1;2;1;19.4;81;7.9;13.7;29.4;-0.038664;0;0.5;intermediate;0;1
8981090;2007;2;m;2005;Large;1;0;1;19.4;81;7.9;13.7;29.4;-0.038664;0;0.5;intermediate;0;1
8981090;2008;2;m;2005;Large;1;0;0;19.4;81;7.9;13.7;29.4;-0.038664;0;0.5;intermediate;0;1
8981091;2006;1;m;2005;Large;1;0;0;20.3;82;8;13.1;33.3;0.057411;0;1;selected;1;1
8981151;2006;1;m;2005;Large;1;2;0;21.3;81;8;14.5;34.7;0.068386;0;0.5;intermediate;1;0
8981178;2006;1;m;2005;Large;1;3;1;20.3;83;7.9;13.4;31.2;-0.007728;0;1;selected;1;1
8981178;2007;2;m;2005;Large;1;0;0;20.3;83;7.9;13.4;31.2;-0.007728;0;1;selected;1;1
8981180;2006;1;m;2005;Large;1;2;1;20.7;82;8.2;14.1;33.6;0.054122;0;0.5;intermediate;1;0
8981180;2007;2;m;2005;Large;1;1;0;20.7;82;8.2;14.1;33.6;0.054122;0;0.5;intermediate;1;0
8981181;2006;1;m;2005;Large;1;0;0;20.6;80;7.8;13.6;33.7;0.060136;0;0.5;intermediate;1;0
8981198;2007;2;m;2004;Large;1;1;0;20.4;81;7.5;14.7;31.4;-0.004425;0;0.5;intermediate;1;0
8981199;2006;2;m;2004;Large;1;0;1;20;80;7.8;13.4;29.3;-0.061205;0;0.5;intermediate;1;0
8981199;2007;2;m;2004;Large;1;2;1;20;80;7.8;13.4;29.3;-0.061205;0;0.5;intermediate;1;0
8981199;2008;2;m;2004;Large;1;0;0;20;80;7.8;13.4;29.3;-0.061205;0;0.5;intermediate;1;0
8981223;2006;1;m;2005;Large;1;0;0;20;82;7.8;13.9;28.2;-0.099471;0;0.5;intermediate;0;1
8981226;2006;1;m;2005;Large;1;2;0;19.6;81;7.8;13.3;32.7;0.061274;0;0.5;intermediate;1;0
8981327;2006;1;m;2005;Large;1;0;1;20.6;82;8.1;13.5;32.1;0.011494;0;1;selected;1;1
8981327;2008;2;m;2005;Large;1;0;0;20.6;82;8.1;13.5;32.1;0.011494;0;1;selected;1;1
8981331;2006;1;m;2005;Large;1;1;1;21;80;7.9;14;32;-0.003707;0;1;selected;1;1
8981331;2007;2;m;2005;Large;1;0;1;21;80;7.9;14;32;-0.003707;0;1;selected;1;1
8981331;2008;2;m;2005;Large;1;4;1;21;80;7.9;14;32;-0.003707;0;1;selected;1;1
8981331;2009;2;m;2005;Large;1;1;1;21;80;7.9;14;32;-0.003707;0;1;selected;1;1
8981341;2006;1;m;2005;Large;1;0;0;19.9;80;8.1;12.7;31.4;0.011164;0;1;selected;1;1
8981352;2007;2;m;2005;Large;1;0;0;19.6;80;7.9;13.6;31.7;0.030215;0;1;selected;1;1
8981354;2006;1;m;2005;Large;1;0;1;20.9;81;8;14.1;34.2;0.065781;0;1;selected;1;1
8981354;2007;2;m;2005;Large;1;0;0;20.9;81;8;14.1;34.2;0.065781;0;1;selected;1;1
8981358;2006;1;m;2005;Large;1;0;0;18.2;80;7.8;13.6;30.5;0.03818;0;1;selected;1;1
8981359;2006;1;m;2005;Large;1;2;1;20.5;82;7.9;14;31.7;0.002012;0;0;unselected;0;0
8981359;2007;2;m;2005;Large;1;2;1;20.5;82;7.9;14;31.7;0.002012;0;0;unselected;0;0
8981360;2006;1;m;2005;Large;1;1;1;20.7;81;8.1;14;31;-0.026417;0;0.5;intermediate;0;1
8981360;2008;2;m;2005;Large;1;3;1;20.7;81;8.1;14;31;-0.026417;0;0.5;intermediate;0;1
8981360;2009;2;m;2005;Large;1;0;1;20.7;81;8.1;14;31;-0.026417;0;0.5;intermediate;0;1
8L30151;2006;1;m;2005;Large;1;1;1;18.3;81;7.4;13;29.5;0.001402;0;0.5;intermediate;0;1
8L30151;2007;2;m;2005;Large;1;0;1;18.3;81;7.4;13;29.5;0.001402;0;0.5;intermediate;0;1
8L30151;2009;2;m;2005;Large;1;0;0;18.3;81;7.4;13;29.5;0.001402;0;0.5;intermediate;0;1
8L30154;2006;1;m;2005;Large;1;1;1;20.4;81;8.3;14.3;32.4;0.026925;0;1;selected;1;1
8L30154;2007;2;m;2005;Large;1;0;0;20.4;81;8.3;14.3;32.4;0.026925;0;1;selected;1;1
8L30156;2006;1;m;2005;Large;1;0;0;19.1;83;8.2;13.6;31.4;0.03694;0;0.5;intermediate;0;1
8L30602;2006;1;m;2005;Large;1;0;0;19.7;83;8.3;14;31.4;0.017509;0;0;unselected;0;0
8L30603;2006;1;m;2005;Large;1;1;1;19.7;80;8;14;29.5;-0.044908;0;0.5;intermediate;1;0
8L30603;2007;2;m;2005;Large;1;0;1;19.7;80;8;14;29.5;-0.044908;0;0.5;intermediate;1;0
8L30603;2008;2;m;2005;Large;1;1;0;19.7;80;8;14;29.5;-0.044908;0;0.5;intermediate;1;0
8L30605;2006;1;m;2005;Large;1;0;1;19;80;7.9;12.5;29.9;-0.008712;0;1;selected;1;1
8L30605;2008;2;m;2005;Large;1;0;0;19;80;7.9;12.5;29.9;-0.008712;0;1;selected;1;1
8L30606;2006;1;m;2005;Large;1;0;0;20.4;81;8.1;13.9;32;0.014503;0;1;selected;1;1
8L30608;2006;1;m;2005;Large;1;0;0;20;81;8.1;13.5;31.7;0.017524;0;0.5;intermediate;1;0
8L30899;2007;1;m;2006;Large;1;0;0;20.7;82;7.8;13.9;32.9;0.033069;0;0.75;other;0;0
8L47781;2008;1;m;2007;Large;1;4;0;20.7;81;8.2;14.1;29;-0.093108;0;0.75;intermediate;1;0
8L48735;2007;1;m;2006;Large;1;0;0;19.4;79;7.9;14.3;31.2;0.02076;0;0.25;other;0;0
8L48742;2007;1;m;2006;Large;1;0;1;21.4;80;8.1;13.5;33.1;0.018237;0;1;selected;1;1
8L48742;2008;2;m;2006;Large;1;0;0;21.4;80;8.1;13.5;33.1;0.018237;0;1;selected;1;1
8L48745;2007;1;m;2006;Large;1;0;1;20.6;83;8.2;13.4;31.3;-0.013744;0;1;selected;1;1
8L48745;2008;2;m;2006;Large;1;0;0;20.6;83;8.2;13.4;31.3;-0.013744;0;1;selected;1;1
8L48747;2007;1;m;2006;Large;1;0;0;19.5;82;8;13.5;31.1;0.01432;0;1;other;0;0
8L48750;2007;1;m;2006;Large;1;0;0;20.1;81;7.7;13.7;30.7;-0.017663;0;1;other;0;1
8L48752;2007;1;m;2006;Large;1;2;1;20.6;81;8.2;14.2;31.1;-0.020154;0;1;selected;1;1
8L48752;2008;2;m;2006;Large;1;1;0;20.6;81;8.2;14.2;31.1;-0.020154;0;1;selected;1;1
8L48754;2007;1;m;2006;Large;1;0;0;19.4;84;8.2;13.5;33.7;0.09784;0;0.5;other;0;0
8L48755;2007;1;m;2006;Large;1;0;0;19.9;80;7.9;14.6;32.8;0.054785;0;1;other;0;0
8L48756;2007;1;m;2006;Large;1;0;0;19.1;82;8.2;13.8;29;-0.042572;0;0.5;intermediate;1;0
8L48757;2007;1;m;2006;Large;1;0;1;20.1;82;8.2;13.6;31.2;-0.001508;0;1;selected;1;1
8L48757;2008;2;m;2006;Large;1;0;0;20.1;82;8.2;13.6;31.2;-0.001508;0;1;selected;1;1
8L48759;2007;1;m;2006;Large;1;1;1;19.5;79;8;13.9;31.2;0.01753;0;1;other;0;0
8L48759;2008;2;m;2006;Large;1;0;0;19.5;79;8;13.9;31.2;0.01753;0;1;other;0;0
8L48764;2007;1;m;2006;Large;1;0;0;20.8;84;8;13.2;35;0.091917;0;0.5;intermediate;1;0
8L48765;2007;1;m;2006;Large;1;0;0;20.3;81;7.6;13.7;29.1;-0.077408;0;0.5;intermediate;0;1
8L48768;2007;1;m;2006;Large;1;0;0;20.5;82;7.8;13.4;33.4;0.054251;0;1;selected;1;1
8L48777;2008;2;m;2006;Large;1;1;0;20.3;82;8.5;13.2;31.4;-0.001338;0;0.5;other;0;0
8L48781;2007;1;m;2006;Large;1;0;0;20.4;80;8.1;14.1;34.4;0.086824;0;0.75;intermediate;1;0
8L52343;2007;1;m;2006;Large;1;0;0;21.1;83;8;13.6;32.9;0.021045;0;0;unselected;0;0
8L52345;2007;1;m;2006;Large;1;0;0;20.4;84;8.1;14.4;34.2;0.080993;0;1;selected;1;1
8L52347;2007;1;m;2006;Large;1;0;0;20.4;84;7.7;14.2;34.8;0.098384;0;1;selected;1;1
8L52350;2007;1;m;2006;Large;1;1;1;19.9;81;8;13.3;31.3;0.007974;0;0.75;intermediate;1;0
8L52350;2008;2;m;2006;Large;1;1;1;19.9;81;8;13.3;31.3;0.007974;0;0.75;intermediate;1;0
8L52350;2009;2;m;2006;Large;1;0;1;19.9;81;8;13.3;31.3;0.007974;0;0.75;intermediate;1;0
8L52352;2007;1;m;2006;Large;1;2;0;19.8;80;8.2;13.7;34.2;0.099746;0;0.5;intermediate;0;1
8L52353;2007;1;m;2006;Large;1;1;1;21.2;80;7.4;13.1;31.1;-0.03819;0;0.5;intermediate;1;0
8L52353;2008;2;m;2006;Large;1;2;0;21.2;80;7.4;13.1;31.1;-0.03819;0;0.5;intermediate;1;0
8L52355;2007;1;m;2006;Large;1;0;1;20.3;82;7.9;14.7;30.5;-0.030419;0;1;selected;1;1
8L52355;2008;2;m;2006;Large;1;0;0;20.3;82;7.9;14.7;30.5;-0.030419;0;1;selected;1;1
8L52359;2007;1;m;2006;Large;1;0;0;20.5;80;8.4;14.3;32.7;0.03307;0;1;selected;1;1
8L52360;2007;1;m;2006;Large;1;3;0;20.6;79;8.1;13.9;31.1;-0.020154;0;0;unselected;0;0
8L52361;2007;1;m;2006;Large;1;0;0;20.3;82;8;13.9;30.6;-0.027146;0;0.75;other;0;0
8L52363;2007;1;m;2006;Large;1;0;0;20.8;83;8;14.1;31;-0.029444;0;1;selected;1;1
8L52366;2007;1;m;2006;Large;1;1;0;20.2;82;7.8;13.7;31.9;0.017562;0;0.5;other;0;0
8L52368;2007;1;m;2006;Large;1;0;0;19.2;84;8;13.8;29.2;-0.03898;0;0.5;other;0;0
8L52370;2007;1;m;2006;Large;1;0;0;20.7;83;8.3;13.9;32.2;0.011562;0;0.5;intermediate;0;1
8L52372;2007;1;m;2006;Large;1;2;1;20.9;79;8.2;13.7;31.5;-0.016457;0;1;selected;1;1
8L52372;2008;2;m;2006;Large;1;2;0;20.9;79;8.2;13.7;31.5;-0.016457;0;1;selected;1;1
8L52385;2007;1;m;2006;Large;1;0;0;20.4;81;7.5;14;36.1;0.13506;0;0.75;other;0;0
8L52389;2007;1;m;2006;Large;1;0;0;20.3;83;8.2;14.1;31.5;0.001842;0;1;other;0;0
8L52390;2007;1;m;2006;Large;1;0;0;18.9;82;7.7;14.2;32.5;0.077985;0;0.25;other;0;0
8L64001;2008;1;m;2007;Large;1;0;0;20.8;83;7.8;13.9;29.3;-0.085844;0;0.75;other;0;0
8L64004;2008;1;m;2007;Large;1;0;1;19.3;78;8;12.9;29.5;-0.032021;0;0.75;other;0;0
8L64004;2009;2;m;2007;Large;1;0;0;19.3;78;8;12.9;29.5;-0.032021;0;0.75;other;0;0
8L64009;2008;1;m;2007;Large;1;1;0;20.6;80;8.1;12.3;30;-0.056164;0;0.25;other;0;0
8L64016;2008;1;m;2007;Large;1;0;0;20;81;8.2;13.7;28.9;-0.074951;0;1;other;0;1
8L64018;2008;1;m;2007;Large;1;0;0;17.8;79;7.9;13.9;28.5;-0.015682;0;1;other;0;0
8L64019;2008;1;m;2007;Large;1;0;0;19.9;79;8.2;14;29.4;-0.054649;0;0.375;other;0;0
8L64020;2008;1;m;2007;Large;1;0;0;20;80;7.8;14.1;29;-0.071497;0;1;other;0;0
8L64021;2008;1;m;2007;Large;1;0;0;20;79;8;12.8;29.8;-0.044285;0;0;unselected;0;0
8L64025;2008;1;m;2007;Large;1;0;0;20.9;81;8.4;14.4;31.9;-0.003838;0;1;other;0;1
8L64030;2008;1;m;2007;Large;1;3;1;20.3;80;8.3;12.7;30.9;-0.01739;0;1;other;0;1
8L64030;2009;2;m;2007;Large;1;0;1;20.3;80;8.3;12.7;30.9;-0.01739;0;1;other;0;1
8L64033;2008;1;m;2007;Large;1;1;0;21;82;7.9;13.2;31.6;-0.016286;0;0.75;other;0;0
8L64034;2008;1;m;2007;Large;1;0;0;20.1;82;7.8;13.3;32.4;0.036232;0;1;selected;1;1
8L64037;2008;1;m;2007;Large;1;0;0;20.3;80;8.4;13.9;30;-0.046949;0;1;selected;1;1
8L64039;2008;1;m;2007;Large;1;0;0;21.2;81;8.2;13.8;29;-0.108102;0;1;selected;1;1
8L64040;2008;1;m;2007;Large;1;0;0;19.8;82;8;13.4;24.9;-0.217611;0;0.5;other;0;0
8L64042;2008;1;m;2007;Large;1;0;0;19.8;82;7.8;13.9;29.6;-0.044705;0;0.25;other;0;0
8L64046;2008;1;m;2007;Large;1;0;0;19.5;82;8.1;12.8;29.9;-0.02503;0;1;other;0;1
8L64048;2008;1;m;2007;Large;1;0;0;20.2;82;8.1;13.7;33.5;0.066502;0;0.25;other;0;0
8L64049;2008;1;m;2007;Large;1;2;1;21.1;82;8.3;13.9;31.6;-0.01927;0;0.5;intermediate;0;1
8L64049;2009;2;m;2007;Large;1;0;0;21.1;82;8.3;13.9;31.6;-0.01927;0;0.5;intermediate;0;1
8L64051;2008;1;m;2007;Large;1;0;0;18.3;78;7.8;12.7;28.9;-0.019147;0;1;other;0;0
8L64052;2008;1;m;2007;Large;1;0;1;19.9;82;8.1;13.8;32.3;0.039423;0;0;unselected;0;0
8L64052;2009;2;m;2007;Large;1;1;1;19.9;82;8.1;13.8;32.3;0.039423;0;0;unselected;0;0
8L64055;2008;1;m;2007;Large;1;2;1;20.2;82;8.1;14;33.6;0.069482;0;0.25;other;0;0
8L64055;2009;2;m;2007;Large;1;3;1;20.2;82;8.1;14;33.6;0.069482;0;0.25;other;0;0
8L64058;2008;1;m;2007;Large;1;0;1;20.3;82;8.3;14.1;32.6;0.036166;0;0.5;other;0;0
8L64058;2009;2;m;2007;Large;1;1;1;20.3;82;8.3;14.1;32.6;0.036166;0;0.5;other;0;0
8L64060;2008;1;m;2007;Large;1;1;1;20.7;83;7.7;12.9;29.1;-0.089666;0;0.3125;other;0;0
8L64060;2009;2;m;2007;Large;1;1;1;20.7;83;7.7;12.9;29.1;-0.089666;0;0.3125;other;0;0
8L64070;2008;1;m;2007;Large;1;1;1;20.8;82;8.5;14.3;30.7;-0.039169;0;1;selected;1;1
8L64070;2009;2;m;2007;Large;1;0;1;20.8;82;8.5;14.3;30.7;-0.039169;0;1;selected;1;1
8L64071;2008;1;m;2007;Large;1;1;1;20.7;81;7.9;12.7;31.7;-0.004087;0;1;selected;1;1
8L64071;2009;2;m;2007;Large;1;0;0;20.7;81;7.9;12.7;31.7;-0.004087;0;1;selected;1;1
8L64183;2009;1;m;2008;Large;1;1;1;21.6;82;8.3;13.4;33.4;0.021416;0;0.625;intermediate;0;1
8L64185;2009;1;m;2008;Large;1;4;1;21;81;8.2;13.8;32.5;0.011797;0;0.25;other;0;0
8L64186;2009;1;m;2008;Large;1;3;1;20.5;82;8.2;13.8;32.8;0.036124;0;0.75;other;0;0
8L64190;2009;1;m;2008;Large;1;0;0;19.2;81;8.4;13.6;30.7;0.011114;0;0.625;other;0;0
8L64192;2009;1;m;2008;Large;1;0;0;20.7;82;8.9;14.2;33.2;0.042146;0;0.75;other;0;0
8L64480;2009;1;m;2008;Large;1;0;0;20.3;81;7.5;12.6;29.6;-0.060372;0;0.5;other;0;0
8L64482;2009;1;m;2008;Large;1;1;0;20.6;81;7.9;13.4;33.8;0.063099;0;1;selected;1;1
8L64483;2009;1;m;2008;Large;1;0;0;20.4;79;7.5;12.9;33.2;0.051317;0;0;unselected;0;0
8L64485;2009;1;m;2008;Large;1;0;0;20.5;81;7.7;13.8;30.7;-0.030042;0;1;selected;1;1
8L64486;2009;1;m;2008;Large;1;0;0;20.9;81;8.1;14.1;33.5;0.045101;0;1;selected;1;1
8L64487;2009;1;m;2008;Large;1;1;0;20.5;82;8.1;13.6;31.9;0.008301;0;0.5;other;0;0
8L64488;2009;1;m;2008;Large;1;0;0;20.6;80;7.8;13.1;32.3;0.017705;0;1;other;0;0
8L64490;2009;1;m;2008;Large;1;0;1;19.7;80;7.9;12.7;31.1;0.007909;0;0.5;other;0;0
8L64491;2009;1;m;2008;Large;1;0;0;19.1;82;7.8;13.5;27.5;-0.095682;0;0.25;other;0;0
8L64499;2009;1;m;2008;Large;1;1;1;20.2;82;7.9;13.4;30.7;-0.020781;0;0.75;other;0;0
8L64867;2009;1;m;2008;Large;1;0;0;20;82;8;13.2;32;0.026943;0;0.5;other;0;0
8L64868;2009;1;m;2008;Large;1;0;0;21.4;83;8;13.1;31.6;-0.028139;0;0.5;other;0;0
8L64869;2009;1;m;2008;Large;1;0;1;20.5;79;8.1;14;31.1;-0.017097;0;0.75;other;0;0
8L64870;2009;1;m;2008;Large;1;0;0;21;81;8.1;13.9;29;-0.102147;0;0;unselected;0;0
8L64873;2009;1;m;2008;Large;1;1;1;20.4;83;8.1;14.5;29.6;-0.063459;0;0;unselected;0;0
8L64875;2009;1;m;2008;Large;1;0;1;20;80;8.1;14.8;32;0.026943;0;0.5;other;0;0
8L64876;2009;1;m;2008;Large;1;0;0;19.5;79;8;14.9;28;-0.090684;0;0;unselected;0;0
8L64877;2009;1;m;2008;Large;1;1;0;20.3;82;7.5;13.4;31.8;0.01132;0;0;unselected;0;0
8L64880;2009;1;m;2008;Large;1;0;1;20.5;82;8.4;13.7;31.4;-0.007497;0;0.5;intermediate;1;0
8L64881;2009;1;m;2008;Large;1;0;1;20.9;80;7.8;13;31.6;-0.013287;0;0.25;other;0;0
8L64882;2009;1;m;2008;Large;1;0;0;20.5;81;8.1;13.7;30.6;-0.033305;0;1;selected;1;1
8L64884;2009;1;m;2008;Large;1;0;0;19.9;82;7.7;12.9;28.6;-0.082237;0;0.6562;intermediate;1;0
8L64887;2009;1;m;2008;Large;1;0;0;19.7;81;8.1;13.7;28.5;-0.079394;0;0.75;other;0;0
8L64890;2009;1;m;2008;Large;1;4;1;19.3;80;7.8;13.3;29;-0.049116;0;0;unselected;0;0
8L64894;2009;1;m;2008;Large;1;0;1;21;83;8;13.6;30.4;-0.055;0;0.875;intermediate;1;0
8L64895;2009;1;m;2008;Large;1;0;1;19.9;81;8.1;13.5;31.7;0.020673;0;0.8125;other;0;0
8L64897;2009;1;m;2008;Large;1;0;1;19.4;78;8;13;29.9;-0.0218;0;0.8125;other;0;0
8L64898;2009;1;m;2008;Large;1;0;0;19.9;80;7.8;14.5;34.6;0.10821;0;0.375;other;0;0
8L64900;2009;1;m;2008;Large;1;0;0;20.1;83;7.8;13.2;29.9;-0.044068;0;0.3125;other;0;0
8L89167;2009;1;m;2008;Large;1;0;0;20;84;8.1;13.3;31.2;0.001625;0;0;unselected;0;0
8L89475;2009;1;m;2008;Large;1;3;1;20.7;78;7.5;13.1;30.4;-0.045961;0;0;unselected;0;0
8L89476;2009;1;m;2008;Large;1;0;1;19.2;81;8;13.3;29.6;-0.025374;0;0.5;other;0;0
8L89477;2009;1;m;2008;Large;1;1;0;19.4;81;8.3;13.6;34;0.106702;0;0;unselected;0;0
8L89480;2009;1;m;2008;Large;1;1;1;20.6;80;7.8;13.7;31;-0.023375;0;0.5;other;0;0
8L89481;2009;1;m;2008;Large;1;0;1;20.2;80;8;13.3;30.6;-0.024044;0;0;unselected;0;0
8L89485;2009;1;m;2008;Large;1;3;0;19.9;82;8.1;13;32.6;0.048668;0;0.8125;other;0;0
8L89486;2009;1;m;2008;Large;1;2;1;21;80;8.3;13.7;33;0.027064;0;0.5625;other;0;0
8L89487;2009;1;m;2008;Large;1;1;0;20.9;80;8.2;13.8;35;0.088904;0;0;unselected;0;0
8L89488;2009;1;m;2008;Large;1;1;1;20.5;81;8;13.6;31.6;-0.001148;0;1;selected;1;1
8L89493;2009;1;m;2008;Large;1;0;1;18.3;79;7.3;12.4;26.6;-0.102078;0;1;other;0;1
8L89496;2009;1;m;2008;Large;1;1;1;21.9;83;8.3;13.7;34.4;0.042251;0;0.375;other;0;0
8L89497;2009;1;m;2008;Large;1;0;1;20.9;83;8;12.9;31.1;-0.029237;0;0;unselected;0;0
8L89767;2009;1;m;2008;Large;1;0;0;19.9;80;8.2;13.5;35;0.119704;0;0.25;other;0;0
8747860;2003;2;f;2000;Small;1;4;1;17.9;78;8;13.7;28.6;-0.037552;1;0;unselected;0;0
8747860;2004;2;f;2000;Small;1;0;0;17.9;78;8;13.7;28.6;-0.037552;1;0;unselected;0;0
8800624;2002;2;f;2000;Small;0;0;0;20.4;84;8.7;14.5;33.4;0.057558;0;0;unselected;0;0
8800626;2002;2;f;2000;Small;0;0;0;20.2;80;8.2;13.4;31.1;-0.009265;0;0;unselected;0;0
8800627;2002;2;f;2000;Small;1;3;1;18.3;80;8;12.5;29.4;-0.020114;1;0;unselected;0;0
8800627;2003;2;f;2000;Small;1;1;1;18.3;80;8;12.5;29.4;-0.020114;1;0;unselected;0;0
8800627;2004;2;f;2000;Small;1;4;1;18.3;80;8;12.5;29.4;-0.020114;1;0;unselected;0;0
8800627;2005;2;f;2000;Small;1;0;0;18.3;80;8;12.5;29.4;-0.020114;1;0;unselected;0;0
8800630;2002;2;f;2000;Small;0;0;0;20;79;8.1;14;28.7;-0.085006;0;0;unselected;0;0
8800631;2002;2;f;2000;Small;0;0;0;20.7;78;8.2;13.8;30.8;-0.030187;0;0;unselected;0;0
8800632;2002;2;f;2000;Small;0;0;0;19.8;80;8.4;13.8;31.4;0.00952;0;0;unselected;0;0
8800638;2002;1;f;2001;Small;0;0;0;19.5;81;8.2;13.9;30.6;-0.009276;0;0;unselected;0;0
8800640;2002;2;f;2000;Small;1;0;0;19;78;8;13.2;29.7;-0.0272;1;0;unselected;0;0
8800644;2002;2;f;2000;Small;1;0;0;18.9;80;8.6;13.7;27.6;-0.098108;1;0;unselected;0;0
8800646;2002;1;f;2001;Small;1;3;0;19;82;8;13.8;29.6;-0.030573;1;0;unselected;0;0
8800648;2002;2;f;2000;Small;0;0;0;19.2;78;8;13.8;31.5;0.026831;0;0;unselected;0;0
8800650;2002;2;f;2000;Small;0;0;0;20.1;77;8.2;13.9;30.1;-0.039669;0;0;unselected;0;0
8800652;2002;2;f;2000;Small;0;0;0;20;79;8.4;14.4;33.3;0.063654;0;0;unselected;0;0
8800655;2002;2;f;2000;Small;0;0;0;19.6;77;8.1;14.1;29.1;-0.061887;0;0;unselected;0;0
8800656;2002;2;f;2000;Small;0;0;0;19.7;82;8;13.7;32.2;0.037004;0;0;unselected;0;0
8800657;2002;2;f;2000;Small;1;7;1;19.1;81;8;12.6;28.8;-0.060383;1;0;unselected;0;0
8800672;2003;2;f;2000;Small;0;0;0;19.3;80;8.3;13.6;27;-0.129705;0;0;unselected;0;0
8800777;2002;1;f;2001;Small;1;1;1;18.2;75;8;14.1;25.4;-0.163843;1;0;unselected;0;0
8800777;2003;2;f;2001;Small;0;0;0;18.2;75;8;14.1;25.4;-0.163843;0;0;unselected;0;0
8800778;2002;1;f;2001;Small;0;0;0;19.4;82;8;13.6;29.7;-0.036768;0;0;unselected;0;0
8800784;2002;2;f;2000;Small;0;0;0;19.4;78;8.1;13.2;28.9;-0.064074;0;0;unselected;0;0
8800785;2002;2;f;2000;Small;1;0;1;19;80;8.3;14.4;28.5;-0.068443;1;0;unselected;0;0
8800787;2002;2;f;2000;Small;0;0;0;20;81;8;13.2;30.1;-0.037378;0;0;unselected;0;0
8800788;2002;2;f;2000;Small;0;0;0;19.8;79;8.1;14;29.2;-0.063119;0;0;unselected;0;0
8800793;2002;1;f;2001;Small;0;0;0;19.7;81;7.9;13.7;34.1;0.094335;0;0;unselected;0;0
8800794;2002;2;f;2000;Small;1;2;1;18.7;80;8.2;13;31.8;0.048428;1;0;unselected;0;0
8800794;2003;2;f;2000;Small;1;0;1;18.7;80;8.2;13;31.8;0.048428;1;0;unselected;0;0
8800794;2004;2;f;2000;Small;1;0;1;18.7;80;8.2;13;31.8;0.048428;1;0;unselected;0;0
8800794;2005;2;f;2000;Small;1;0;0;18.7;80;8.2;13;31.8;0.048428;1;0;unselected;0;0
8800905;2002;2;f;2000;Small;0;0;0;19.4;80;7.8;12.7;28.5;-0.078011;0;0;unselected;0;0
8800907;2002;2;f;2000;Small;0;0;0;19.5;78;8.3;14.8;30;-0.029079;0;0;unselected;0;0
8800908;2002;2;f;2000;Small;0;0;0;19.8;82;8.3;14.1;28.7;-0.080391;0;0;unselected;0;0
8800915;2002;2;f;2000;Small;0;0;0;19.7;79;8.2;13.5;30.7;-0.0107;0;0;unselected;0;0
8800916;2002;2;f;2000;Small;0;0;0;18.9;80;8;13.5;28.7;-0.059027;0;0;unselected;0;0
8800951;2002;2;f;2000;Small;1;7;1;19.1;78;7.9;14;29.1;-0.05002;1;0;unselected;0;0
8800951;2003;2;f;2000;Small;1;1;1;19.1;78;7.9;14;29.1;-0.05002;1;0;unselected;0;0
8800951;2005;2;f;2000;Small;0;0;0;19.1;78;7.9;14;29.1;-0.05002;0;0;unselected;0;0
8800952;2002;2;f;2000;Small;1;1;1;18.5;75;7.7;13.5;30.1;-0.001575;1;0;unselected;0;0
8800952;2003;2;f;2000;Small;1;6;0;18.5;75;7.7;13.5;30.1;-0.001575;1;0;unselected;0;0
8800961;2002;2;f;2000;Small;0;0;0;19.6;81;8.2;14.3;32.3;0.042442;0;0;unselected;0;0
8800971;2002;2;f;2000;Small;1;0;0;18.9;79;8.2;13.5;28.9;-0.052082;1;0;unselected;0;0
8800981;2002;1;f;2001;Small;0;0;0;19.8;77;7.8;12.8;26.9;-0.145162;0;0;unselected;0;0
8800987;2002;2;f;2000;Small;1;4;1;20;80;8.4;13.9;30.7;-0.017641;1;0;unselected;0;0
8800987;2003;2;f;2000;Small;0;0;0;20;80;8.4;13.9;30.7;-0.017641;0;0;unselected;0;0
8800989;2002;2;f;2000;Small;1;3;1;18.7;78;8.5;13.9;31;0.022949;1;0;unselected;0;0
8800989;2003;2;f;2000;Small;1;1;1;18.7;78;8.5;13.9;31;0.022949;1;0;unselected;0;0
8800989;2004;2;f;2000;Small;1;0;0;18.7;78;8.5;13.9;31;0.022949;1;0;unselected;0;0
8800997;2002;2;f;2000;Small;0;0;0;20.6;80;8.6;14.5;31.7;0.000839;0;0;unselected;0;0
