ringnr;year;age;sex;birth_year;group;stay;recruits;survival;tars;wing;bill_d;bill_l;mass;cond;selected;selection_status;selection_status_cat2;selected_mother;selected_father
8904582;2006;2;f;2002;Large;1;7;1;20.4;78;8.2;14.5;32;0.019452;1;1;selected;1;1
8904582;2008;2;f;2002;Large;1;1;1;20.4;78;8.2;14.5;32;0.019452;1;1;selected;1;1
8904582;2009;2;f;2002;Large;1;0;0;20.4;78;8.2;14.5;32;0.019452;1;1;selected;1;1
8904584;2003;1;f;2002;Large;0;0;0;18;79;8;12.9;31.1;0.070086;0;0;unselected;0;0
8904585;2003;1;f;2002;Large;0;0;0;19.8;80;7.7;13.2;30;-0.026206;0;1;selected;1;1
8904587;2003;1;f;2002;Large;0;0;0;19.5;77;7.9;13.2;30.4;-0.003304;0;0.5;intermediate;0;1
8904588;2003;1;f;2002;Large;0;0;0;19.3;76;8.1;13.9;29.4;-0.030232;0;0;unselected;0;0
8904803;2003;1;f;2002;Large;0;0;0;18.7;81;7.7;13.4;28.7;-0.034355;0;0;unselected;0;0
8934013;2005;2;f;2003;Large;0;0;0;19.5;80;7.8;13.5;32.2;0.05422;0;0;unselected;0;0
8934016;2004;1;f;2003;Large;0;0;0;19.4;78;7.5;13.2;31.9;0.048111;0;0.5;intermediate;1;0
8934018;2004;1;f;2003;Large;0;0;0;19.4;79;8.1;13.4;29.5;-0.030105;0;1;selected;1;1
8934050;2004;1;f;2003;Large;0;0;0;19;79;8.1;13.8;28.1;-0.065548;0;1;selected;1;1
8934052;2004;1;f;2003;Large;0;0;0;19.8;76;7.7;13.3;31.8;0.032063;0;0.5;intermediate;1;0
8934053;2004;1;f;2003;Large;0;0;0;18.9;76;8.4;13.5;29.3;-0.020393;0;1;other;0;1
8934055;2004;1;f;2003;Large;1;1;1;20.4;79;8.3;14.2;31.1;-0.009076;1;0.5;intermediate;1;0
8934055;2005;2;f;2003;Large;1;0;1;20.4;79;8.3;14.2;31.1;-0.009076;1;0.5;intermediate;1;0
8934055;2006;2;f;2003;Large;1;4;1;20.4;79;8.3;14.2;31.1;-0.009076;1;0.5;intermediate;1;0
8934055;2007;2;f;2003;Large;1;0;0;20.4;79;8.3;14.2;31.1;-0.009076;1;0.5;intermediate;1;0
8934122;2004;2;f;2002;Large;0;0;0;18.1;77;7.8;14.2;28.6;-0.017219;0;0;unselected;0;0
8934159;2004;1;f;2003;Large;1;2;1;21.4;79;8.4;13.9;30.3;-0.065404;1;1;selected;1;1
8934159;2005;2;f;2003;Large;1;0;0;21.4;79;8.4;13.9;30.3;-0.065404;1;1;selected;1;1
8934182;2004;1;f;2003;Large;0;0;0;19.6;76;7.8;13.5;30.5;-0.003255;0;0;unselected;0;0
8934184;2004;2;f;2002;Large;0;0;0;19.7;80;8.2;13.9;32.5;0.05704;0;0.5;intermediate;0;1
8934290;2004;1;f;2003;Large;1;1;0;19.9;79;8;14;29.7;-0.039442;1;0.25;other;0;0
8934291;2004;1;f;2003;Large;1;0;0;19.9;79;8.3;13.3;32.2;0.041377;1;0;unselected;0;0
8934292;2004;1;f;2003;Large;1;0;1;20.1;79;7.7;13.3;29.1;-0.066176;1;0.5;other;0;0
8934292;2005;2;f;2003;Large;0;0;0;20.1;79;7.7;13.3;29.1;-0.066176;0;0.5;other;0;0
8934295;2004;1;f;2003;Large;1;1;0;20.3;76;7.8;13.1;30.2;-0.035334;1;1;selected;1;1
8934297;2004;1;f;2003;Large;0;0;0;20;79;7.7;14.3;30.6;-0.01276;0;0;unselected;0;0
8934299;2004;1;f;2003;Large;0;0;0;19.5;77;7.7;12.9;31;0.01624;0;0;unselected;0;0
8939012;2005;1;f;2004;Large;0;0;0;19.7;79;8.1;13.9;31.3;0.019418;0;0.5;intermediate;0;1
8939014;2005;1;f;2004;Large;0;0;0;19.9;77;8;13.4;31.8;0.028877;0;0.5;intermediate;1;0
8939018;2005;1;f;2004;Large;0;0;0;19.4;79;8.2;13.6;33;0.082013;0;0;unselected;0;0
8939019;2005;2;f;2003;Large;0;0;0;18.4;79;8.2;13.4;31.6;0.072134;0;0.5;intermediate;0;1
8939202;2006;2;f;2004;Large;1;2;0;19.7;78;8.1;13.5;29.2;-0.050032;0;0;unselected;0;0
8939205;2005;1;f;2004;Large;1;0;0;20.4;82;8.1;13.7;33.7;0.071214;1;1;selected;1;1
8939238;2005;1;f;2004;Large;0;0;0;19.9;79;8.2;14.2;33.9;0.092826;0;0;unselected;0;0
8939244;2005;1;f;2004;Large;0;0;0;18.4;77;7.6;13.6;29.6;0.006751;0;0.5;intermediate;0;1
8939245;2005;1;f;2004;Large;0;0;0;19.5;77;7.7;14.1;32;0.047989;0;0.625;intermediate;1;0
8939246;2005;1;f;2004;Large;0;0;0;19.6;77;7.8;13.5;29.3;-0.043394;0;1;selected;1;1
8939247;2005;1;f;2004;Large;0;0;0;19.2;81;8.2;14.4;31.2;0.032477;0;0;unselected;0;0
8939248;2005;1;f;2004;Large;0;0;0;19.3;77;7.6;13.5;29.4;-0.030232;0;0.5;intermediate;0;1
8939250;2005;1;f;2004;Large;0;0;0;19.2;79;8;13.4;30.1;-0.003416;0;1;other;1;0
8939252;2005;1;f;2004;Large;0;0;0;19.8;76;8;13.9;30.5;-0.009676;0;0;unselected;0;0
8939255;2005;1;f;2004;Large;0;0;0;19.5;75;7.8;13.4;28.3;-0.074885;0;0.5;other;0;0
8939256;2005;1;f;2004;Large;0;0;0;19.6;79;8;13.1;29.5;-0.036592;0;0;unselected;0;0
8939264;2005;1;f;2004;Large;1;0;0;20.9;81;8.3;14.3;29.1;-0.090861;1;1;selected;1;1
8939685;2005;1;f;2004;Large;0;0;0;19.1;77;8.1;13.4;32.9;0.088835;0;1;selected;1;1
8939686;2005;1;f;2004;Large;0;0;0;20;80;8;13.2;32.6;0.050553;0;1;selected;1;1
8939689;2005;1;f;2004;Large;1;0;0;20.4;79;8.2;13.3;31.9;0.016322;1;1;selected;1;1
8939696;2005;1;f;2004;Large;1;0;1;20.2;82;8.1;13.3;31.3;0.003565;1;0.5;intermediate;1;0
8939696;2006;2;f;2004;Large;1;1;0;20.2;82;8.1;13.3;31.3;0.003565;1;0.5;intermediate;1;0
8939903;2005;1;f;2004;Large;1;1;0;20.1;77;8.4;14.1;32.2;0.035052;1;0.5;intermediate;0;1
8939911;2005;1;f;2004;Large;0;0;0;20;81;8.4;13.7;33.8;0.086701;0;0;unselected;0;0
8939914;2005;1;f;2004;Large;0;0;0;19.6;78;8.2;14.2;30.3;-0.009834;0;0;unselected;0;0
8939915;2005;1;f;2004;Large;1;2;1;20.1;78;7.8;13.1;32.1;0.031942;1;0.5;intermediate;1;0
8939915;2006;2;f;2004;Large;1;1;1;20.1;78;7.8;13.1;32.1;0.031942;1;0.5;intermediate;1;0
8939915;2007;2;f;2004;Large;1;1;1;20.1;78;7.8;13.1;32.1;0.031942;1;0.5;intermediate;1;0
8939915;2008;2;f;2004;Large;1;1;1;20.1;78;7.8;13.1;32.1;0.031942;1;0.5;intermediate;1;0
8939915;2009;2;f;2004;Large;1;0;0;20.1;78;7.8;13.1;32.1;0.031942;1;0.5;intermediate;1;0
8939916;2005;1;f;2004;Large;1;0;1;21.2;78;8.4;14.5;33.6;0.043913;1;1;selected;1;1
8939916;2006;2;f;2004;Large;1;2;1;21.2;78;8.4;14.5;33.6;0.043913;1;1;selected;1;1
8939916;2007;2;f;2004;Large;1;0;1;21.2;78;8.4;14.5;33.6;0.043913;1;1;selected;1;1
8939916;2008;2;f;2004;Large;1;0;0;21.2;78;8.4;14.5;33.6;0.043913;1;1;selected;1;1
8939918;2005;1;f;2004;Large;0;0;0;19.3;78;7.8;13.4;29.4;-0.030232;0;0;unselected;0;0
8939923;2005;1;f;2004;Large;0;0;0;19.4;80;7.9;14.3;29.2;-0.040326;0;1;selected;1;1
8939928;2005;1;f;2004;Large;0;0;0;18.1;77;7.7;13.4;32.1;0.09823;0;0.5;intermediate;1;0
8939931;2005;1;f;2004;Large;1;2;1;20.4;79;8.2;13.5;31;-0.012297;1;0.5;intermediate;0;1
8939931;2006;2;f;2004;Large;1;3;0;20.4;79;8.2;13.5;31;-0.012297;1;0.5;intermediate;0;1
8939934;2005;1;f;2004;Large;0;0;0;19.6;78;8.1;13.5;33.3;0.084576;0;0.5;intermediate;1;0
8939937;2005;1;f;2004;Large;0;0;0;19.2;76;7.9;13.5;32;0.057795;0;0;unselected;0;0
8939939;2005;1;f;2004;Large;1;0;0;20.6;82;8.6;14.7;35;0.102893;1;0.5;intermediate;0;1
8939941;2005;1;f;2004;Large;1;1;1;20.7;80;8;14.6;30.9;-0.024761;1;1;selected;1;1
8939941;2006;2;f;2004;Large;1;0;0;20.7;80;8;14.6;30.9;-0.024761;1;1;selected;1;1
8939943;2005;1;f;2004;Large;1;0;0;20.6;81;9.2;14.5;36;0.131064;1;1;selected;1;1
8943268;2004;1;f;2003;Large;0;0;0;19.9;79;8.3;13.4;29.4;-0.049595;0;1;selected;1;1
8943271;2004;1;f;2003;Large;0;0;0;18;79;8;13;29.8;0.027386;0;0.5;other;0;0
8943274;2004;1;f;2003;Large;0;0;0;19.3;76;7.9;13.5;29;-0.043931;0;0;unselected;0;0
8943277;2004;1;f;2003;Large;0;0;0;19.4;77;8.6;13.8;30.6;0.006505;0;0.5;intermediate;1;0
8943278;2004;1;f;2003;Large;0;0;0;18.3;76;7.8;13.8;26.9;-0.08545;0;0.25;other;0;0
8943279;2004;1;f;2003;Large;0;0;0;19.6;79;7.8;13.4;32.5;0.060258;0;0;unselected;0;0
8943281;2004;1;f;2003;Large;1;0;0;20.2;78;7.9;13.7;30.7;-0.01579;1;0.5;intermediate;1;0
8943291;2004;1;f;2003;Large;0;0;0;19.6;77;8.2;13.8;30.4;-0.006539;0;0.5;intermediate;0;1
8943294;2004;1;f;2003;Large;1;0;0;20.4;77;7.7;13.6;29.5;-0.061894;1;0;unselected;0;0
8943297;2004;1;f;2003;Large;0;0;0;18.9;79;8.2;14;30.5;0.019746;0;0;unselected;0;0
8943298;2004;1;f;2003;Large;1;0;0;19.9;78;7.9;12.2;31.9;0.032017;1;0.5;intermediate;0;1
8943299;2004;1;f;2003;Large;0;0;0;19.3;80;8;13.6;29.3;-0.033639;0;1;selected;1;1
8943302;2005;2;f;2003;Large;0;0;0;20.1;79;7.9;13.7;34.5;0.104045;0;0;unselected;0;0
8943304;2005;1;f;2004;Large;0;0;0;19.6;79;8.1;13.3;30.5;-0.003255;0;0.5;intermediate;1;0
8943317;2005;1;f;2004;Large;0;0;0;19;78;7.7;13.1;28;-0.069113;0;0.5;intermediate;0;1
8943335;2005;1;f;2004;Large;1;0;0;20.4;79;8.3;13.6;33;0.050223;1;0.5;intermediate;0;1
8943338;2005;2;f;2003;Large;0;0;0;19.2;77;7.5;13.3;31.8;0.051525;0;0.25;other;0;0
8943339;2005;1;f;2004;Large;1;1;1;20.2;81;7.8;13.4;30.4;-0.02561;1;0;unselected;0;0
8943339;2006;2;f;2004;Large;1;0;1;20.2;81;7.8;13.4;30.4;-0.02561;1;0;unselected;0;0
8943339;2007;2;f;2004;Large;1;0;0;20.2;81;7.8;13.4;30.4;-0.02561;1;0;unselected;0;0
8943341;2005;1;f;2004;Large;0;0;0;20.1;80;7.5;13.4;32.4;0.041244;0;0;unselected;0;0
8943345;2005;1;f;2004;Large;1;2;1;20.7;79;8.2;13.7;34.2;0.076708;1;1;selected;1;1
8943345;2007;2;f;2004;Large;1;1;1;20.7;79;8.2;13.7;34.2;0.076708;1;1;selected;1;1
8943345;2008;2;f;2004;Large;1;6;1;20.7;79;8.2;13.7;34.2;0.076708;1;1;selected;1;1
8943351;2005;2;f;2003;Large;0;0;0;19.1;77;8.1;13.6;31.5;0.045349;0;0;unselected;0;0
8943354;2005;1;f;2004;Large;1;0;0;20.4;79;8.3;14;33.5;0.065261;1;0.5;intermediate;1;0
8943356;2005;1;f;2004;Large;1;0;0;20.3;79;8.2;13.4;38.4;0.204881;1;1;selected;1;1
8943505;2005;1;f;2004;Large;0;0;0;18.8;79;8.2;14;28.9;-0.030784;0;0;unselected;0;0
8943507;2005;1;f;2004;Large;0;0;0;19.7;77;8.1;13.3;32.5;0.05704;0;0.5;intermediate;0;1
8943511;2005;1;f;2004;Large;0;0;0;19.7;79;8.5;13.7;32.2;0.047766;0;0;unselected;0;0
8943512;2005;1;f;2004;Large;0;0;0;18.9;82;8.1;13.6;32.2;0.073986;0;0.5;intermediate;1;0
8943513;2005;1;f;2004;Large;1;0;0;20.2;81;8.8;13.3;34.4;0.098004;1;0;unselected;0;0
8943514;2005;1;f;2004;Large;0;0;0;19.8;80;8;13.6;29.8;-0.032895;0;0.5;intermediate;0;1
8943515;2005;1;f;2004;Large;1;1;1;20.8;79;8.1;13.9;33.6;0.055961;1;0.5;other;0;0
8943515;2006;2;f;2004;Large;1;2;1;20.8;79;8.1;13.9;33.6;0.055961;1;0.5;other;0;0
8943515;2007;2;f;2004;Large;1;0;1;20.8;79;8.1;13.9;33.6;0.055961;1;0.5;other;0;0
8943515;2009;2;f;2004;Large;1;0;0;20.8;79;8.1;13.9;33.6;0.055961;1;0.5;other;0;0
8943516;2005;1;f;2004;Large;0;0;0;18.3;74;7.9;13.3;33.8;0.142884;0;0.75;intermediate;1;0
8943517;2005;1;f;2004;Large;0;0;0;19.2;80;8.5;13.8;32.7;0.079434;0;0;unselected;0;0
8943518;2005;1;f;2004;Large;0;0;0;20.1;77;8;14.1;33.8;0.083547;0;0.5;intermediate;0;1
8943520;2005;1;f;2004;Large;0;0;0;20;81;8.5;13.6;35.6;0.138586;0;0;unselected;0;0
8943521;2005;1;f;2004;Large;0;0;0;18.7;79;7.9;12.9;32.9;0.102221;0;0.625;intermediate;0;1
8943522;2005;1;f;2004;Large;1;0;0;20.5;81;8.1;13.9;35.3;0.114506;1;1;selected;1;1
8943524;2005;1;f;2004;Large;0;0;0;19.4;78;8.2;13.1;33.6;0.100031;0;0;unselected;0;0
8943527;2005;1;f;2004;Large;0;0;0;19.8;80;8.1;13.6;30.8;0.000112;0;0.75;intermediate;1;0
8943530;2005;1;f;2004;Large;0;0;0;19.6;77;8.5;14.1;32.4;0.057177;0;1;selected;1;1
8943531;2005;1;f;2004;Large;0;0;0;19.5;79;8;14.1;32.3;0.05732;0;0.5;intermediate;1;0
8943532;2005;1;f;2004;Large;0;0;0;18.8;77;7.9;13.4;31.6;0.058532;0;0.75;other;0;0
8943533;2005;1;f;2004;Large;0;0;0;15.8;79;8.9;13.7;30.1;0.119853;0;0.5;intermediate;1;0
8943537;2005;1;f;2004;Large;1;1;1;21.1;79;8.3;13.8;34.7;0.079117;1;0;unselected;0;0
8943537;2006;2;f;2004;Large;1;1;0;21.1;79;8.3;13.8;34.7;0.079117;1;0;unselected;0;0
8943704;2007;2;f;2003;Large;1;2;0;20;79;8.1;13.9;35.4;0.132952;0;0;unselected;0;0
8943708;2004;1;f;2003;Large;1;3;1;20;79;8.3;14.1;31;0.000228;1;1;selected;1;1
8943708;2005;2;f;2003;Large;1;0;0;20;79;8.3;14.1;31;0.000228;1;1;selected;1;1
8943713;2004;1;f;2003;Large;0;0;0;18.9;78;7.9;13.8;29.8;-0.003472;0;0.5;intermediate;1;0
8943718;2005;2;f;2003;Large;0;0;0;19.3;80;8.2;14.5;34.6;0.132627;0;0;unselected;0;0
8943723;2004;1;f;2003;Large;0;0;0;19.7;78;7.8;13.4;28.5;-0.074296;0;1;selected;1;1
8981092;2006;1;f;2005;Large;1;1;1;20.2;78;8.4;13.8;30.3;-0.028905;0;1;selected;1;1
8981092;2007;2;f;2005;Large;1;0;1;20.2;78;8.4;13.8;30.3;-0.028905;0;1;selected;1;1
8981092;2008;2;f;2005;Large;1;1;0;20.2;78;8.4;13.8;30.3;-0.028905;0;1;selected;1;1
8981093;2006;1;f;2005;Large;1;0;0;16.7;79;8.2;14.2;30.1;0.084815;0;0;unselected;0;0
8981094;2006;1;f;2005;Large;1;0;1;21;79;8.2;13.9;32.7;0.022757;0;0.5;intermediate;0;1
8981094;2007;2;f;2005;Large;1;0;0;21;79;8.2;13.9;32.7;0.022757;0;0.5;intermediate;0;1
8981095;2006;1;f;2005;Large;1;1;1;19;80;7.9;13;31.9;0.061288;0;1;selected;1;1
8981095;2007;2;f;2005;Large;1;0;0;19;80;7.9;13;31.9;0.061288;0;1;selected;1;1
8981096;2006;1;f;2005;Large;1;1;1;19.9;78;8.2;13.4;33.4;0.077967;0;1;selected;1;1
8981096;2007;2;f;2005;Large;1;0;1;19.9;78;8.2;13.4;33.4;0.077967;0;1;selected;1;1
8981096;2008;2;f;2005;Large;1;0;0;19.9;78;8.2;13.4;33.4;0.077967;0;1;selected;1;1
8981122;2006;1;f;2005;Large;1;1;1;21;79;8;14.8;30.8;-0.037103;0;0.75;intermediate;1;0
8981122;2007;2;f;2005;Large;1;0;0;21;79;8;14.8;30.8;-0.037103;0;0.75;intermediate;1;0
8981147;2006;1;f;2005;Large;1;0;1;20.1;80;7.9;13.6;33.8;0.083547;0;1;selected;1;1
8981147;2007;2;f;2005;Large;1;0;0;20.1;80;7.9;13.6;33.8;0.083547;0;1;selected;1;1
8981148;2006;1;f;2005;Large;1;0;0;19.8;80;7.8;13.3;30.7;-0.00314;0;0.5;intermediate;0;1
8981170;2006;1;f;2005;Large;1;0;0;18.5;76;7.9;13.2;31.1;0.052757;0;0;unselected;0;0
8981220;2006;1;f;2005;Large;1;1;1;19.4;79;8.3;14.1;30.3;-0.003347;0;1;selected;1;1
8981220;2007;2;f;2005;Large;1;1;1;19.4;79;8.3;14.1;30.3;-0.003347;0;1;selected;1;1
8981220;2008;2;f;2005;Large;1;3;1;19.4;79;8.3;14.1;30.3;-0.003347;0;1;selected;1;1
8981220;2009;2;f;2005;Large;1;0;1;19.4;79;8.3;14.1;30.3;-0.003347;0;1;selected;1;1
8981221;2006;1;f;2005;Large;1;1;0;20.1;80;8;13.5;32.1;0.031942;0;1;selected;1;1
8981224;2007;2;f;2004;Large;1;0;0;21.1;81;8.4;13.6;31;-0.033635;0;1;selected;1;1
8981336;2006;1;f;2005;Large;1;2;1;20.6;77;7.7;12.8;31.9;0.010151;0;1;selected;1;1
8981336;2007;2;f;2005;Large;1;3;1;20.6;77;7.7;12.8;31.9;0.010151;0;1;selected;1;1
8981336;2008;2;f;2005;Large;1;1;1;20.6;77;7.7;12.8;31.9;0.010151;0;1;selected;1;1
8981336;2009;2;f;2005;Large;1;0;1;20.6;77;7.7;12.8;31.9;0.010151;0;1;selected;1;1
8981337;2006;1;f;2005;Large;1;0;0;20.1;80;7.3;12.9;30.3;-0.025766;0;1;selected;1;1
8981342;2006;1;f;2005;Large;1;0;0;21.7;81;8.4;14.1;35.6;0.086989;0;1;selected;1;1
8981343;2006;1;f;2005;Large;1;3;0;20.8;78;8;13.7;29.9;-0.060707;0;1;selected;1;1
8981345;2006;1;f;2005;Large;1;0;1;21;80;7.7;14.5;30;-0.06342;0;0.5;intermediate;1;0
8981345;2007;2;f;2005;Large;1;0;1;21;80;7.7;14.5;30;-0.06342;0;0.5;intermediate;1;0
8981345;2008;2;f;2005;Large;1;0;0;21;80;7.7;14.5;30;-0.06342;0;0.5;intermediate;1;0
8981346;2006;1;f;2005;Large;1;1;1;20.2;78;7.8;14;31.6;0.013104;0;1;selected;1;1
8981346;2007;2;f;2005;Large;1;0;0;20.2;78;7.8;14;31.6;0.013104;0;1;selected;1;1
8981350;2006;1;f;2005;Large;1;2;0;20.4;81;7.6;13.5;30.7;-0.022021;0;1;selected;1;1
8L30149;2006;1;f;2005;Large;1;2;1;19.9;80;7.9;13.9;31.2;0.009829;0;0;unselected;0;0
8L30149;2007;2;f;2005;Large;1;0;0;19.9;80;7.9;13.9;31.2;0.009829;0;0;unselected;0;0
8L30150;2006;1;f;2005;Large;1;0;0;18.2;78;7.8;11.8;30.6;0.046889;0;1;selected;1;1
8L30152;2006;1;f;2005;Large;1;2;1;19.9;77;7.9;12.9;29.4;-0.049595;0;0;unselected;0;0
8L30152;2007;2;f;2005;Large;1;1;1;19.9;77;7.9;12.9;29.4;-0.049595;0;0;unselected;0;0
8L30152;2008;2;f;2005;Large;1;0;0;19.9;77;7.9;12.9;29.4;-0.049595;0;0;unselected;0;0
8L30153;2006;1;f;2005;Large;1;0;1;19.9;77;8.3;12.8;33.7;0.086909;0;1;selected;1;1
8L30153;2007;2;f;2005;Large;1;0;1;19.9;77;8.3;12.8;33.7;0.086909;0;1;selected;1;1
8L30153;2008;2;f;2005;Large;1;1;0;19.9;77;8.3;12.8;33.7;0.086909;0;1;selected;1;1
8L30189;2007;1;f;2006;Large;1;2;0;20.2;79;8.2;13.8;29;-0.072757;0;1;selected;1;1
8L30601;2006;1;f;2005;Large;1;0;0;19.6;81;8;13.3;29.8;-0.026474;0;0;unselected;0;0
8L30604;2006;1;f;2005;Large;1;1;1;20.6;79;8.3;13.5;32.1;0.016401;0;1;selected;1;1
8L30604;2007;2;f;2005;Large;1;0;1;20.6;79;8.3;13.5;32.1;0.016401;0;1;selected;1;1
8L30604;2008;2;f;2005;Large;1;0;0;20.6;79;8.3;13.5;32.1;0.016401;0;1;selected;1;1
8L30607;2006;1;f;2005;Large;1;0;1;20.5;78;8;13.8;32.6;0.034935;0;1;selected;1;1
8L30607;2007;2;f;2005;Large;1;0;0;20.5;78;8;13.8;32.6;0.034935;0;1;selected;1;1
8L30609;2006;1;f;2005;Large;1;0;0;20;76;8.2;14.2;30.9;-0.003003;0;1;selected;1;1
8L30641;2007;1;f;2006;Large;1;1;1;19.7;78;7.8;13.7;29.1;-0.053462;0;1;other;0;1
8L30641;2008;2;f;2006;Large;1;4;1;19.7;78;7.8;13.7;29.1;-0.053462;0;1;other;0;1
8L30641;2009;2;f;2006;Large;1;1;1;19.7;78;7.8;13.7;29.1;-0.053462;0;1;other;0;1
8L30644;2007;1;f;2006;Large;1;0;0;20;79;7.8;12.9;30.7;-0.009497;0;0.5;intermediate;0;1
8L30677;2007;1;f;2006;Large;1;0;1;20.9;80;8.3;13.6;33.9;0.061816;0;1;selected;1;1
8L30677;2008;2;f;2006;Large;1;0;0;20.9;80;8.3;13.6;33.9;0.061816;0;1;selected;1;1
8L30678;2007;1;f;2006;Large;1;0;0;20.8;80;8.2;14.5;34.1;0.070732;0;1;selected;1;1
8L30706;2007;1;f;2006;Large;1;1;1;20.7;81;7.9;13.9;28.7;-0.09862;0;0.75;other;0;0
8L30706;2008;2;f;2006;Large;1;0;1;20.7;81;7.9;13.9;28.7;-0.09862;0;0.75;other;0;0
8L30706;2009;2;f;2006;Large;1;2;0;20.7;81;7.9;13.9;28.7;-0.09862;0;0.75;other;0;0
8L30744;2007;1;f;2006;Large;1;0;0;19.7;80;8.1;13.9;25;-0.205325;0;0.5;intermediate;0;1
8L30745;2007;1;f;2006;Large;1;0;0;20.5;78;8.1;13;28.6;-0.09597;0;0.5;other;0;0
8L30746;2007;1;f;2006;Large;1;1;0;19.7;80;8.2;14;30.2;-0.016359;0;0;unselected;0;0
8L30756;2007;1;f;2006;Large;1;0;0;19.7;78;8.3;13.5;30.2;-0.016359;0;1;other;1;0
8L30900;2007;1;f;2006;Large;1;1;0;20;80;8.1;14.2;32;0.031976;0;1;other;0;1
8L48738;2007;1;f;2006;Large;1;0;0;20.4;79;7.5;13.7;31.2;-0.005866;0;1;selected;1;1
8L48744;2007;1;f;2006;Large;1;0;0;21;79;8.2;13.3;33.5;0.046928;0;1;selected;1;1
8L48746;2007;1;f;2006;Large;1;0;1;21.1;80;8.5;14.1;33.2;0.034927;0;1;selected;1;1
8L48746;2008;2;f;2006;Large;1;2;0;21.1;80;8.5;14.1;33.2;0.034927;0;1;selected;1;1
8L48753;2007;1;f;2006;Large;1;0;0;19.4;80;8.3;13.5;33.2;0.088055;0;0.5;other;0;0
8L48758;2007;1;f;2006;Large;1;0;0;20.6;79;8;13.3;33.5;0.059091;0;1;selected;1;1
8L48760;2007;1;f;2006;Large;1;2;0;21.3;79;8.3;14.1;32;-0.007853;0;0.625;other;0;0
8L48761;2007;1;f;2006;Large;1;0;1;20.4;79;8.3;13.8;32;0.019452;0;1;selected;1;1
8L48761;2008;2;f;2006;Large;1;2;0;20.4;79;8.3;13.8;32;0.019452;0;1;selected;1;1
8L48763;2007;1;f;2006;Large;1;0;0;20.3;81;8;14.1;31.9;0.01943;0;0.5;intermediate;0;1
8L48766;2007;1;f;2006;Large;1;2;0;19.9;79;8.2;13.7;29.7;-0.039442;0;1;selected;1;1
8L48767;2007;1;f;2006;Large;1;2;0;19.4;77;7.8;13.4;28.8;-0.05412;0;1;selected;1;1
8L48779;2008;2;f;2006;Large;1;2;0;20.2;82;8;13.9;31.4;0.006755;0;1;selected;1;1
8L48780;2008;2;f;2006;Large;1;0;1;20.3;77;8.3;13.8;31.5;0.006811;0;0.75;intermediate;1;0
8L48780;2009;2;f;2006;Large;1;1;1;20.3;77;8.3;13.8;31.5;0.006811;0;0.75;intermediate;1;0
8L48783;2008;2;f;2006;Large;1;0;0;21.3;78;8.3;13.9;36.5;0.123723;0;1;other;0;1
8L48785;2007;1;f;2006;Large;1;0;0;19.5;75;7.8;13.2;29.1;-0.047009;0;0.75;other;0;0
8L48789;2007;1;f;2006;Large;1;1;1;20;77;7.7;13.2;29.4;-0.052765;0;0.5;other;0;0
8L48789;2008;2;f;2006;Large;1;3;1;20;77;7.7;13.2;29.4;-0.052765;0;0.5;other;0;0
8L48789;2009;2;f;2006;Large;1;2;0;20;77;7.7;13.2;29.4;-0.052765;0;0.5;other;0;0
8L52344;2007;1;f;2006;Large;1;0;0;21.2;79;8;14.7;33.2;0.031937;0;1;selected;1;1
8L52349;2007;1;f;2006;Large;1;0;0;20.4;77;8.1;13.7;30.2;-0.038442;0;1;selected;1;1
8L52351;2007;1;f;2006;Large;1;0;0;20.3;81;8.2;14.3;29.9;-0.045318;0;1;other;1;0
8L52354;2007;1;f;2006;Large;1;0;0;19.9;80;8.1;13.3;33.2;0.071961;0;0.5;intermediate;1;0
8L52358;2007;1;f;2006;Large;1;0;0;21.2;79;8.2;13.2;33.1;0.02892;0;1;selected;1;1
8L52362;2007;1;f;2006;Large;1;1;0;20.5;79;8.1;14.4;30.9;-0.018621;0;1;selected;1;1
8L52364;2007;1;f;2006;Large;1;0;0;20.8;80;7.7;13.9;31.4;-0.011758;0;0.5;intermediate;1;0
8L52365;2007;1;f;2006;Large;1;0;0;19.8;80;7.8;13.6;30.4;-0.01296;0;0;unselected;0;0
8L52367;2007;1;f;2006;Large;1;1;0;20.1;78;8.1;13.9;29.6;-0.04914;0;0;unselected;0;0
8L52369;2007;1;f;2006;Large;1;0;0;20;80;8.2;14.2;34.5;0.1072;0;1;selected;1;1
8L52371;2007;1;f;2006;Large;1;0;1;19.6;77;8.1;13.9;30;-0.019785;0;0.75;intermediate;1;0
8L52371;2008;2;f;2006;Large;1;1;1;19.6;77;8.1;13.9;30;-0.019785;0;0.75;intermediate;1;0
8L52371;2009;2;f;2006;Large;1;3;1;19.6;77;8.1;13.9;30;-0.019785;0;0.75;intermediate;1;0
8L52373;2007;1;f;2006;Large;1;3;1;19.7;81;7.7;13.8;29.3;-0.046613;0;0.5;intermediate;0;1
8L52373;2008;2;f;2006;Large;1;3;1;19.7;81;7.7;13.8;29.3;-0.046613;0;0.5;intermediate;0;1
8L52373;2009;2;f;2006;Large;1;0;0;19.7;81;7.7;13.8;29.3;-0.046613;0;0.5;intermediate;0;1
8L52386;2007;1;f;2006;Large;1;0;0;19.3;79;7.8;13.5;31.1;0.025981;0;1;selected;1;1
8L52387;2007;1;f;2006;Large;1;0;0;19.8;78;8.2;13.6;31.2;0.013015;0;0.25;other;0;0
