"id" "sex" "hatchisland" "hatchyear" "year" "month" "day" "island" "age" "tarsus" "wing" "billD" "billL" "mass" "totalbadge" "visiblebadge"
1468 1 60 2007 2008 2 14 60 1 18.97 78 7.43 13.14 29.5 NA NA
1469 0 60 2007 2008 2 14 60 1 19.4 81.18 7.9 12.83 30 19.9379036 14.18872792
1469 0 60 2007 2008 2 14 60 1 19.4 80.86 8.25 12.77 29.9 20.46142713 15.03562436
1470 1 60 2007 2008 2 14 60 1 20.63 78 7.88 12.74 31.8 NA NA
1471 0 60 2007 2008 2 14 60 1 21.11 81.86 8.38 13.89 31.5 19.11988494 14.10921685
1471 0 60 2007 2008 2 14 60 1 21.08 82.18 8.19 13.87 31.6 19.42343945 14.23622141
1472 1 60 2007 2008 2 14 60 1 19.67 78.86 8.57 13.76 29.9 NA NA
1473 0 60 2007 2008 2 14 60 1 18.37 78 7.84 12.71 28.9 19.42343945 15.36131505
1474 1 60 2007 2008 2 14 60 1 20.29 79.86 7.64 13.57 33.7 NA NA
1475 0 60 2007 2011 2 7 60 4 NA NA 8.38 14.35 33.1 20.30689538 14.8549655
1475 0 60 2007 2010 2 13 60 3 20.03 82 7.99 13.9 32.5 20.24030632 16.35451008
1475 0 60 2007 2009 2 15 60 2 20.48 80.85 8.25 13.32 34.4 19.9379036 15.39058154
1475 0 60 2007 2008 2 14 60 1 20.16 81 8.12 14.06 34 18.81143269 15.5650249
1475 0 60 2007 2010 2 13 60 3 19.86 80 7.9 13.96 NA 20.7670412 NA
1475 0 60 2007 2012 2 18 60 5 20.22 82.97 8.2 14.47 34.1 24.13441526 16.31318485
1476 1 60 2007 2008 2 14 60 1 20.98 79.86 7.81 14.51 31.5 NA NA
1476 1 60 2007 2009 2 13 60 2 20.99 79 8.04 15.09 33.5 NA NA
1477 1 60 2007 2008 2 15 60 1 20.47 79.85 8.2 13.31 29.4 NA NA
1477 1 60 2007 2009 2 10 60 2 20.42 80.85 7.73 13.24 32.3 NA NA
1478 0 60 2007 2011 2 4 60 4 NA NA 7.63 13.02 28.7 20.24030632 14.07728667
1478 0 60 2007 2008 2 15 60 1 20.93 82.85 8.01 13.24 26.7 18.12925812 14.39340127
1478 0 60 2007 2009 2 10 60 2 20.88 83.85 7.55 12.68 28.5 19.31890266 14.2520174
1478 0 60 2007 2012 2 7 60 5 20.43 84.86 7.68 12.82 31.5 18.78749584 14.36210291
1478 0 60 2007 2010 2 12 60 3 20.85 82.85 7.77 12.79 30 19.31890266 14.54888312
1479 1 60 2007 2009 2 9 60 2 19.61 77.85 8.09 13.47 30.4 NA NA
1479 1 60 2007 2008 2 15 60 1 19.65 77.85 8.7 13.29 29.8 NA NA
1480 0 60 2007 2011 2 4 60 4 NA NA 8.6 14.45 31 20.24030632 15.36131505
1480 0 60 2007 2009 2 17 60 2 20.8 82.86 8.6 14.19 30 19.42343945 14.80945644
1480 0 60 2007 2011 2 4 60 4 NA NA 8.31 14.49 31.4 20.83194662 14.67208233
1480 0 60 2007 2008 2 16 60 1 21.15 81.85 8.5 14.17 30.3 19.9379036 15.03562436
1481 0 60 2007 2009 2 8 60 2 20.82 81.85 7.74 12.58 32.7 19.00184202 14.54888312
1481 0 60 2007 2008 2 16 60 1 20.55 80.85 8.03 12.87 30.6 19.83607824 14.70272084
1482 1 60 2007 2008 2 16 60 1 20.87 79.85 8.11 13.75 28.5 NA NA
1482 1 60 2007 2009 2 17 60 2 20.77 80.43 8.2 13.36 29.6 NA NA
1482 1 60 2007 2010 2 14 60 3 21.19 77.85 8.25 13.34 34.3 NA NA
1483 1 60 2007 2011 2 4 60 4 NA NA 7.9 13.48 29.9 NA NA
1483 1 60 2007 2008 2 17 60 1 19.28 80.43 7.92 13.53 28.5 NA NA
1483 1 60 2007 2012 2 7 60 5 19.18 83.86 7.89 13.3 33 NA NA
1483 1 60 2007 2008 2 17 60 1 19.31 79 8.01 13.3 28.5 NA NA
1483 1 60 2007 2009 2 10 60 2 19.64 80.85 7.83 13.15 29.6 NA NA
1484 1 60 2007 2008 2 17 60 1 19.72 79 8.25 13.59 30 NA NA
1484 1 60 2007 2008 2 17 60 1 19.59 79.43 8.4 13.35 30 NA NA
1484 1 60 2007 2009 2 8 60 2 NA NA NA NA 36.8 NA NA
1486 0 61 2007 2008 2 19 61 1 20.63 82 8.03 14.25 33 20.46142713 14.53340979
1486 0 61 2007 2009 2 22 61 2 20.68 82.86 8.16 14.34 33.5 19.63084308 13.91653693
1486 0 61 2007 2008 2 19 61 1 20.61 82.43 8.23 14.06 33 17.42039035 14.07728667
1487 0 61 2007 2009 2 20 61 2 20.48 80.85 7.63 13.34 32.4 19.63084308 15.21413816
1487 0 61 2007 2010 2 18 61 3 20.67 81.85 7.82 13.62 34.1 19.42343945 15.03562436
1487 0 61 2007 2008 2 19 61 1 20.52 80.85 8.13 13.65 34.3 20.46142713 14.87010424
1488 1 61 2007 2009 2 22 61 2 19.15 77.86 8.21 14.29 32.2 NA NA
1488 1 61 2007 2008 2 19 61 1 19.11 76 8.06 14.34 32.3 NA NA
1489 0 61 2007 2008 2 19 61 1 19.21 78.43 8.23 13.97 30 19.00184202 15.39058154
1489 0 61 2007 2008 2 19 61 1 19.27 78 8.04 14.62 29.9 20.15117863 17.2255624
1489 0 61 2007 2009 2 28 61 2 19.29 79 8.16 13.9 30.5 20.68018375 16.57317109
1490 0 61 2007 2008 2 19 61 1 19.82 81.85 8.43 13.47 34 19.72232238 14.39340127
1490 0 61 2007 2009 2 21 61 2 19.67 80.85 7.67 12.79 34.3 19.63084308 15.19934209
1491 0 61 2007 2008 2 19 61 1 19.42 80.85 8.21 13.65 33.6 19.00184202 14.67208233
1492 0 61 2007 2008 2 19 61 1 19.46 82.43 7.89 13.55 NA 18.91877374 15.0056656
1492 0 61 2007 2008 2 19 61 1 19.37 82 7.63 13.93 31.9 19.9379036 15.0056656
1492 0 61 2007 2009 2 22 61 2 19.7 82.85 7.7 12.82 33 19.50435849 15.21413816
1493 1 61 2007 2008 2 20 61 1 18.34 78.03 8 13.25 33.2 NA NA
1494 0 61 2007 2008 2 20 61 1 20.14 82.85 8.37 13.63 33.4 19.9379036 14.53340979
1494 0 61 2007 2010 2 19 61 3 19.77 84.86 8.11 13.83 31.2 20.46142713 14.07728667
1495 1 61 2007 2009 2 25 61 2 19.72 80.85 8.29 13.69 34.2 NA NA
1495 1 61 2007 2010 2 19 61 3 18.33 81.86 8.03 13.89 32.7 NA NA
1495 1 61 2007 2011 2 19 61 4 NA NA 8.1 13.9 35 NA NA
1495 1 61 2007 2008 2 20 61 1 18.89 79.85 8.04 13.54 34 NA NA
1496 1 61 2007 2008 2 24 61 1 19.47 79.03 8.28 12.54 27.9 NA NA
1496 1 61 2007 2009 2 21 61 2 19.2 79.86 8.32 13.33 28.3 NA NA
1497 1 61 2007 2008 2 24 61 1 20.07 79.03 8.68 14.29 30.4 NA NA
1498 0 61 2007 2009 2 21 61 2 19.99 81.86 8.38 13.45 30.5 20.24030632 15.39058154
1498 0 61 2007 2008 2 24 61 1 20.18 81.03 8.01 12.97 29.5 20.63661794 15.03562436
1499 0 61 2007 2008 2 24 61 1 20.43 83.86 8.25 14.25 30.5 19.63084308 15.0056656
1499 0 61 2007 2009 2 21 61 2 20.45 83.86 8.18 14.23 31.1 19.11988494 14.67208233
1500 0 61 2007 2009 2 21 61 2 19.64 83.85 7.99 14 31.5 20.15117863 14.87010424
1500 0 61 2007 2008 2 24 61 1 19.16 84.86 8 14.43 31.3 20.53825699 14.39340127
1501 0 61 2007 2008 2 24 61 1 20.1 83.03 8.57 14.53 31.5 20.11765394 14.18872792
1501 0 61 2007 2009 2 21 61 2 20.47 82.85 8.35 13.92 32.7 19.72232238 14.54888312
1502 0 61 2007 2008 2 24 61 1 18.98 78.86 7.63 13.08 31.2 20.30689538 14.8549655
1503 1 61 2007 2008 2 24 61 1 18.27 79.03 8.09 14.42 27.5 NA NA
1504 0 61 2007 2008 2 25 61 1 21.02 82.85 8.52 13.93 34.8 18.67940042 14.39340127
1504 0 61 2007 2009 2 26 61 2 20.55 85.29 8.89 14.17 31.8 18.0047216 13.91653693
1505 1 61 2007 2008 2 25 61 1 18.4 78.86 7.97 12.93 28.6 NA NA
1505 1 61 2007 2009 2 26 61 2 18.96 76.85 7.71 12.79 28.9 NA NA
1506 1 61 2007 2009 2 26 61 2 20.68 80 8.63 14.75 34 NA NA
1506 1 61 2007 2008 2 25 61 1 20.6 81.86 8.47 14.26 33.5 NA NA
1507 1 61 2007 2008 2 25 61 1 19.67 79.03 8.26 13.63 28.9 NA NA
1507 1 61 2007 2011 2 12 61 4 NA NA 8.05 13.17 30 NA NA
1507 1 61 2007 2012 2 28 61 5 19.63 80.35 8.45 13.3 28.5 NA NA
1507 1 61 2007 2011 2 12 61 4 NA NA 8.07 13.79 30 NA NA
1507 1 61 2007 2010 2 23 61 3 19.37 80.86 8.05 13.58 29.4 NA NA
1507 1 61 2007 2009 2 26 61 2 19.31 80.29 8.45 13.1 29.4 NA NA
1508 1 61 2007 2010 2 21 61 3 19.21 78.85 7.67 13.14 32.3 NA NA
1508 1 61 2007 2009 2 25 61 2 18.84 79.29 8.33 13.6 33 NA NA
1508 1 61 2007 2008 2 26 61 1 19.24 79.85 7.98 13.1 30.6 NA NA
1509 1 61 2007 2008 2 26 61 1 19.01 77.03 8.24 12.86 29 NA NA
1510 1 61 2007 2009 2 21 61 2 19.46 80.86 8.02 13.73 28.4 NA NA
1510 1 61 2007 2008 2 26 61 1 19.28 79.86 8.07 13.97 27.7 NA NA
1511 0 60 2008 2009 2 13 60 1 21.45 82 8.27 13.35 33.5 20.7670412 15.76610288
1511 0 60 2008 2010 2 13 60 2 21.88 81.85 8.29 13.09 32.7 19.63084308 15.0056656
1511 0 60 2008 2011 2 4 60 3 NA NA 8.24 13.52 33.7 21.36515855 14.36210291
1511 0 60 2008 2011 2 4 60 3 NA NA 8.41 13.54 33.5 20.24030632 14.67208233
1512 0 60 2008 2010 2 12 60 2 20.74 81.85 8.06 13.61 32.4 19.11988494 14.70272084
1512 0 60 2008 2009 2 15 60 1 20.3 81.86 8.35 13.91 33.1 19.79065436 14.36210291
1513 1 60 2008 2010 2 15 60 2 20.16 78.85 7.79 13.24 31.7 NA NA
1513 1 60 2008 2009 2 16 60 1 19.78 78.86 8.19 13.4 29.6 NA NA
1514 1 60 2008 2009 2 16 60 1 18.76 75.86 8.52 14.29 31.4 NA NA
1515 1 60 2008 2009 2 16 60 1 20.7 79.86 8.36 14.12 33.8 NA NA
1516 0 60 2008 2009 2 16 60 1 19.17 81.86 8.36 13.63 30.7 20.7670412 14.8549655
1517 0 60 2008 2009 2 17 60 1 20.62 81.86 8.9 14.2 33.2 20.53825699 15.1548672
1518 0 60 2008 2009 2 18 60 1 20.48 83.86 8.43 14.27 32.8 20.46142713 15.96464845
1519 0 61 2008 2010 2 18 61 2 19.89 81.85 7.94 14.07 35.9 19.31890266 14.70272084
1519 0 61 2008 2009 2 20 61 1 19.38 86.43 9.08 13.3 34.7 19.11988494 14.29930068
1520 1 61 2008 2009 2 20 61 1 20.29 80.43 8.21 14.36 30.6 NA NA
1521 1 27 2008 2009 7 1 27 1 19.68 77.43 8.27 14.21 31.9 NA NA
1521 1 27 2008 2010 7 17 27 2 19.4 79 8.23 14.21 32.5 NA NA
1521 1 27 2008 2010 8 14 27 2 19.66 79 8.17 14.08 33.5 NA NA
1521 1 27 2008 2011 6 21 27 3 19.68 80 8.04 13.06 33 NA NA
1522 0 27 2008 2009 7 21 27 1 19.01 81.43 8.07 14.13 33 19.11988494 16.13288567
1523 0 27 2008 2009 7 24 27 1 19.74 80.03 8.48 15.11 32.2 19.33054578 18.12925812
1524 0 27 2008 2009 7 24 27 1 20.12 81.03 8.3 14.93 31.7 18.85921525 17.17323499
1524 0 27 2008 2010 8 14 27 2 19.95 82 7.82 13.61 33.1 22.39352585 20.89665045
1524 0 27 2008 2010 6 16 27 2 20.27 82 7.93 14.41 34 20.36221992 17.94212919
1524 0 27 2008 2010 6 16 27 2 20.05 82 7.72 14.36 34 20.7670412 19.59642825
1524 0 27 2008 2010 6 16 27 2 20.28 82 7.67 14.29 34 19.83607824 18.22827474
1526 1 27 2008 2009 6 17 27 1 20.18 79.43 7.88 14.15 36 NA NA
1529 1 38 2008 2009 5 26 38 1 20.07 78.03 7.83 14 30.1 NA NA
1529 1 38 2008 2010 7 31 38 2 20.08 79 8.15 13.91 30.3 NA NA
1529 1 38 2008 2010 7 20 38 2 20.05 79.35 8.03 14.47 32 NA NA
1529 1 38 2008 2009 7 25 38 1 20.15 79.03 8.12 14.18 30.6 NA NA
1529 1 38 2008 2010 7 24 38 2 20.01 79.43 8.28 13.8 30 NA NA
1531 0 38 2008 2009 5 6 38 1 19.19 83.22 8.45 13.64 33.2 21.06822252 16.13288567
1531 0 38 2008 2009 7 25 38 1 NA NA NA NA 29.5 NA NA
1531 0 38 2008 2009 5 26 38 1 NA NA NA NA 32.5 NA NA
1531 0 38 2008 2009 5 6 38 1 19.2 81.86 7.98 13.52 NA 20.46142713 15.95054858
1531 0 38 2008 2009 5 13 38 1 NA NA NA NA 33 NA NA
1534 1 38 2008 2009 5 6 38 1 18.88 79.86 8.59 14.08 31.2 NA NA
1534 1 38 2008 2009 7 7 38 1 19.1 81.43 8.48 14.11 31.1 NA NA
1534 1 38 2008 2009 5 6 38 1 18.93 80.22 8.61 13.86 NA NA NA
1534 1 38 2008 2009 5 26 38 1 NA NA NA NA 32.1 NA NA
1535 1 60 2008 2009 2 8 60 1 18.9 77.85 7.43 12.72 31.1 NA NA
1536 0 60 2008 2009 2 8 60 1 20.6 80.85 7.91 13.45 33.8 20.53825699 15.57947368
1537 1 60 2008 2009 2 8 60 1 20.3 75.85 7.59 13.43 32.1 NA NA
1538 0 60 2008 2009 2 8 60 1 20.4 80.85 7.7 13.82 30.7 19.21379713 15.19934209
1539 0 60 2008 2009 2 8 60 1 20.8 80.85 8.1 14.06 33.5 19.11988494 14.54888312
1540 0 60 2008 2009 2 9 60 1 20.66 78.85 7.8 13.14 32.3 20.07286726 14.23622141
1541 1 60 2008 2011 2 6 60 3 NA NA 7.6 13.04 28.5 NA NA
1541 1 60 2008 2009 2 9 60 1 20.04 78.85 7.82 13.17 29.6 NA NA
1541 1 60 2008 2010 2 11 60 2 20.28 79.85 8.13 13.19 31 NA NA
1541 1 60 2008 2011 2 6 60 3 NA NA 7.92 13.08 28.6 NA NA
1542 1 60 2008 2010 2 11 60 2 20.09 77.85 8.15 13.63 33.6 NA NA
1542 1 60 2008 2009 2 9 60 1 19.94 76.85 7.91 14.1 35.1 NA NA
1543 1 60 2008 2010 2 11 60 2 20.57 78.85 7.99 13.91 33.5 NA NA
1543 1 60 2008 2011 2 6 60 3 NA NA 8.04 14.05 30.6 NA NA
1543 1 60 2008 2011 2 6 60 3 NA NA 8.28 14.32 30.5 NA NA
1543 1 60 2008 2009 2 9 60 1 20.56 76.85 7.92 13.74 32.5 NA NA
1544 1 60 2008 2009 2 9 60 1 17.04 77.85 7.7 13.13 30 NA NA
1545 0 60 2008 2012 2 13 60 4 20.09 83.86 7.93 13.37 29.4 20.24030632 13.75390854
1545 0 60 2008 2009 2 9 60 1 20.37 81.85 7.63 13.12 30.5 19.50435849 14.07728667
1545 0 60 2008 2011 2 6 60 3 NA NA 7.86 13.34 29 19.9379036 14.18872792
1545 0 60 2008 2010 2 11 60 2 20.42 81.85 8.09 13.59 31.8 19.31890266 14.8549655
1545 0 60 2008 2013 2 13 60 5 19.67 82.92 8.19 13.65 32.6 21.36515855 13.32178667
1546 1 61 2008 2009 2 21 61 1 19.82 79.86 8.2 13.2 30.3 NA NA
1547 1 61 2008 2009 2 21 61 1 19.52 79.86 7.45 14.05 34.6 NA NA
1548 0 61 2008 2009 2 21 61 1 19.31 79.86 8.33 14.09 30.9 19.21379713 14.18872792
1549 0 61 2008 2009 2 21 61 1 18.53 80.86 8.53 14.5 30.7 21.12155297 14.36210291
1550 1 61 2008 2009 2 22 61 1 19.52 77.86 8.13 13.4 32 NA NA
1551 1 61 2008 2010 2 19 61 2 18.73 78.86 8.01 13.25 31 NA NA
1551 1 61 2008 2009 2 22 61 1 18.81 79.86 8.2 13.06 33.4 NA NA
1552 1 61 2008 2009 2 22 61 1 19.59 78.86 8.48 13.81 34.6 NA NA
1553 1 61 2008 2009 2 22 61 1 18.42 77.86 7.79 13.16 31 NA NA
1554 1 61 2008 2009 2 23 61 1 18.63 76.85 7.52 12.84 31.7 NA NA
1555 0 61 2008 2009 2 24 61 1 20.75 83.85 7.97 13.55 33.5 18.91877374 14.70272084
1556 0 61 2008 2009 2 24 61 1 19.83 80.85 8.02 13.43 31.6 18.91877374 14.8549655
1557 1 61 2008 2011 2 19 61 3 NA NA 8.21 12.56 30.5 NA NA
1557 1 61 2008 2009 2 25 61 1 18.16 77.85 7.76 12.83 28.3 NA NA
1557 1 61 2008 2010 2 19 61 2 18.17 76.85 7.63 13.18 28.3 NA NA
1558 0 61 2008 2009 2 25 61 1 20.03 78.85 7.66 13.17 32.4 19.00184202 14.39340127
1558 0 61 2008 2010 2 19 61 2 20.15 79.85 8.12 13.44 31.2 19.42343945 14.67208233
1559 0 61 2008 2010 2 19 61 2 19.87 80.85 7.83 13.16 30.3 19.21379713 15.36131505
1559 0 61 2008 2009 2 25 61 1 19.82 80.85 8.04 13.36 32.2 18.81143269 14.54888312
1560 1 61 2008 2009 2 25 61 1 19.53 80.85 7.92 12.69 36.3 NA NA
1561 0 61 2008 2009 2 25 61 1 15.88 78.85 8.14 12.47 29.8 19.11988494 15.0056656
1562 0 61 2008 2009 2 25 61 1 19.52 75.85 8.01 13.52 31.1 19.42343945 14.53340979
1563 1 61 2008 2010 2 19 61 2 19.43 77.85 7.76 13.41 28.7 NA NA
1563 1 61 2008 2009 2 25 61 1 19.45 76.85 7.74 12.97 30.3 NA NA
1564 0 61 2008 2009 2 25 61 1 19.79 82.85 8.21 13.66 30.8 19.11988494 14.87010424
1564 0 61 2008 2010 2 19 61 2 19.84 82.85 7.8 13.19 32.8 19.9379036 15.39058154
1565 1 61 2008 2012 2 25 61 4 20.63 80.97 8.52 14.26 33.6 NA NA
1565 1 61 2008 2010 2 21 61 2 20.9 80.85 8.07 13.72 34.7 NA NA
1565 1 61 2008 2013 2 19 61 5 20.51 82 8.36 13.77 32.4 NA NA
1565 1 61 2008 2009 2 25 61 1 21.03 80.85 8.28 13.74 35 NA NA
1566 1 61 2008 2009 2 26 61 1 20.09 76.85 8.25 13.49 30.9 NA NA
1567 1 61 2008 2009 2 26 61 1 19.92 77.85 7.89 13.3 30 NA NA
1567 1 61 2008 2010 2 19 61 2 19.6 78.86 8.29 13.68 30.4 NA NA
1567 1 61 2008 2010 2 19 61 2 19.41 80.35 8.12 13.66 30.2 NA NA
1568 0 61 2008 2009 2 26 61 1 20.34 80.85 7.94 13.8 31 19.72232238 15.03562436
1569 0 61 2008 2010 2 24 61 2 17.94 81.85 7.7 12.97 29.9 19.63084308 15.21413816
1569 0 61 2008 2009 2 26 61 1 18.06 81.85 7.49 13.19 29.5 19.9379036 15.03562436
1570 0 61 2008 2009 2 26 61 1 20.59 81.85 7.93 12.95 31.1 19.21379713 14.39340127
1571 1 61 2008 2010 2 22 61 2 19.48 79.86 8.54 14.29 29.7 NA NA
1571 1 61 2008 2009 2 26 61 1 19.93 79.85 8.18 13.76 32.1 NA NA
1572 1 61 2008 2009 2 26 61 1 19.4 76.85 7.54 13.23 30.3 NA NA
1572 1 61 2008 2010 2 23 61 2 18.82 78.35 7.84 13.87 27.5 NA NA
1573 1 61 2008 2009 2 26 61 1 19.51 77.85 7.97 13.4 30.4 NA NA
1574 0 61 2008 2009 2 26 61 1 19.26 79.85 8.02 14.06 29.4 19.50435849 14.39340127
1575 1 61 2008 2009 2 27 61 1 20.18 78.85 8.19 13.99 32.6 NA NA
1576 1 61 2008 2009 2 27 61 1 18.68 77.85 7.62 12.56 36.4 NA NA
1576 1 61 2008 2010 2 22 61 2 18.64 76.85 7.48 12.71 35.1 NA NA
1577 0 61 2008 2009 2 28 61 1 19.35 79.85 8 14.13 32 19.79065436 15.03562436
1578 1 61 2008 2009 2 28 61 1 19.71 77.85 8.05 13.2 30.9 NA NA
1578 1 61 2008 2011 2 13 61 3 NA NA 8.23 14.24 33.8 NA NA
1578 1 61 2008 2010 2 22 61 2 19.49 78.85 7.81 13.85 35.7 NA NA
1578 1 61 2008 2011 2 13 61 3 NA NA 7.79 14.2 33.2 NA NA
1579 0 61 2008 2009 2 28 61 1 19.26 79.85 7.63 13.03 29 19.11988494 14.67208233
1580 0 61 2008 2009 2 28 61 1 19.19 81.85 8.02 14.18 30.6 19.42343945 15.03562436
1581 1 61 2008 2011 2 14 61 3 NA NA 7.98 13.84 27.6 NA NA
1581 1 61 2008 2010 2 22 61 2 19.16 76.85 7.46 13.21 31.3 NA NA
1581 1 61 2008 2009 2 28 61 1 19.22 76.85 7.36 13.66 27.2 NA NA
1582 1 61 2008 2009 2 28 61 1 19.13 77.85 7.85 13.35 29.3 NA NA
1583 0 61 2008 2012 2 29 61 4 17.91 82.35 7.87 14.09 31.5 18.67940042 14.9455679
1583 0 61 2008 2011 2 14 61 3 NA NA 8.07 13.33 29.1 19.42343945 13.81918956
1583 0 61 2008 2009 2 28 61 1 17.79 79.85 8.09 13.67 29.2 19.51589096 14.54888312
1583 0 61 2008 2010 2 22 61 2 18.02 81.85 7.9 13.11 32 19.00184202 14.70272084
1584 1 61 2007 2010 2 21 61 3 17.96 78.86 8.31 13.99 30 NA NA
1584 1 61 2007 2008 2 20 61 1 18.47 76.85 8.09 13.64 31.1 NA NA
1585 1 61 2007 2011 2 19 61 4 NA NA 8.09 13.08 32.5 NA NA
1585 1 61 2007 2010 2 20 61 3 18.62 75.85 8.02 12.92 34.1 NA NA
1585 1 61 2007 2008 2 20 61 1 18.62 75.03 8.15 13.92 31.4 NA NA
1585 1 61 2007 2009 2 25 61 2 18.61 74.85 8.03 13.66 31.5 NA NA
1586 1 61 2007 2010 2 23 61 3 20.27 77.85 8.09 13.58 32.4 NA NA
1586 1 61 2007 2009 2 21 61 2 20.12 79.85 7.82 12.84 31 NA NA
1586 1 61 2007 2008 2 20 61 1 19.67 79.03 8.17 14.4 31.9 NA NA
1587 1 61 2007 2008 2 20 61 1 18.32 79.85 8.12 14.15 30.5 NA NA
1588 1 61 2007 2008 2 20 61 1 19.62 77.85 8.33 13.55 32.4 NA NA
1588 1 61 2007 2009 2 28 61 2 19.13 77.29 8.47 13.55 33.9 NA NA
1589 0 61 2007 2008 2 20 61 1 19.28 79.03 7.97 12.84 32.6 18.30218566 14.70272084
1589 0 61 2007 2009 2 28 61 2 20.1 78.85 7.72 13.24 33 19.51589096 15.5650249
1590 1 61 2007 2009 2 28 61 2 20.52 78 8.01 14.04 31.5 NA NA
1590 1 61 2007 2008 2 20 61 1 20.34 79.43 8.02 13.61 31 NA NA
1590 1 61 2007 2008 2 20 61 1 20.4 79 7.86 14.02 31.2 NA NA
1591 0 61 2007 2008 2 20 61 1 18.91 81.03 7.67 12.22 29 18.7155016 13.91653693
1592 0 61 2007 2008 2 20 61 1 19.62 83 8.26 13.82 33 20.15117863 14.80945644
1592 0 61 2007 2009 2 26 61 2 20.05 82.85 8.17 13.49 33.5 19.63084308 14.39340127
1592 0 61 2007 2010 2 22 61 3 19.52 84.86 8.52 13.92 28.2 19.63084308 14.48689063
1592 0 61 2007 2008 2 20 61 1 19.63 83.43 8.3 13.58 32.8 19.9379036 14.70272084
1593 0 61 2007 2008 2 21 61 1 19.29 79.85 8 13.62 30 18.17883385 14.10921685
1593 0 61 2007 2009 2 28 61 2 19.36 80.85 7.75 13.23 29.1 19.63084308 14.8549655
1594 1 61 2007 2009 2 28 61 2 20.06 79.85 7.48 12.86 30.6 NA NA
1594 1 61 2007 2008 2 21 61 1 19.55 80.03 7.67 12.77 31.8 NA NA
1594 1 61 2007 2010 2 19 61 3 19.73 79.86 7.73 12.73 31.5 NA NA
1595 1 61 2007 2008 2 21 61 1 18.54 79.03 7.67 13.35 28.9 NA NA
1596 1 61 2007 2008 2 21 61 1 19.94 76.85 8.35 13.77 32.5 NA NA
1597 1 61 2007 2008 2 21 61 1 18.88 79 8.18 13.97 31.8 NA NA
1597 1 61 2007 2008 2 21 61 1 18.83 79.43 8.22 14.3 31.8 NA NA
1598 0 61 2007 2008 2 21 61 1 19.64 80.03 8.09 13.75 33 19.85875122 15.19934209
1598 0 61 2007 2009 2 25 61 2 19.68 82.29 8.39 13.59 31.7 18.91877374 13.83546168
1599 0 61 2007 2008 2 21 61 1 18.6 80.03 8.14 12.88 33.2 22.39352585 17.87931766
1599 0 61 2007 2009 2 25 61 2 18.26 82.29 8.5 12.72 32.6 20.7670412 14.40902495
1599 0 61 2007 2010 2 21 61 3 18.93 80.85 7.87 13.08 32.6 19.72232238 15.03562436
1600 1 61 2007 2011 2 19 61 4 NA NA 8.33 13.17 35.6 NA NA
1600 1 61 2007 2008 2 21 61 1 18.97 81.03 8.24 13.32 33.2 NA NA
1601 0 61 2007 2008 2 21 61 1 19.81 79.85 8.24 13.3 30.3 19.11988494 14.10921685
1602 0 61 2007 2010 2 20 61 3 18.65 80.85 7.47 13.62 33 19.42343945 14.70272084
1602 0 61 2007 2008 2 21 61 1 18.44 80.03 8.2 13.52 31.2 20.89665045 15.908174
1602 0 61 2007 2009 2 25 61 2 18.68 80.85 7.89 12.97 29.7 19.11988494 15.03562436
1603 0 61 2007 2009 2 26 61 2 19.51 79.85 8.41 13.88 31.2 19.72232238 15.19934209
1603 0 61 2007 2008 2 21 61 1 19.23 78.03 8.56 13.57 32.9 22.4537302 15.36131505
1604 0 61 2007 2008 2 21 61 1 19.49 82.03 8.62 13.56 32.9 22.24230204 16.54599649
1605 0 61 2007 2008 2 21 61 1 19.44 81.43 8.42 14.44 32 21.06822252 14.67208233
1605 0 61 2007 2008 2 21 61 1 19.57 80 8.31 14.5 31.8 20.53825699 14.67208233
1606 1 61 2007 2008 2 21 61 1 20.34 80.43 8.13 14.14 30.3 NA NA
1606 1 61 2007 2009 2 28 61 2 20.36 81.29 8.31 13.44 31.3 NA NA
1606 1 61 2007 2008 2 21 61 1 20.37 80 7.95 13.55 30.3 NA NA
1606 1 61 2007 2010 2 18 61 3 20.77 80.85 7.92 12.84 31.5 NA NA
1607 1 61 2007 2008 2 21 61 1 19.6 79 8.21 13.49 31.3 NA NA
1607 1 61 2007 2008 2 21 61 1 19.6 80.43 8.34 13.7 31.2 NA NA
1608 1 61 2007 2008 2 22 61 1 19.59 79.03 7.9 12.72 31 NA NA
1609 1 61 2007 2008 2 22 61 1 18.18 76.85 7.71 13.05 28.8 NA NA
1609 1 61 2007 2009 2 24 61 2 18.12 77.85 7.46 13.08 30.9 NA NA
1610 1 61 2007 2008 2 22 61 1 19.01 78.85 7.97 13.48 31.3 NA NA
1611 1 61 2007 2008 2 22 61 1 19.53 80.03 8.26 13.95 33.6 NA NA
1612 1 61 2007 2009 2 26 61 2 19.64 77.85 7.84 13.66 28.8 NA NA
1612 1 61 2007 2008 2 22 61 1 NA 78.03 8.32 13.9 30 NA NA
1613 1 61 2007 2008 2 22 61 1 19.37 78.85 8.28 13.9 30.4 NA NA
1614 0 61 2007 2008 2 23 61 1 20.91 80.85 7.88 13.86 31.6 19.51589096 14.70272084
1615 1 61 2007 2008 2 23 61 1 20.37 76.03 8.69 13.75 31.9 NA NA
1615 1 61 2007 2009 2 27 61 2 20.21 79.29 8.61 13.92 32 NA NA
1616 1 61 2007 2008 2 23 61 1 18.92 78.03 8.18 13.84 32.1 NA NA
