country,year,ring,age,sex,ltarsus,lwing,tail,brightness.belly,laying.date
CZ,2014,S704213,0,2,11.18,120,94,59.91,60
CZ,2014,S704214,0,2,11.18,123,97.9,59.6,73
CZ,2014,S704215,0,2,11.64,127,102.3,67.92,56
CZ,2014,S704219,0,2,11.7,133,92.8,44.74,65
CZ,2014,S704222,0,2,11.11,125,90.9,54,67
CZ,2014,S704226,0,2,10.44,126,93.5,56.5,89
CZ,2014,S704228,0,2,11.59,121,86.4,29.86,38
CZ,2014,S704229,0,1,11.05,131,112.8,51.78,66
CZ,2014,S704230,0,2,11.62,128,94.4,69.27,67
CZ,2014,S704231,0,2,11.6,126,82.8,49.68,58
CZ,2014,S704232,0,1,10.29,125,110.5,64.72,43
CZ,2014,S704233,0,1,11.45,125,102.3,64.38,44
CZ,2014,S704238,0,1,11.01,125,115.7,41.09,55
CZ,2014,S704239,0,1,11.42,128,130.5,30.15,67
CZ,2014,S704240,0,2,11.24,126,92,59.24,55
CZ,2014,S704243,0,2,11.16,125,109.5,71.47,72
CZ,2014,S704248,0,2,10.99,118,85.3,57.05,65
CZ,2014,S704250,0,2,11.26,123,83.4,41.95,42
CZ,2014,S704252,0,1,11.35,125,108.4,66.9,69
CZ,2014,S704289,0,1,11.42,129,101.4,48.39,65
CZ,2014,S737413,0,2,10.76,134,93.9,62.25,69
CZ,2015,S417399,1,1,10.69,125,127.5,43.37,64
CZ,2015,S447732,0,2,11.6,118,92,51.67,66
CZ,2015,S503651,1,1,10.65,124,114,44.7,25
CZ,2015,S529961,1,1,11.28,126,123.5,58.93,28
CZ,2015,S539488,1,1,10.65,124,115.5,32.19,66
CZ,2015,S540672,1,2,10.81,125,99,56.28,32
CZ,2015,S540814,1,1,11.31,125,119.5,46.85,35
CZ,2015,S540987,1,2,11.09,127,105,50.01,36
CZ,2015,S541000,1,1,11.17,125,129,39.14,41
CZ,2015,S590547,1,2,11.13,124,91,59.67,30
CZ,2015,S590570,1,2,11.09,123,90.1,66.17,31
CZ,2015,S590665,1,2,10.88,123,92,50.81,25
CZ,2015,S645284,1,1,11.47,127,125,53.65,38
CZ,2015,S677652,1,2,10.95,128,101,35.35,90
CZ,2015,S677657,1,1,10.85,122,115.5,39.82,90
CZ,2015,S677660,1,1,11.4,130,119.5,42.47,75
CZ,2015,S677684,1,1,10.98,124,121,57.09,30
CZ,2015,S677685,1,1,11.05,125,120,43.6,45
CZ,2015,S677689,1,1,11.26,123,103.5,45.99,69
CZ,2015,S677693,1,1,10.94,120,107.5,57.72,38
CZ,2015,S678073,1,2,10.78,121,93,59.97,41
CZ,2015,S678085,1,2,11.69,126,98.5,48.4,42
CZ,2015,S679201,1,1,11.2,125,120,45.02,55
CZ,2015,S679206,1,1,10.65,120,104.5,74.56,63
CZ,2015,S679220,1,2,11.3,122,86.5,30.88,38
CZ,2015,S679358,1,1,11.26,129,117,45.04,48
CZ,2015,S679438,1,1,11.48,127,131.5,59.83,61
CZ,2015,S679537,1,1,10.51,126,109,50.85,47
CZ,2015,S679548,1,1,11.49,129,123,48.63,31
CZ,2015,S679577,1,2,11.08,126,103.5,44.02,91
CZ,2015,S679608,1,1,11.24,124,104.5,53.01,48
CZ,2015,S704212,1,1,11.17,125,112,74.33,62
CZ,2015,S704215,1,2,11.15,130,110.5,33.33,35
CZ,2015,S704222,1,2,11.09,127,95,74.74,34
CZ,2015,S704226,1,2,10.56,122,97.5,73.24,45
CZ,2015,S704227,1,1,10.44,122,109.5,41.61,92
CZ,2015,S704235,1,1,10.99,126,115,48.22,35
CZ,2015,S704238,1,1,10.72,125,120.5,45.28,34
CZ,2015,S704246,1,2,11.11,123,89,65.12,68
CZ,2015,S704248,1,2,11.16,120,89.5,54.11,38
CZ,2015,S704250,1,2,10.61,124,88,61.71,28
CZ,2015,S733922,1,2,11.32,126,99,65.35,45
CZ,2015,S737173,0,2,12.29,130,109,53.8,42
CZ,2015,S737188,0,1,11.52,123,104.5,40.49,65
CZ,2015,S737189,0,2,11.84,125,83,61.36,58
CZ,2015,S737224,0,1,10.69,120,103.5,52.82,41
CZ,2015,S737233,0,1,10.99,125,111.5,32.95,70
CZ,2015,S737245,0,1,11.2,125,106,59.88,90
CZ,2015,S737277,0,1,11.41,126,114.3,60.11,92
CZ,2015,S737303,0,1,11.08,125,109.5,52.8,92
CZ,2015,S737326,0,1,11.3,119,97,47.62,70
CZ,2015,S737330,0,1,10.61,125,108,45.82,27
CZ,2015,S737367,1,1,11.26,122,111.8,46.34,65
CZ,2015,S737390,0,1,11.89,127,105,40.38,46
CZ,2015,S737391,0,2,11.32,120,89.5,56.91,46
CZ,2015,S737392,0,2,11.75,120,86,63.07,48
CZ,2015,S737412,1,2,11.58,120,97,68.2,35
CZ,2015,S737434,0,1,11.46,125,109,46.18,67
CZ,2015,S737456,0,2,11.03,121,79.5,65.28,90
CZ,2015,S737479,1,2,11.19,122,87.5,54.18,66
CZ,2015,S737804,0,1,10.48,119,103,47.88,91
CZ,2015,S737903,0,2,11.13,127,110,57.75,70
CZ,2015,S737904,0,1,10.81,120,99.5,63.3,68
CZ,2015,S737906,0,1,10.29,123,132,45.49,64
CZ,2015,S737908,0,2,11.37,124,94.8,60.93,73
CZ,2015,S737909,0,1,10.26,124,120.5,63.9,63
CZ,2015,S737917,0,2,11.19,124,94.5,57.31,75
CZ,2015,S737925,0,2,11.11,124,83,50.2,54
CZ,2015,S737926,0,2,10.99,120,97.5,61.65,64
CZ,2015,S737929,0,2,11.65,126,96.5,46.48,41
CZ,2015,S737930,0,2,10.9,127,93.5,58.61,45
CZ,2015,S737931,0,2,10.73,121,92,61.98,48
CZ,2015,S737932,0,2,11.04,123,96,37.72,63
CZ,2015,S737934,0,1,10.56,129,104.5,61.54,49
CZ,2015,S737936,0,2,11.12,122,94.5,70.45,61
CZ,2015,S737937,0,2,10.66,124,88,64.26,65
CZ,2015,S737939,0,1,10.79,126,109.5,58.58,29
CZ,2015,S737942,0,1,11.36,122,113,52.24,63
CZ,2015,S737943,0,2,11.05,116,90.5,63.37,49
CZ,2015,S737944,0,2,11.62,121,85,60.76,62
CZ,2015,S737946,0,2,11.11,117,84.5,58.33,63
CZ,2015,S737948,0,1,11.6,121,101.5,53.58,51
CZ,2015,S737951,0,2,11.09,126,92,39.41,51
CZ,2015,S737952,0,2,11.64,121,91.8,64.64,47
CZ,2015,S737956,0,1,10.89,125,103,60.6,73
CZ,2015,S737962,0,1,11.26,125,94,53.98,65
CZ,2015,S737966,0,2,11.22,121,87,73.23,68
CZ,2015,S737971,0,1,11.27,122,95,56.81,70
CZ,2015,S737972,0,2,10.57,121,91,74.38,54
CZ,2015,S737973,0,2,10.49,125,93.5,61.34,63
CZ,2015,S737974,0,2,11.52,127,89,57.87,92
CZ,2015,S737976,0,2,10.62,125,85,55.04,70
CZ,2015,S737980,0,1,10.61,126,102,67.45,68
CZ,2015,S737981,0,1,10.94,122,107.5,51.02,32
CZ,2015,S737982,0,1,11.7,125,91.5,55.81,60
CZ,2015,S737989,0,2,10.92,121,96,59.37,69
CZ,2015,S737990,0,2,11.58,123,91,65.42,55
CZ,2015,S737998,0,2,11.35,121,89.8,45.3,67
CZ,2015,S737999,0,1,11.46,126,120.5,46.62,58
CZ,2016,S540814,1,1,11.41,127,122,24.64,27
CZ,2016,S540987,1,2,11.26,127,103.3,49.05,23
CZ,2016,S541000,1,1,11.71,124,127.5,33.49,80
CZ,2016,S677684,1,1,11.14,128,122.8,43.07,38
CZ,2016,S677685,1,1,11.46,129,123.5,46.22,41
CZ,2016,S679220,1,2,11.07,123,85,44.16,35
CZ,2016,S679608,1,1,11.19,124,106,34.41,70
CZ,2016,S704215,1,2,11.6,127,109.5,33.43,27
CZ,2016,S704222,1,2,11.35,125,97,47.12,38
CZ,2016,S704227,1,1,10.84,121,110,45.26,31
CZ,2016,S704290,1,1,11.46,129,114.5,42.98,32
CZ,2016,S737176,1,2,11.61,125,86.3,33.74,68
CZ,2016,S737198,1,2,11.64,125,87.5,42.75,68
CZ,2016,S737314,1,1,11.36,124,116.3,51.18,91
CZ,2016,S737330,1,1,10.95,124,115.5,44.22,27
CZ,2016,S737389,1,1,11.85,127,113,33.37,69
CZ,2016,S737434,1,1,11.16,123,111,35.28,38
CZ,2016,S737456,1,2,11.44,122,90,48.55,36
CZ,2016,S737929,1,2,11.86,125,96,43.24,21
CZ,2016,S737930,1,2,11.8,128,94,21.22,32
CZ,2016,S737934,1,1,10.71,128,110.5,46.34,41
CZ,2016,S737936,1,2,11.47,126,100.5,52.4,42
CZ,2016,S737937,1,2,11.02,124,89.5,47.43,38
CZ,2016,S737941,1,1,11.29,124,124,33.84,35
CZ,2016,S737984,1,1,11.66,127,121,44.17,52
CZ,2016,S737990,1,2,11.94,124,96.5,35.89,27
CZ,2016,S746920,0,1,10.72,121,106.5,39.83,59
CZ,2016,S746970,0,1,11.4,125,111,45.63,63
CZ,2016,S746977,1,2,11.11,119,89,48.78,69
CZ,2016,S804869,0,1,11.41,123,107,26.34,63
CZ,2016,S877401,0,2,11.08,128,96.3,50.77,52
CZ,2016,S877402,0,2,11.4,118,87,42.48,53
CZ,2016,S877406,0,2,10.69,123,87.8,50.85,63
CZ,2016,S877408,0,1,10.65,128,112.8,39.97,53
CZ,2016,S877416,0,1,11.52,121,102,52.09,44
CZ,2016,S877417,0,1,11.15,124,104,49.27,65
CZ,2016,S877421,0,1,10.81,125,107,37.54,43
CZ,2016,S877422,0,1,11.28,122,109,34.14,89
CZ,2016,S877427,0,1,11.54,128,109.3,36.43,73
CZ,2016,S877430,0,2,11.28,127,98.3,49.34,65
CZ,2016,S877433,0,2,10.58,123,100.4,42.09,43
CZ,2016,S877434,0,2,11.44,124,92,49.54,44
CZ,2016,S877653,0,2,10.8,125,91.8,51.5,41
CZ,2016,S877655,0,2,10.95,122,87,36.45,73
CZ,2016,S877659,0,2,11.43,123,92.5,50.27,70
CZ,2016,S879473,0,2,10.71,127,85.5,50.25,57
CZ,2016,S879474,0,1,11.66,130,113.5,50.6,57
CZ,2017,S504203,1,1,12.06,124,104.5,33.62,58
CZ,2017,S504206,1,1,11.5,125,120,54.35,53
CZ,2017,S504213,1,1,11.32,124,105.5,41.9,45
CZ,2017,S504220,1,1,11.47,122,111.5,24.92,67
CZ,2017,S504225,1,2,11.64,126,91,38.52,45
CZ,2017,S504226,1,2,10.48,120,88,45.67,40
CZ,2017,S504228,1,1,11.99,128,111,19.82,64
CZ,2017,S504229,1,2,10.76,123,99.5,28.94,45
CZ,2017,S504232,1,1,11.29,128,109,36.84,46
CZ,2017,S504234,1,1,10.97,126,109.5,50.59,51
CZ,2017,S504235,1,2,11.26,124,100.5,38.83,50
CZ,2017,S504236,1,1,10.93,128,136.5,43.24,50
CZ,2017,S504242,1,2,11.48,126,99,35.75,46
CZ,2017,S504245,1,2,11.31,123,91,40.82,84
CZ,2017,S540814,1,1,11.23,125,119.5,47.31,35
CZ,2017,S677685,1,1,12.24,125,124.5,53.6,36
CZ,2017,S704215,1,2,11.53,126,110.5,28.16,35
CZ,2017,S704217,1,1,10.61,126,110,43.96,33
CZ,2017,S704227,1,1,10.13,121,109.5,52.12,62
CZ,2017,S704290,1,1,11.39,127,116.5,60.15,32
CZ,2017,S737245,1,1,11.42,126,110,45.07,45
CZ,2017,S737930,1,2,11.09,128,98.5,38.89,32
CZ,2017,S737934,1,1,10.92,129,112.5,52.24,44
CZ,2017,S737941,1,1,11.02,123,126.5,37.55,50
CZ,2017,S737984,1,1,12.07,124,125.5,52.38,47
CZ,2017,S737990,1,2,12.26,122,92,35.79,37
CZ,2017,S746965,1,2,11.53,123,93.5,47.67,36
CZ,2017,S746970,1,1,11.29,126,118.5,49.81,36
CZ,2017,S804923,1,1,10.92,124,104,26.52,40
CZ,2017,S804991,1,1,10.78,121,114,52.2,37
CZ,2017,S804993,1,1,11.81,126,120.5,43.47,45
CZ,2017,S804995,1,1,11.78,123,130,39.7,74
CZ,2017,S804996,1,2,11.73,122,85,42.19,37
CZ,2017,S804998,1,1,10.28,121,115.5,53.61,54
CZ,2017,S805000,1,1,11.12,125,114.5,39.47,52
CZ,2017,S877405,1,2,10.98,125,92,30.97,39
CZ,2017,S877408,1,1,11.4,127,117.5,38.61,39
CZ,2017,S877416,1,1,11.59,120,108,50.3,43
CZ,2017,S877417,1,1,11.44,126,108.5,39.83,50
CZ,2017,S877421,1,1,10.95,125,113,35.04,49
CZ,2017,S877424,1,1,11.57,128,111,41.38,40
CZ,2017,S877426,1,1,11.37,123,112.5,38.31,45
CZ,2017,S877427,1,1,10.47,128,116,36.32,43
CZ,2017,S877433,1,2,11.11,123,104,53.94,40
CZ,2017,S877436,1,1,11.66,127,115,51.55,44
CZ,2017,S877440,1,2,11.13,120,89,42.35,87
CZ,2017,S877455,1,2,10.85,123,99.5,43.71,64
CZ,2017,S877456,1,2,12.68,127,95,38.67,54
CZ,2017,S877458,1,2,11.67,123,96,37.32,53
CZ,2017,S877473,1,1,11.17,128,115.5,46.83,66
CZ,2017,S877474,1,2,11.84,128,102.5,38.03,59
CZ,2017,S877657,1,1,11.4,126,115.5,33.24,40
CZ,2017,S877663,1,2,11.03,123,90.5,54.39,66
CZ,2017,S877667,1,1,11.88,124,111,47.39,59
CZ,2017,S877669,1,1,10.44,127,124.5,44.75,70
CZ,2017,S877677,1,2,11.11,123,95,43.49,51
CZ,2017,S879430,1,2,11.67,126,96.5,37.28,74
CZ,2017,S879431,1,1,11.37,127,108,43.26,61
CZ,2017,S879473,1,2,10.83,126,90,67.32,40
CZ,2017,S879476,1,2,11.37,128,91,33.77,52
CZ,2017,S879578,0,1,10.93,126,121,44.14,57
CZ,2017,S879595,0,1,10.71,121,101,18.98,71
CZ,2017,S880502,0,2,11.33,119,87.5,47.11,50
CZ,2017,S880504,0,1,11.38,124,107,42.57,89
CZ,2017,S880567,0,2,10.61,122,90,44.05,44
CZ,2017,S880588,0,1,11.11,127,107,44.65,47
CZ,2017,S952001,0,1,11.06,121,106.5,37.45,59
CZ,2017,S952002,0,1,10.88,127,121.5,44.37,58
CZ,2017,S952012,0,1,10.86,122,109.5,46.57,47
CZ,2017,S952018,0,2,11.71,125,96.5,48.1,58
CZ,2017,S952034,0,1,10.8,124,112.5,52.37,47
CZ,2017,S952035,0,2,11.42,125,88,37.65,50
CZ,2017,S952037,0,2,10.48,123,99.5,63.46,36
CZ,2017,S952038,0,2,10.32,122,85,49.2,33
CZ,2017,S952040,0,2,11.16,129,88.5,34.98,43
