BANDNO,NESTNO,YEAR,SEX,PATERNITY,TARSUS,HEMATOCRIT,PHA,MASS
243013254,429,2006,MALE,WITHIN,18.6,37.4,0.800,8.2
243013255,429,2006,FEMALE,WITHIN,19.1,41.5,1.117,9.6
243013256,429,2006,MALE,WITHIN,18.8,39.4,0.810,8.6
243013257,429,2006,MALE,WITHIN,19.1,44.1,0.437,9.4
243013258,429,2006,MALE,WITHIN,19.0,40.0,0.650,9.5
243011474,430,2006,.,.,19.1,37.6,0.873,10.0
243011475,430,2006,.,.,19.9,39.5,1.357,9.1
243012468,431,2006,.,.,17.8,40.7,0.490,9.8
243012469,431,2006,.,.,18.4,43.6,0.400,9.9
243012470,431,2006,.,.,18.3,39.9,0.507,8.5
243012471,431,2006,.,.,17.9,34.4,0.443,8.8
243013917,432,2006,FEMALE,EXTRA,.,40.7,0.890,9.9
243013918,432,2006,FEMALE,WITHIN,.,40.0,0.577,10.1
243013919,432,2006,FEMALE,WITHIN,.,44.8,0.330,10.4
243013920,432,2006,FEMALE,WITHIN,.,33.3,0.370,10.6
243011686,433,2006,FEMALE,WITHIN,18.7,53.4,0.470,8.8
243011687,433,2006,FEMALE,WITHIN,18.3,47.8,0.323,8.8
243011688,433,2006,FEMALE,WITHIN,18.5,48.3,0.277,9.2
243011689,433,2006,MALE,WITHIN,18.7,48.2,0.253,8.9
243011690,433,2006,FEMALE,WITHIN,19.0,49.6,0.407,9.2
243013262,434,2006,FEMALE,EXTRA,18.3,50.5,0.403,10.0
243013263,434,2006,FEMALE,WITHIN,19.1,37.1,0.283,9.6
243013264,434,2006,MALE,EXTRA,16.9,48.8,0.257,8.7
243013265,434,2006,FEMALE,WITHIN,17.4,33.6,0.023,7.5
243013266,434,2006,MALE,WITHIN,19.6,39.9,0.563,10.4
243013267,434,2006,MALE,WITHIN,19.6,40.8,0.180,10.0
243011853,435,2006,MALE,WITHIN,.,37.6,0.443,8.8
243011854,435,2006,MALE,WITHIN,.,41.1,0.477,10.0
243011855,435,2006,FEMALE,WITHIN,.,39.6,0.343,9.8
243011857,435,2006,MALE,WITHIN,.,38.6,0.343,9.2
243011858,435,2006,FEMALE,WITHIN,.,40.9,0.250,9.2
243011859,435,2006,MALE,WITHIN,.,36.3,0.400,9.4
243011860,435,2006,FEMALE,WITHIN,.,40.2,0.620,9.2
246090002,437,2006,MALE,WITHIN,18.6,42.3,0.317,9.7
246090003,437,2006,FEMALE,WITHIN,18.8,46.5,0.477,9.3
246090004,437,2006,MALE,WITHIN,18.5,48.7,0.400,9.1
246090005,437,2006,MALE,EXTRA,18.6,45.8,0.360,8.8
246090006,437,2006,MALE,WITHIN,18.5,48.2,0.513,10.0
246090007,437,2006,FEMALE,WITHIN,19.2,46.5,0.377,8.9
243011776,438,2006,MALE,WITHIN,.,53.2,0.090,10.1
243011777,438,2006,MALE,WITHIN,.,56.9,0.490,10.5
243011778,438,2006,MALE,WITHIN,.,59.5,0.360,10.3
243011779,438,2006,MALE,WITHIN,.,55.3,0.393,10.0
243011780,438,2006,MALE,WITHIN,.,48.0,0.383,10.4
243011781,438,2006,MALE,WITHIN,.,56.7,0.453,10.4
243011782,438,2006,MALE,WITHIN,.,60.8,0.243,9.7
246090016,439,2006,.,.,19.5,39.0,0.530,9.3
246090017,439,2006,.,.,18.2,35.6,0.373,8.7
246090018,439,2006,.,.,18.7,40.1,0.760,9.8
246090019,439,2006,.,.,18.7,46.1,0.777,9.6
246090020,439,2006,.,.,18.3,44.8,0.550,9.5
243012751,440,2006,FEMALE,WITHIN,.,39.1,.,9.7
243012752,440,2006,MALE,WITHIN,.,48.9,.,10.1
243012753,440,2006,MALE,EXTRA,.,43.1,.,9.5
243012754,440,2006,.,.,.,42.8,.,9.8
243012052,441,2006,FEMALE,WITHIN,.,40.9,0.473,9.8
243012053,441,2006,FEMALE,WITHIN,.,41.3,0.860,10.8
243012054,441,2006,FEMALE,WITHIN,.,48.4,0.873,11.8
243012055,441,2006,FEMALE,.,.,42.6,0.640,9.5
243012056,441,2006,FEMALE,WITHIN,.,41.7,0.707,10.8
243012057,441,2006,FEMALE,EXTRA,.,37.5,0.623,10.2
243012058,441,2006,MALE,WITHIN,.,37.3,0.783,10.2
246090517,442,2006,FEMALE,WITHIN,19.4,59.9,0.740,10.2
246090518,442,2006,FEMALE,WITHIN,17.8,56.8,0.470,9.5
246090519,442,2006,MALE,WITHIN,19.3,42.8,0.830,10.4
246090520,442,2006,FEMALE,EXTRA,18.4,55.0,1.327,9.1
246090521,442,2006,MALE,EXTRA,19.3,51.8,1.063,9.9
243012730,443,2006,FEMALE,WITHIN,.,47.1,0.683,9.0
243012731,443,2006,MALE,WITHIN,.,43.3,0.500,10.3
243012732,443,2006,MALE,WITHIN,.,39.8,0.780,9.1
243012733,443,2006,MALE,WITHIN,.,46.1,0.657,9.8
243012734,443,2006,MALE,WITHIN,.,42.6,0.540,9.0
246090234,444,2006,FEMALE,WITHIN,17.8,39.2,0.613,10.6
246090235,444,2006,MALE,WITHIN,19.6,43.8,0.513,11.2
246090236,444,2006,FEMALE,EXTRA,18.8,42.9,0.550,10.8
246090237,444,2006,MALE,WITHIN,19.4,47.2,0.800,11.1
243013532,445,2006,MALE,WITHIN,19.1,38.0,0.630,9.3
243013533,445,2006,MALE,WITHIN,19.5,41.1,0.477,9.7
243013534,445,2006,MALE,WITHIN,18.8,44.3,0.813,9.2
243013535,445,2006,MALE,WITHIN,19.9,34.8,0.943,9.7
243013536,445,2006,FEMALE,WITHIN,19.0,42.8,0.813,9.0
243013537,445,2006,FEMALE,WITHIN,18.6,41.4,1.060,9.6
243012402,446,2006,MALE,WITHIN,18.6,51.1,0.857,10.5
243012403,446,2006,FEMALE,WITHIN,17.0,58.9,0.510,9.6
243012404,446,2006,MALE,WITHIN,17.8,50.0,1.043,9.6
243012405,446,2006,FEMALE,WITHIN,18.3,55.8,0.640,9.4
243012406,446,2006,FEMALE,EXTRA,18.2,54.2,0.293,9.4
243013619,447,2006,FEMALE,WITHIN,19.6,38.3,0.520,9.7
243013620,447,2006,FEMALE,WITHIN,18.8,44.5,0.507,9.2
243013621,447,2006,MALE,WITHIN,19.5,40.5,0.790,10.0
243013622,447,2006,MALE,WITHIN,18.8,43.1,0.717,9.7
243013623,447,2006,FEMALE,WITHIN,19.0,44.6,0.563,9.6
243013624,447,2006,MALE,WITHIN,19.3,39.9,0.510,9.6
243012563,448,2006,MALE,WITHIN,18.8,59.7,0.540,9.4
243012564,448,2006,FEMALE,WITHIN,18.0,42.9,0.217,8.9
243012565,448,2006,FEMALE,WITHIN,18.3,38.5,0.333,9.1
243012566,448,2006,FEMALE,WITHIN,18.3,38.0,0.687,9.2
243012567,448,2006,MALE,WITHIN,18.6,40.4,0.237,9.2
243012568,448,2006,FEMALE,WITHIN,19.2,41.6,0.370,9.0
243012569,448,2006,MALE,WITHIN,19.2,38.7,0.560,9.1
243013963,449,2006,MALE,WITHIN,16.7,40.7,0.600,8.0
243013964,449,2006,MALE,WITHIN,17.3,33.2,0.193,8.1
243013965,449,2006,FEMALE,WITHIN,17.9,40.2,0.613,9.1
243011491,450,2006,FEMALE,WITHIN,18.5,43.4,0.740,10.5
243011492,450,2006,FEMALE,WITHIN,19.7,42.6,0.493,10.4
243011493,450,2006,MALE,WITHIN,18.9,43.8,0.677,10.3
243011494,450,2006,FEMALE,WITHIN,18.3,47.9,0.887,9.8
243011495,450,2006,MALE,WITHIN,18.8,40.3,0.773,10.1
243011496,450,2006,FEMALE,WITHIN,18.1,36.3,0.887,9.8
243013017,451,2006,FEMALE,.,19.2,36.8,0.727,9.4
243013018,451,2006,FEMALE,EXTRA,18.7,40.7,0.380,9.8
243013019,451,2006,MALE,WITHIN,15.3,33.1,0.387,6.9
243013020,451,2006,FEMALE,WITHIN,17.4,38.5,0.490,9.0
243013021,451,2006,MALE,WITHIN,18.2,35.7,0.540,9.6
243013022,451,2006,MALE,WITHIN,16.8,34.5,0.420,8.6
243013023,451,2006,FEMALE,WITHIN,18.5,40.7,0.503,9.6
243012521,452,2006,MALE,WITHIN,.,39.7,1.057,10.5
243012522,452,2006,MALE,WITHIN,.,38.3,0.787,10.1
243012523,452,2006,FEMALE,WITHIN,.,38.1,1.147,9.6
243012524,452,2006,FEMALE,WITHIN,.,41.1,0.983,10.1
243012525,452,2006,MALE,WITHIN,.,32.8,0.677,9.6
243012526,452,2006,MALE,WITHIN,.,35.2,1.177,10.8
243013767,453,2006,MALE,WITHIN,.,41.5,0.577,9.2
243013769,453,2006,FEMALE,WITHIN,.,27.6,0.023,6.4
243013770,453,2006,FEMALE,WITHIN,.,48.3,0.350,8.3
243012157,454,2006,MALE,EXTRA,19.1,40.7,0.227,10.5
243012158,454,2006,MALE,EXTRA,19.0,39.4,0.510,10.4
243012159,454,2006,FEMALE,WITHIN,18.9,41.7,0.670,10.7
243012160,454,2006,FEMALE,EXTRA,16.2,35.8,0.330,8.3
243012161,454,2006,MALE,WITHIN,19.9,36.3,0.410,10.5
243012162,454,2006,FEMALE,EXTRA,18.3,40.2,0.557,10.1
243012163,454,2006,MALE,EXTRA,18.0,40.5,0.790,10.2
243012407,456,2006,MALE,EXTRA,18.6,40.8,0.230,10.6
243012408,456,2006,MALE,EXTRA,18.8,40.9,0.237,10.2
243012409,456,2006,MALE,EXTRA,18.0,39.6,0.820,8.8
243012410,456,2006,MALE,EXTRA,16.9,42.3,0.870,8.9
243012411,456,2006,FEMALE,EXTRA,18.0,41.1,1.347,9.5
243012412,456,2006,MALE,EXTRA,17.5,40.7,0.853,9.8
243012413,456,2006,MALE,EXTRA,17.8,38.6,0.570,9.3
243013668,457,2006,.,.,17.6,49.7,0.937,10.0
243013669,457,2006,MALE,EXTRA,17.4,65.3,0.603,9.6
243013670,457,2006,.,.,18.0,52.3,0.823,10.0
243013637,458,2006,.,.,18.6,41.9,0.620,11.1
243013638,458,2006,.,.,18.6,50.9,0.850,10.7
243013639,458,2006,.,.,17.8,46.3,0.743,10.6
243013640,458,2006,.,.,18.7,43.7,0.843,11.1
243011626,459,2006,MALE,EXTRA,18.1,46.2,0.327,10.7
243011627,459,2006,MALE,EXTRA,18.4,40.7,0.683,10.9
243011628,459,2006,MALE,EXTRA,18.0,47.5,0.757,11.1
243011629,459,2006,MALE,EXTRA,18.5,45.6,0.977,11.7
243011630,459,2006,FEMALE,EXTRA,17.3,43.9,0.640,9.6
243011631,459,2006,MALE,EXTRA,18.4,42.6,0.617,11.3
243013924,460,2006,FEMALE,WITHIN,.,24.1,0.520,10.6
243012512,461,2006,MALE,WITHIN,18.3,43.5,0.193,9.1
243012513,461,2006,FEMALE,WITHIN,17.5,42.5,0.107,8.9
243012514,461,2006,MALE,WITHIN,18.8,39.2,0.120,9.7
243012517,461,2006,FEMALE,WITHIN,18.7,39.2,0.117,9.7
243012518,461,2006,FEMALE,WITHIN,18.6,35.3,0.037,9.1
243012519,461,2006,MALE,WITHIN,18.7,40.9,0.000,9.9
243012589,462,2006,MALE,.,19.3,31.6,0.863,11.0
243013625,462,2006,MALE,.,18.6,32.2,0.583,10.5
243013626,462,2006,FEMALE,WITHIN,19.8,40.9,.,10.8
243013627,462,2006,MALE,WITHIN,19.3,36.6,0.487,10.7
243013628,462,2006,FEMALE,.,19.1,42.5,0.490,10.2
243012420,463,2006,MALE,WITHIN,17.3,37.3,0.607,8.1
243012421,463,2006,FEMALE,WITHIN,17.6,34.2,1.723,8.5
243012422,463,2006,FEMALE,WITHIN,17.8,35.0,0.927,7.8
243012423,463,2006,MALE,WITHIN,.,32.1,1.023,8.7
243012424,463,2006,FEMALE,WITHIN,18.4,33.0,1.117,8.1
243012425,463,2006,MALE,EXTRA,18.2,39.0,1.223,8.4
243013057,465,2006,FEMALE,WITHIN,19.1,54.7,0.747,9.9
243013058,465,2006,MALE,WITHIN,18.8,40.6,0.340,8.9
243013059,465,2006,FEMALE,WITHIN,18.2,54.0,1.363,8.8
243013060,465,2006,MALE,WITHIN,18.3,52.4,0.743,9.6
243012153,466,2006,FEMALE,WITHIN,.,35.9,1.053,9.7
243012154,466,2006,FEMALE,WITHIN,.,34.9,0.850,8.8
243012155,466,2006,MALE,WITHIN,.,46.9,0.853,9.5
243012156,466,2006,FEMALE,WITHIN,.,39.3,0.810,9.4
243013629,467,2006,MALE,WITHIN,19.0,45.8,0.690,9.9
243012414,469,2006,MALE,WITHIN,18.7,35.5,0.630,10.5
243012415,469,2006,FEMALE,EXTRA,19.1,40.3,0.277,9.5
243012416,469,2006,MALE,WITHIN,19.1,37.8,0.577,10.0
243012417,469,2006,FEMALE,WITHIN,18.5,33.5,0.227,10.0
243012418,469,2006,MALE,WITHIN,18.9,36.7,1.050,10.8
243013760,470,2006,.,.,19.5,38.2,0.503,8.5
243013761,470,2006,.,.,.,40.8,.,9.0
243013762,470,2006,.,.,18.6,36.8,0.780,9.4
243013763,470,2006,.,.,19.2,32.2,1.013,9.8
243013764,471,2006,.,.,19.3,41.0,0.660,9.4
243013765,471,2006,.,.,18.8,37.5,0.507,8.8
243013766,471,2006,.,.,19.1,40.8,0.950,9.3
243012481,472,2006,MALE,WITHIN,.,47.1,0.797,9.9
243012482,472,2006,MALE,WITHIN,.,33.6,.,10.0
243012483,472,2006,MALE,WITHIN,.,45.0,0.697,9.9
243012484,472,2006,FEMALE,WITHIN,.,46.0,0.977,10.4
243011490,473,2006,FEMALE,WITHIN,.,40.1,0.677,10.3
243012735,473,2006,FEMALE,WITHIN,.,38.3,1.443,10.9
243012736,473,2006,MALE,WITHIN,.,40.8,0.983,10.8
243012737,473,2006,MALE,WITHIN,.,41.6,0.943,11.5
243012738,473,2006,FEMALE,WITHIN,.,35.6,1.313,10.8
243012739,473,2006,FEMALE,WITHIN,.,35.6,1.467,11.2
243012601,474,2006,FEMALE,WITHIN,.,35.9,1.107,10.7
243012602,474,2006,.,.,.,34.8,0.713,10.4
243012603,474,2006,MALE,WITHIN,.,33.5,0.617,11.5
243012604,474,2006,MALE,WITHIN,.,34.0,0.907,10.5
243012485,475,2006,MALE,EXTRA,.,33.3,1.143,10.2
243012486,475,2006,FEMALE,EXTRA,.,44.7,1.123,10.8
243012487,475,2006,MALE,WITHIN,.,38.9,1.017,11.3
243012488,475,2006,FEMALE,WITHIN,.,41.2,0.940,10.2
243013538,476,2006,FEMALE,WITHIN,18.1,39.9,1.123,9.8
243013539,476,2006,FEMALE,WITHIN,18.6,43.8,2.133,9.9
243013540,476,2006,FEMALE,WITHIN,18.4,38.9,0.697,9.7
243013541,476,2006,MALE,.,18.8,43.6,0.543,10.2
243013542,476,2006,FEMALE,WITHIN,18.2,35.9,0.763,10.5
243013543,476,2006,MALE,WITHIN,18.7,39.7,0.683,10.9
246090247,479,2006,.,.,18.4,43.0,1.107,8.8
246090248,479,2006,.,.,18.2,38.5,1.000,9.1
246090249,479,2006,.,.,16.2,37.4,0.747,6.4
246090250,479,2006,.,.,17.8,42.7,0.787,9.3
246090251,479,2006,.,.,17.3,44.3,1.067,8.2
246090252,479,2006,.,.,18.3,39.0,1.113,8.2
243013779,480,2006,MALE,WITHIN,17.7,.,0.643,9.1
243013780,480,2006,MALE,WITHIN,18.1,.,0.823,9.9
243013781,480,2006,MALE,WITHIN,18.9,.,0.717,10.3
243013782,480,2006,MALE,WITHIN,18.9,.,0.837,9.8
243013783,480,2006,FEMALE,WITHIN,18.7,.,0.743,9.8
243013784,480,2006,MALE,WITHIN,18.9,.,0.363,10.0
243012570,481,2006,FEMALE,WITHIN,19.5,33.7,0.267,9.9
243012571,481,2006,MALE,WITHIN,19.2,53.8,0.447,9.4
243012572,481,2006,MALE,WITHIN,18.9,40.6,0.300,9.8
243012573,481,2006,MALE,.,19.5,34.8,0.287,9.6
243012574,481,2006,FEMALE,WITHIN,19.0,39.2,0.000,9.7
243012575,481,2006,MALE,WITHIN,18.7,34.3,0.250,10.2
243013631,482,2006,.,.,19.0,50.3,1.057,10.7
243013632,482,2006,.,.,19.0,43.3,1.130,10.9
243013633,482,2006,.,.,18.7,35.0,0.603,10.6
243013634,482,2006,.,.,17.9,31.0,0.810,9.7
243013635,482,2006,.,.,18.1,48.4,0.523,11.4
243013636,482,2006,.,.,18.3,37.1,0.683,10.6
243012576,483,2006,.,.,.,42.3,.,9.5
243012577,483,2006,.,.,17.3,42.3,.,9.6
243012578,483,2006,.,.,17.3,46.3,.,9.4
243012579,483,2006,.,.,17.9,42.5,.,9.4
243013067,484,2006,MALE,.,.,47.4,0.643,10.2
243013068,484,2006,MALE,.,.,38.6,0.747,9.8
243013069,484,2006,FEMALE,.,.,43.0,0.900,9.4
243013070,484,2006,MALE,.,.,41.8,0.630,10.4
243013071,484,2006,MALE,.,.,34.7,0.650,9.7
243013072,484,2006,FEMALE,.,.,46.9,0.647,9.3
243013073,484,2006,MALE,.,.,24.0,0.400,9.2
243013958,486,2006,MALE,WITHIN,.,47.4,0.830,7.5
243013959,486,2006,FEMALE,WITHIN,.,58.5,0.513,8.7
243013960,486,2006,MALE,WITHIN,.,39.8,0.683,8.2
243013961,486,2006,FEMALE,WITHIN,.,52.1,0.903,9.3
243013962,486,2006,MALE,WITHIN,.,49.7,0.553,8.9
243012840,487,2006,FEMALE,WITHIN,18.5,43.1,0.193,10.1
243012841,487,2006,FEMALE,WITHIN,18.2,38.8,0.410,9.8
243012842,487,2006,MALE,WITHIN,18.4,42.9,0.277,9.6
243012843,487,2006,MALE,WITHIN,18.6,37.7,0.350,9.9
243012844,487,2006,FEMALE,WITHIN,18.6,37.5,0.110,9.2
243012845,487,2006,FEMALE,WITHIN,18.1,43.1,0.420,9.4
243012846,487,2006,MALE,WITHIN,18.7,41.4,0.223,9.6
243013967,488,2006,MALE,WITHIN,18.6,.,0.533,.
243013968,488,2006,FEMALE,WITHIN,19.3,.,.,.
243013969,488,2006,FEMALE,WITHIN,19.1,.,.,.
243013970,488,2006,FEMALE,WITHIN,17.5,25.9,0.413,7.4
243012690,489,2006,MALE,EXTRA,.,38.3,0.350,8.6
243012691,489,2006,FEMALE,WITHIN,.,44.2,0.413,8.5
243012692,489,2006,FEMALE,WITHIN,.,28.2,0.000,5.6
243012693,489,2006,FEMALE,WITHIN,.,37.9,0.567,8.6
246090225,490,2006,.,.,18.1,22.6,0.560,9.9
246090226,490,2006,.,.,17.5,33.4,0.790,7.9
246090510,492,2006,.,.,18.3,45.5,0.760,9.2
246090511,492,2006,.,.,18.6,46.7,0.877,9.2
246090512,492,2006,.,.,18.5,50.2,0.393,8.6
246090513,492,2006,.,.,16.3,36.1,0.277,6.5
246090514,492,2006,.,.,18.9,48.2,0.413,9.5
246090515,492,2006,.,.,19.2,49.2,0.603,9.2
243012580,493,2006,FEMALE,.,17.7,35.1,0.987,9.4
243012581,493,2006,FEMALE,WITHIN,18.2,34.1,0.700,8.1
243012582,493,2006,MALE,WITHIN,18.5,33.9,0.783,8.8
243012583,493,2006,FEMALE,WITHIN,17.9,31.8,1.197,8.0
243012584,493,2006,FEMALE,WITHIN,18.0,41.1,0.733,8.7
243011862,494,2006,MALE,WITHIN,17.9,41.7,0.360,9.4
243011863,494,2006,MALE,WITHIN,18.4,43.2,0.577,9.1
243011864,494,2006,MALE,WITHIN,18.8,42.4,0.283,9.1
243011865,494,2006,MALE,WITHIN,18.8,39.9,1.173,9.3
243011866,494,2006,MALE,WITHIN,17.1,40.5,0.770,8.7
243011867,494,2006,FEMALE,WITHIN,18.5,39.5,0.417,8.7
243011868,494,2006,MALE,WITHIN,18.3,37.8,0.393,9.4
243013048,495,2006,MALE,WITHIN,18.8,50.0,0.870,9.8
243013049,495,2006,MALE,WITHIN,18.9,52.7,0.850,10.3
243013050,495,2006,MALE,WITHIN,18.7,49.0,0.533,10.3
243013051,495,2006,FEMALE,.,18.3,51.1,0.667,10.2
243013052,495,2006,MALE,WITHIN,19.2,43.9,0.200,9.9
243013053,495,2006,FEMALE,WITHIN,19.5,51.8,0.883,10.0
243012635,496,2006,MALE,WITHIN,18.2,47.5,0.497,8.4
243012636,496,2006,MALE,WITHIN,19.2,33.1,0.587,9.4
243012637,496,2006,FEMALE,WITHIN,18.4,39.3,0.387,9.3
243012638,496,2006,MALE,WITHIN,17.5,38.4,0.523,8.3
243012639,496,2006,MALE,WITHIN,19.0,45.9,0.597,8.7
243012640,496,2006,FEMALE,WITHIN,18.3,33.4,0.627,8.3
243012641,496,2006,FEMALE,WITHIN,17.7,51.5,0.707,8.7
243012122,497,2006,MALE,WITHIN,18.7,41.2,0.143,9.5
243012123,497,2006,MALE,WITHIN,17.9,32.6,0.157,9.2
243012124,497,2006,MALE,WITHIN,18.5,34.9,0.060,9.2
243012125,497,2006,FEMALE,WITHIN,18.2,38.3,0.563,9.7
243012126,497,2006,MALE,WITHIN,18.2,39.4,0.373,9.6
243012127,497,2006,MALE,WITHIN,18.3,37.2,0.453,9.1
243012128,497,2006,MALE,WITHIN,19.6,35.7,0.547,9.8
243011188,498,2006,.,.,17.6,32.5,0.930,9.7
243011189,498,2006,.,.,17.7,38.1,0.887,9.6
243011190,498,2006,.,.,17.0,34.8,0.483,9.3
243011191,498,2006,.,.,15.9,41.5,0.770,8.5
246090227,499,2006,FEMALE,WITHIN,18.9,40.4,1.623,9.9
246090228,499,2006,FEMALE,WITHIN,19.0,38.6,1.313,9.5
246090229,499,2006,FEMALE,WITHIN,18.6,35.9,0.980,9.6
243013641,501,2006,.,.,.,44.4,0.237,8.5
243013642,501,2006,.,.,.,36.7,0.797,9.4
243013643,501,2006,.,.,.,38.1,0.583,8.5
243013644,501,2006,.,.,.,39.1,0.373,8.3
243013645,501,2006,.,.,.,39.5,0.853,9.4
243013646,501,2006,.,.,.,40.0,0.363,8.4
243012829,504,2006,.,.,19.2,33.6,0.410,9.5
243012830,504,2006,.,.,18.7,34.7,0.457,8.6
243012831,504,2006,.,.,18.8,39.0,0.407,8.9
243012832,504,2006,.,.,18.9,37.4,0.380,10.2
243012833,504,2006,.,.,19.3,44.0,0.437,9.3
243012834,504,2006,.,.,18.9,38.6,0.433,10.1
243012643,505,2006,MALE,WITHIN,19.3,34.2,1.120,9.2
243012644,505,2006,MALE,WITHIN,18.6,32.6,0.607,9.5
243012645,505,2006,FEMALE,WITHIN,18.8,33.2,0.867,9.3
243012646,505,2006,MALE,WITHIN,19.1,39.1,0.903,10.3
243012647,505,2006,FEMALE,WITHIN,16.0,31.8,0.390,6.5
243012648,505,2006,MALE,WITHIN,19.1,29.8,0.987,8.9
243012649,505,2006,MALE,WITHIN,19.0,35.3,0.777,9.2
243012534,506,2006,MALE,EXTRA,18.2,55.9,0.237,9.1
243012535,506,2006,FEMALE,WITHIN,18.4,45.1,0.380,9.5
243012536,506,2006,FEMALE,WITHIN,18.4,39.0,0.493,9.8
243012537,506,2006,MALE,WITHIN,18.9,41.8,0.433,9.6
243012538,506,2006,MALE,EXTRA,17.9,52.2,0.560,9.2
243012898,507,2006,FEMALE,WITHIN,18.2,33.6,0.663,9.8
243012899,507,2006,MALE,WITHIN,19.1,39.8,0.730,10.0
243012900,507,2006,FEMALE,WITHIN,17.8,39.8,0.617,10.2
243013501,507,2006,FEMALE,WITHIN,18.5,38.2,1.167,9.7
243013502,507,2006,FEMALE,WITHIN,18.3,41.3,1.347,10.6
243013503,507,2006,MALE,WITHIN,17.8,42.4,1.323,9.4
243013504,507,2006,MALE,WITHIN,18.8,37.0,0.700,10.3
243012835,508,2006,FEMALE,WITHIN,17.1,45.4,0.510,9.2
243012836,508,2006,MALE,WITHIN,18.7,36.8,0.490,9.8
243012837,508,2006,FEMALE,WITHIN,17.9,36.6,0.730,10.3
243012838,508,2006,MALE,WITHIN,17.2,36.2,0.350,8.5
243012839,508,2006,MALE,WITHIN,18.5,40.0,0.693,9.4
243012099,510,2006,MALE,WITHIN,18.9,44.1,0.790,8.9
243012791,510,2006,MALE,WITHIN,17.8,44.9,0.607,8.5
243012792,510,2006,MALE,WITHIN,18.3,43.5,0.643,8.1
243012793,510,2006,MALE,EXTRA,19.0,47.4,0.633,10.0
243012794,510,2006,MALE,WITHIN,18.1,48.7,0.623,8.3
243012796,510,2006,MALE,WITHIN,18.3,40.4,1.490,8.8
243012797,510,2006,FEMALE,WITHIN,18.5,38.7,0.607,8.7
243012714,511,2006,FEMALE,EXTRA,19.7,37.1,0.963,9.6
243012715,511,2006,FEMALE,EXTRA,19.0,40.1,0.997,10.2
243012716,511,2006,MALE,EXTRA,18.6,41.6,0.940,9.4
243012717,511,2006,MALE,WITHIN,18.2,36.5,0.733,9.3
243012718,511,2006,MALE,EXTRA,19.1,41.5,1.393,10.4
243012728,511,2006,FEMALE,EXTRA,18.9,44.7,0.550,9.3
243012698,512,2006,FEMALE,WITHIN,18.5,38.4,0.690,9.3
243012699,512,2006,FEMALE,WITHIN,18.6,38.3,0.867,8.9
243012700,512,2006,FEMALE,WITHIN,18.4,40.8,0.467,9.0
243012824,513,2006,.,.,18.4,40.7,0.227,10.4
243012825,513,2006,.,.,18.4,40.5,0.997,9.4
243012826,513,2006,.,.,18.4,44.6,0.587,10.0
243012827,513,2006,.,.,18.2,49.0,0.567,8.9
243012828,513,2006,.,.,18.0,34.8,0.687,10.0
243012801,514,2006,.,.,18.5,34.7,0.547,9.3
243012802,514,2006,.,.,18.8,43.9,0.797,10.2
243012803,514,2006,.,.,19.0,41.6,0.747,10.2
243012804,514,2006,.,.,18.1,37.5,0.590,9.2
243012805,514,2006,.,.,17.7,35.5,0.687,9.5
243012806,514,2006,.,.,18.6,32.8,0.670,9.3
243013055,515,2006,MALE,WITHIN,18.6,45.7,0.797,9.5
243012130,517,2006,MALE,WITHIN,18.6,48.9,0.420,9.6
243012131,517,2006,MALE,WITHIN,18.5,40.5,0.353,9.7
243012132,517,2006,MALE,WITHIN,17.8,44.9,0.303,9.5
243012133,517,2006,FEMALE,WITHIN,17.9,46.2,0.263,8.8
243012134,517,2006,FEMALE,WITHIN,17.8,42.6,0.493,8.5
243012135,517,2006,FEMALE,WITHIN,18.0,40.0,0.510,9.3
243013097,518,2006,.,.,.,36.6,.,8.7
243013098,518,2006,.,.,19.0,41.3,.,8.4
243013099,518,2006,.,.,17.4,40.6,.,7.5
243013100,518,2006,.,.,17.0,47.9,.,7.2
246090401,518,2006,.,.,18.7,41.1,.,8.7
243012893,519,2006,MALE,EXTRA,18.6,41.4,0.620,9.2
243012894,519,2006,MALE,EXTRA,17.3,40.8,0.567,8.5
243012895,519,2006,FEMALE,EXTRA,17.8,37.8,0.490,9.3
243012896,519,2006,FEMALE,EXTRA,17.9,43.0,0.220,8.8
243012897,519,2006,FEMALE,EXTRA,18.2,40.1,0.457,9.4
243012506,520,2006,FEMALE,WITHIN,.,39.5,0.850,10.6
243012507,520,2006,FEMALE,WITHIN,.,42.5,1.130,10.2
243012508,520,2006,MALE,WITHIN,.,37.2,1.283,11.0
243012509,520,2006,MALE,WITHIN,.,40.8,0.973,10.3
243012510,520,2006,MALE,WITHIN,.,42.8,0.920,10.5
243012684,521,2006,FEMALE,WITHIN,.,38.2,0.303,8.7
243012685,521,2006,FEMALE,WITHIN,.,44.1,0.427,9.0
243012686,521,2006,FEMALE,WITHIN,.,36.9,0.273,8.9
243012687,521,2006,MALE,WITHIN,.,44.0,0.437,8.7
243012688,521,2006,MALE,WITHIN,.,33.9,0.607,9.7
243012147,522,2006,FEMALE,WITHIN,17.7,38.1,0.690,8.7
243012148,522,2006,MALE,WITHIN,17.9,36.6,0.580,10.0
243012149,522,2006,FEMALE,WITHIN,18.2,30.9,0.373,9.5
243012150,522,2006,FEMALE,WITHIN,18.9,34.9,0.450,9.8
243012151,522,2006,FEMALE,WITHIN,18.0,41.9,0.833,9.9
243012152,522,2006,FEMALE,WITHIN,18.2,36.4,0.383,10.0
