BANDNO,NESTNO,YEAR,SEX,PATERNITY,TARSUS,HEMATOCRIT,PHA,MASS
243011077,201,2005,FEMALE,WITHIN,.,50.6,0.167,10.1
243011078,201,2005,MALE,WITHIN,.,49.1,0.300,10.5
237035761,202,2005,FEMALE,WITHIN,.,57.6,0.473,9.7
237035762,202,2005,MALE,WITHIN,.,59.4,0.250,10.4
237035763,202,2005,FEMALE,WITHIN,.,55.2,0.233,9.6
237035764,202,2005,FEMALE,WITHIN,.,53.2,0.290,10.2
237035765,202,2005,FEMALE,WITHIN,.,59.7,0.230,10.0
237035766,202,2005,MALE,WITHIN,.,46.7,0.467,10.7
237035768,202,2005,FEMALE,.,.,55.9,0.433,9.6
243011326,203,2005,MALE,.,18.3,36.1,0.243,9.8
243011327,203,2005,MALE,WITHIN,18.7,34.1,0.193,10.7
243011328,203,2005,FEMALE,WITHIN,17.5,36.7,0.103,9.1
243011329,203,2005,MALE,EXTRA,18.5,30.6,0.137,9.5
243011182,204,2005,FEMALE,EXTRA,18.0,39.9,.,10.6
243011183,204,2005,MALE,EXTRA,18.2,44.1,.,10.3
243011184,204,2005,MALE,EXTRA,16.9,40.9,.,8.7
243011186,204,2005,MALE,EXTRA,18.5,.,.,10.8
243011187,204,2005,FEMALE,WITHIN,17.9,43.5,.,10.2
243011708,205,2005,FEMALE,WITHIN,18.8,47.4,0.550,9.1
243011709,205,2005,FEMALE,WITHIN,18.6,43.5,0.380,8.6
243011710,205,2005,FEMALE,WITHIN,18.9,45.9,0.313,9.4
243011711,205,2005,MALE,WITHIN,18.9,44.4,0.423,9.0
243011712,205,2005,FEMALE,WITHIN,18.5,43.9,0.310,9.5
243010565,206,2005,.,.,18.3,42.5,0.357,11.0
243010566,206,2005,.,.,18.6,36.6,0.180,10.4
243010567,206,2005,.,.,18.6,37.4,0.660,11.5
243010568,206,2005,.,.,18.1,45.9,0.290,10.8
243010569,206,2005,.,.,17.8,46.4,0.473,10.7
243010570,206,2005,.,.,18.6,42.5,0.177,9.2
243011928,207,2005,FEMALE,WITHIN,.,39.6,.,10.2
243011929,207,2005,MALE,WITHIN,.,40.6,.,9.8
243011930,207,2005,FEMALE,WITHIN,.,36.8,.,9.7
243011931,207,2005,FEMALE,WITHIN,.,38.5,.,10.2
243011932,207,2005,FEMALE,WITHIN,.,44.1,.,10.0
243011922,209,2005,FEMALE,.,.,40.9,.,10.2
243011923,209,2005,MALE,WITHIN,.,47.6,.,9.7
243011924,209,2005,FEMALE,WITHIN,.,38.7,.,10.1
243011925,209,2005,FEMALE,WITHIN,.,40.8,.,10.7
243011926,209,2005,FEMALE,WITHIN,.,49.3,.,10.2
243011927,209,2005,MALE,WITHIN,.,42.0,.,11.0
243011334,210,2005,FEMALE,EXTRA,19.1,33.6,0.187,10.3
243011335,210,2005,FEMALE,WITHIN,.,36.8,.,9.8
243011336,210,2005,MALE,WITHIN,18.7,42.2,0.240,9.8
243011337,210,2005,FEMALE,EXTRA,18.8,35.5,0.400,10.0
243011338,210,2005,FEMALE,WITHIN,19.4,39.1,0.350,9.6
243011586,211,2005,MALE,EXTRA,.,40.3,.,9.8
243011587,211,2005,MALE,EXTRA,.,39.6,.,10.3
243011588,211,2005,MALE,EXTRA,.,41.0,.,9.8
243011589,211,2005,FEMALE,EXTRA,.,35.3,.,9.8
243011590,211,2005,MALE,EXTRA,.,41.3,.,10.1
243011393,217,2005,FEMALE,.,.,46.7,.,10.9
243011394,217,2005,MALE,WITHIN,.,44.6,.,10.9
243011395,217,2005,MALE,.,.,44.8,.,10.6
243011396,217,2005,.,.,.,.,.,10.2
243010589,218,2005,FEMALE,WITHIN,18.3,32.0,0.023,9.4
243010590,218,2005,MALE,WITHIN,18.9,40.0,0.550,10.1
243010928,219,2005,FEMALE,EXTRA,17.2,45.8,.,8.6
243010929,219,2005,MALE,EXTRA,17.8,46.0,0.103,9.0
243010930,219,2005,FEMALE,EXTRA,17.3,36.0,0.053,9.6
243010931,219,2005,MALE,EXTRA,18.7,44.4,0.107,9.6
243010932,219,2005,MALE,EXTRA,18.1,42.4,.,9.2
243010933,221,2005,FEMALE,WITHIN,17.4,44.1,0.200,9.0
243010934,221,2005,FEMALE,WITHIN,18.5,39.4,0.160,9.2
243010935,221,2005,FEMALE,WITHIN,18.6,40.2,0.070,9.5
243010936,221,2005,FEMALE,WITHIN,18.7,39.9,0.020,9.8
243010937,221,2005,MALE,WITHIN,19.3,34.4,0.040,9.7
243010938,221,2005,FEMALE,WITHIN,18.6,37.3,0.190,9.6
237035173,222,2005,.,WITHIN,.,45.5,.,10.1
237035174,222,2005,FEMALE,WITHIN,.,37.1,.,10.1
237035175,222,2005,FEMALE,.,.,34.9,.,10.2
237035176,222,2005,FEMALE,.,.,39.5,.,10.4
237035997,223,2005,FEMALE,WITHIN,18.1,35.4,0.043,9.4
237035998,223,2005,MALE,WITHIN,18.6,32.3,0.130,10.8
237035999,223,2005,FEMALE,WITHIN,17.8,31.6,0.050,10.3
237036000,223,2005,MALE,WITHIN,18.1,33.3,0.253,9.3
243010701,223,2005,FEMALE,WITHIN,18.1,36.9,0.027,9.9
243011384,225,2005,FEMALE,.,.,41.2,.,10.0
243011385,225,2005,FEMALE,WITHIN,.,44.5,.,10.8
243011386,225,2005,FEMALE,EXTRA,.,48.6,.,10.1
243011387,225,2005,FEMALE,.,.,42.4,.,9.5
243011357,227,2005,MALE,WITHIN,.,44.4,.,8.6
243011358,227,2005,FEMALE,WITHIN,.,39.5,.,8.4
243011359,227,2005,FEMALE,WITHIN,.,38.0,.,9.1
243011360,227,2005,FEMALE,WITHIN,.,37.9,.,9.4
243011361,227,2005,FEMALE,EXTRA,.,32.1,.,8.5
243011362,227,2005,MALE,WITHIN,.,35.1,.,9.3
243010544,228,2005,.,.,.,46.4,0.807,10.2
243010545,228,2005,.,.,.,45.8,0.870,9.6
243010546,228,2005,.,.,.,50.2,0.777,10.9
243010547,228,2005,.,.,.,55.1,0.907,10.1
243010548,228,2005,.,.,.,50.1,1.197,10.3
243010549,228,2005,.,.,.,55.9,0.977,10.5
243010550,228,2005,.,.,.,47.3,1.013,10.7
243011948,234,2005,FEMALE,WITHIN,18.4,39.4,.,10.2
243011949,234,2005,FEMALE,EXTRA,17.8,37.9,.,9.8
243011950,234,2005,MALE,WITHIN,18.3,32.2,.,10.4
243011951,234,2005,FEMALE,EXTRA,17.3,33.8,.,9.6
243011363,235,2005,FEMALE,EXTRA,.,35.6,.,10.4
243011364,235,2005,MALE,WITHIN,.,36.1,.,9.4
243011365,235,2005,MALE,EXTRA,.,35.3,.,10.7
243011366,235,2005,FEMALE,WITHIN,.,44.9,.,10.1
243010571,236,2005,FEMALE,WITHIN,18.3,38.1,0.197,10.2
243010572,236,2005,MALE,WITHIN,17.8,44.0,0.120,10.4
243010573,236,2005,FEMALE,WITHIN,19.4,37.1,0.350,11.6
243010574,236,2005,FEMALE,WITHIN,17.8,35.5,0.557,9.6
243010575,236,2005,FEMALE,EXTRA,18.5,38.5,0.267,9.0
243010025,237,2005,FEMALE,WITHIN,19.0,44.9,0.820,11.1
243010026,237,2005,FEMALE,WITHIN,18.8,36.7,0.767,10.2
243010027,237,2005,FEMALE,WITHIN,18.4,43.6,0.853,10.0
243010028,237,2005,FEMALE,WITHIN,18.7,39.3,0.480,10.1
243010029,237,2005,FEMALE,.,19.1,36.6,0.903,10.8
243010030,237,2005,MALE,WITHIN,18.7,39.0,0.767,10.5
243010762,238,2005,FEMALE,WITHIN,.,41.2,.,10.5
243010763,238,2005,MALE,EXTRA,.,42.8,.,9.9
243010764,238,2005,MALE,WITHIN,.,49.1,.,10.7
243010971,238,2005,MALE,WITHIN,.,35.4,.,6.1
234010043,239,2005,FEMALE,WITHIN,17.8,41.3,0.267,9.0
234010044,239,2005,FEMALE,WITHIN,18.1,43.5,0.267,9.2
234010045,239,2005,FEMALE,WITHIN,17.0,43.1,0.407,7.4
234010046,239,2005,FEMALE,WITHIN,17.9,43.8,0.143,8.3
234010048,239,2005,FEMALE,WITHIN,17.6,50.1,0.313,7.6
234010049,239,2005,FEMALE,EXTRA,17.5,45.3,0.340,9.7
234010050,239,2005,MALE,WITHIN,18.1,57.3,0.190,8.4
237035156,240,2005,FEMALE,WITHIN,.,38.0,0.767,8.6
237035157,240,2005,FEMALE,WITHIN,.,31.8,0.703,9.6
237035158,240,2005,MALE,WITHIN,.,37.7,0.673,9.5
237035159,240,2005,FEMALE,WITHIN,.,33.4,0.900,9.5
237035160,240,2005,FEMALE,WITHIN,.,40.9,0.570,9.5
237035161,240,2005,MALE,WITHIN,.,32.8,0.540,9.2
237035162,240,2005,MALE,WITHIN,.,35.3,0.517,9.5
237035163,240,2005,MALE,WITHIN,.,42.6,0.687,8.1
243010957,241,2005,MALE,WITHIN,.,43.5,0.027,10.3
243010958,241,2005,FEMALE,WITHIN,.,31.8,0.177,9.8
243010959,241,2005,FEMALE,WITHIN,.,35.4,0.217,9.4
243010960,241,2005,MALE,WITHIN,.,39.6,0.173,9.9
243010961,241,2005,MALE,WITHIN,.,37.9,0.157,10.0
243010342,242,2005,FEMALE,WITHIN,18.4,40.8,0.140,10.1
243010343,242,2005,FEMALE,WITHIN,18.2,32.8,0.207,10.4
243010344,242,2005,FEMALE,WITHIN,17.4,38.7,0.483,9.0
243010345,242,2005,FEMALE,WITHIN,17.8,39.5,0.563,10.0
243010346,242,2005,MALE,WITHIN,17.8,40.6,0.233,9.4
243010347,242,2005,FEMALE,EXTRA,18.5,35.5,0.657,9.8
243011101,243,2005,MALE,EXTRA,20.1,46.1,0.087,10.9
243011102,243,2005,MALE,WITHIN,18.5,50.5,0.130,10.8
243011103,243,2005,FEMALE,WITHIN,18.6,40.3,0.117,10.7
243011104,243,2005,FEMALE,EXTRA,19.0,41.4,0.183,10.5
243011105,243,2005,MALE,EXTRA,19.0,42.4,0.250,11.0
243010727,245,2005,MALE,WITHIN,19.3,43.8,0.297,10.5
243010728,245,2005,MALE,WITHIN,17.9,42.9,0.227,8.3
243010729,245,2005,FEMALE,EXTRA,18.7,41.6,0.140,10.9
243010730,245,2005,FEMALE,EXTRA,17.9,42.5,0.097,9.6
243010731,245,2005,MALE,WITHIN,18.6,44.4,0.113,10.3
243010732,245,2005,MALE,WITHIN,19.0,46.5,0.180,11.4
243011319,246,2005,MALE,WITHIN,.,36.9,0.097,9.0
243011320,246,2005,FEMALE,WITHIN,.,40.5,0.123,8.7
243011321,246,2005,FEMALE,EXTRA,.,47.1,0.153,8.2
243011322,246,2005,MALE,WITHIN,.,36.0,0.093,8.5
243011323,246,2005,MALE,EXTRA,.,38.6,0.077,8.2
243011324,246,2005,MALE,EXTRA,.,46.9,0.203,7.9
237035971,247,2005,FEMALE,WITHIN,.,31.9,0.803,8.6
237035972,247,2005,FEMALE,WITHIN,.,32.8,0.500,9.4
237035973,247,2005,MALE,WITHIN,.,35.8,0.623,9.8
237035974,247,2005,FEMALE,WITHIN,.,33.2,0.617,9.1
237035975,247,2005,FEMALE,WITHIN,.,38.7,0.533,9.2
237035976,247,2005,MALE,WITHIN,.,34.7,0.653,9.1
243010018,249,2005,FEMALE,.,18.3,44.4,0.523,9.2
243010019,249,2005,FEMALE,WITHIN,17.6,47.6,0.500,8.8
243010020,249,2005,MALE,WITHIN,18.5,54.8,0.580,9.8
243010021,249,2005,MALE,WITHIN,18.6,40.1,0.630,8.9
243010022,249,2005,FEMALE,WITHIN,18.1,42.7,0.657,8.7
243010023,249,2005,MALE,WITHIN,18.1,42.7,0.720,9.1
243010024,249,2005,MALE,WITHIN,17.9,45.2,0.530,8.9
243010765,250,2005,MALE,WITHIN,.,37.9,.,10.2
243010766,250,2005,MALE,WITHIN,.,39.4,.,10.3
243010767,250,2005,MALE,WITHIN,.,42.0,.,9.5
243010768,250,2005,MALE,WITHIN,.,38.8,.,10.9
243010008,251,2005,FEMALE,WITHIN,18.9,39.4,0.623,9.4
243010009,251,2005,MALE,WITHIN,18.1,39.1,0.863,8.6
243010010,251,2005,FEMALE,WITHIN,19.2,36.2,0.363,9.6
243010801,252,2005,MALE,.,18.6,42.1,0.367,10.1
243010802,252,2005,FEMALE,WITHIN,18.6,38.9,0.310,9.7
243010803,252,2005,FEMALE,EXTRA,19.1,39.7,0.077,10.1
243010804,252,2005,MALE,EXTRA,18.3,35.0,0.187,9.7
243010805,252,2005,FEMALE,EXTRA,18.1,47.0,0.140,10.1
243010807,252,2005,FEMALE,EXTRA,18.2,43.3,0.150,9.9
243011316,254,2005,FEMALE,.,.,36.9,0.150,10.0
243011317,254,2005,FEMALE,WITHIN,.,32.5,0.040,9.7
243011318,254,2005,MALE,WITHIN,.,42.4,0.157,9.6
243010064,255,2005,MALE,EXTRA,.,.,0.843,8.6
243010065,255,2005,FEMALE,WITHIN,.,36.5,0.667,9.2
243010066,255,2005,MALE,WITHIN,.,40.0,1.123,9.4
243010067,255,2005,MALE,WITHIN,.,39.8,0.973,10.2
243010068,255,2005,MALE,EXTRA,.,37.9,0.863,9.1
243011246,256,2005,MALE,EXTRA,.,44.0,.,10.1
243011247,256,2005,FEMALE,EXTRA,.,39.6,.,9.5
243011248,256,2005,FEMALE,WITHIN,.,32.2,.,10.5
243011249,256,2005,FEMALE,EXTRA,.,41.5,.,10.2
243011250,256,2005,.,WITHIN,.,44.6,.,10.3
243010136,257,2005,MALE,WITHIN,18.9,35.0,0.830,9.8
243010137,257,2005,MALE,WITHIN,19.0,42.2,0.253,9.4
243010138,257,2005,FEMALE,EXTRA,18.8,55.1,0.083,9.0
243010139,257,2005,MALE,.,18.6,42.9,0.663,9.6
243010332,259,2005,MALE,WITHIN,19.2,32.0,0.407,9.8
243010333,259,2005,FEMALE,WITHIN,18.4,38.7,0.203,9.2
243010334,259,2005,FEMALE,.,18.0,31.1,0.107,8.9
243010335,259,2005,FEMALE,WITHIN,18.1,26.1,0.103,8.8
243010339,259,2005,FEMALE,WITHIN,18.1,33.6,0.177,8.2
243010340,259,2005,MALE,WITHIN,18.6,37.9,0.123,8.9
243011571,260,2005,MALE,.,.,41.0,.,9.4
243011572,260,2005,MALE,.,.,42.4,.,10.4
243011573,260,2005,MALE,.,.,42.5,.,11.1
243011574,260,2005,MALE,.,.,32.3,.,10.5
243011575,260,2005,MALE,WITHIN,.,43.0,.,9.0
243011576,260,2005,FEMALE,WITHIN,.,40.3,.,10.7
243011577,260,2005,FEMALE,WITHIN,.,38.1,.,8.6
243010715,261,2005,.,.,19.0,45.9,0.107,10.1
243010716,261,2005,.,.,18.5,43.0,.,10.2
243010717,261,2005,.,.,18.5,39.9,0.187,9.7
243010718,261,2005,.,.,18.5,43.6,0.130,9.5
243011251,262,2005,MALE,WITHIN,.,36.0,.,9.8
243011252,262,2005,FEMALE,WITHIN,.,43.3,.,10.5
243011253,262,2005,MALE,WITHIN,.,47.2,.,10.1
243011254,262,2005,FEMALE,WITHIN,.,38.3,.,10.0
243011281,263,2005,MALE,EXTRA,.,28.4,.,6.4
243011282,263,2005,MALE,WITHIN,.,31.2,.,6.9
243011283,263,2005,MALE,WITHIN,.,36.4,.,7.4
243010129,264,2005,MALE,WITHIN,18.3,34.8,0.270,9.4
243010130,264,2005,MALE,WITHIN,18.2,36.6,0.327,9.8
243010131,264,2005,FEMALE,WITHIN,18.0,52.6,0.317,9.1
243010132,264,2005,MALE,EXTRA,19.1,46.3,0.367,9.2
243010133,264,2005,MALE,WITHIN,18.2,35.7,0.520,8.7
243010134,264,2005,MALE,WITHIN,17.9,41.1,0.557,8.7
243010135,264,2005,MALE,WITHIN,18.2,38.6,0.497,9.3
243010214,265,2005,.,.,.,34.8,0.313,10.3
243010215,265,2005,.,.,.,36.1,0.480,9.6
243010216,265,2005,.,.,.,30.2,0.557,10.4
243010217,265,2005,.,.,.,46.1,0.843,10.0
243010218,265,2005,.,.,.,39.0,0.517,9.9
243010219,265,2005,.,.,.,39.4,0.853,9.1
243010952,266,2005,MALE,.,.,39.5,0.313,9.0
243010953,266,2005,MALE,WITHIN,.,37.3,0.140,10.5
243010954,266,2005,MALE,.,.,42.0,0.220,10.0
243010955,266,2005,MALE,WITHIN,.,34.8,0.263,7.1
243010956,266,2005,MALE,WITHIN,.,26.2,0.197,6.2
243010011,267,2005,MALE,WITHIN,18.3,38.0,1.157,9.4
243010012,267,2005,FEMALE,WITHIN,17.9,37.4,1.170,9.1
243010013,267,2005,MALE,WITHIN,18.3,35.6,0.773,9.5
243010014,267,2005,MALE,WITHIN,18.0,40.0,1.003,9.8
243010015,267,2005,FEMALE,WITHIN,18.6,38.9,0.773,9.9
243010016,267,2005,MALE,.,18.3,38.6,1.080,9.6
243010017,267,2005,FEMALE,WITHIN,18.3,38.4,0.840,9.2
243011578,268,2005,FEMALE,WITHIN,.,43.7,.,8.2
243011579,268,2005,FEMALE,WITHIN,.,.,.,7.0
243011580,268,2005,MALE,WITHIN,.,51.8,.,8.9
243011517,269,2005,FEMALE,WITHIN,.,41.7,0.620,10.2
243011518,269,2005,FEMALE,WITHIN,.,45.4,0.353,10.3
243011519,269,2005,MALE,WITHIN,.,33.3,0.230,10.1
243011520,269,2005,MALE,EXTRA,.,37.1,0.197,9.5
243010002,270,2005,FEMALE,.,19.1,36.4,0.407,9.4
243010003,270,2005,MALE,WITHIN,19.8,44.5,0.127,10.3
243010004,270,2005,MALE,.,18.8,37.1,0.507,9.1
243010005,270,2005,FEMALE,WITHIN,18.2,42.6,0.420,9.0
243010006,270,2005,FEMALE,WITHIN,19.2,42.9,0.437,9.7
243010007,270,2005,MALE,WITHIN,19.1,41.9,0.393,9.8
243010611,271,2005,.,.,.,34.5,.,8.7
243010613,271,2005,.,.,.,32.3,.,9.9
243010614,271,2005,.,.,.,34.5,.,10.5
243010615,271,2005,.,.,.,27.2,.,6.2
243011255,271,2005,.,.,.,31.2,.,7.0
243011566,272,2005,FEMALE,WITHIN,.,43.2,.,9.4
243011568,272,2005,FEMALE,.,.,42.6,.,8.9
243011569,272,2005,MALE,WITHIN,.,44.3,.,8.8
243011570,272,2005,MALE,.,.,39.7,.,8.7
243010057,274,2005,.,.,.,.,.,3.3
243010058,274,2005,MALE,EXTRA,.,46.2,1.403,11.0
243010059,274,2005,MALE,WITHIN,.,47.1,0.880,8.9
243010060,274,2005,MALE,EXTRA,.,36.9,0.773,9.2
243010061,274,2005,MALE,WITHIN,.,47.6,0.950,8.9
243010062,274,2005,FEMALE,EXTRA,.,41.4,1.027,9.4
243010063,274,2005,MALE,WITHIN,.,48.3,0.837,9.0
243010082,275,2005,MALE,EXTRA,18.3,42.8,0.900,10.8
243010083,275,2005,FEMALE,EXTRA,17.9,49.9,0.330,9.4
243010084,275,2005,MALE,.,17.2,53.1,0.750,8.8
243010085,275,2005,FEMALE,EXTRA,18.2,58.0,0.487,8.5
243010086,275,2005,MALE,WITHIN,18.7,56.2,0.703,10.2
243010087,275,2005,MALE,EXTRA,19.0,49.5,0.320,9.9
243010088,275,2005,MALE,EXTRA,18.0,48.7,0.300,10.7
243010089,275,2005,FEMALE,.,18.0,46.9,0.607,9.9
237035988,276,2005,FEMALE,WITHIN,17.2,42.2,0.480,9.6
237035989,276,2005,MALE,WITHIN,17.5,43.5,0.257,9.5
237035990,276,2005,MALE,WITHIN,19.4,38.5,0.523,10.4
237035991,276,2005,FEMALE,WITHIN,17.6,41.8,0.467,9.4
243010914,277,2005,FEMALE,WITHIN,.,39.2,0.467,9.6
243010915,277,2005,FEMALE,WITHIN,.,25.7,0.303,7.9
243010916,277,2005,FEMALE,WITHIN,.,39.9,0.460,9.8
243010917,277,2005,MALE,WITHIN,.,40.3,0.277,9.9
243010918,277,2005,MALE,WITHIN,.,40.8,0.243,9.1
243010919,277,2005,MALE,WITHIN,.,36.6,0.343,10.0
243010193,278,2005,.,.,.,45.5,0.377,8.0
243010194,278,2005,.,.,.,43.9,0.263,7.4
243010195,278,2005,.,.,.,46.1,0.743,8.1
243010196,278,2005,.,.,.,49.2,0.130,7.3
243010197,278,2005,.,.,.,34.0,0.300,7.6
243010076,279,2005,MALE,WITHIN,17.6,41.0,0.437,9.1
243010077,279,2005,MALE,WITHIN,18.1,44.7,0.587,10.9
243010078,279,2005,FEMALE,WITHIN,17.4,48.6,0.653,9.1
243010079,279,2005,FEMALE,WITHIN,18.3,45.4,0.660,9.4
243010080,279,2005,FEMALE,WITHIN,17.9,38.7,0.510,9.0
243010081,279,2005,MALE,WITHIN,17.8,35.9,0.553,9.6
243011092,280,2005,MALE,WITHIN,.,37.6,.,9.7
243011093,280,2005,MALE,.,.,.,.,10.2
243011094,280,2005,MALE,WITHIN,.,32.8,.,9.4
243011095,280,2005,MALE,.,.,.,.,9.9
243011096,280,2005,MALE,.,.,37.3,.,10.1
243010576,281,2005,MALE,WITHIN,19.5,34.5,0.497,10.2
243010577,281,2005,FEMALE,WITHIN,19.5,34.9,0.497,10.4
243010578,281,2005,FEMALE,.,19.3,35.3,0.983,9.9
243010579,281,2005,FEMALE,WITHIN,18.7,37.7,0.750,10.0
243010580,281,2005,FEMALE,WITHIN,18.6,35.0,0.597,9.7
243010581,281,2005,MALE,.,19.6,37.9,0.680,10.2
243010582,281,2005,FEMALE,WITHIN,19.9,32.7,0.580,10.5
237034976,283,2005,MALE,WITHIN,18.7,38.2,1.353,9.1
237034977,283,2005,FEMALE,EXTRA,18.3,35.6,0.753,8.9
237034978,283,2005,FEMALE,WITHIN,19.1,46.3,0.660,9.8
237034979,283,2005,MALE,WITHIN,19.1,47.7,1.213,9.9
237034980,283,2005,MALE,WITHIN,18.7,37.3,0.767,9.4
237034981,283,2005,MALE,WITHIN,19.5,41.2,0.970,9.3
237034969,284,2005,MALE,WITHIN,18.4,47.4,0.890,8.3
237034970,284,2005,FEMALE,WITHIN,18.5,44.1,0.677,9.1
237034971,284,2005,FEMALE,WITHIN,18.1,50.8,0.683,9.8
237034972,284,2005,FEMALE,WITHIN,18.5,52.5,0.930,9.8
237034973,284,2005,FEMALE,WITHIN,18.5,48.7,0.783,10.1
237034974,284,2005,MALE,WITHIN,18.3,54.6,0.553,9.8
237034975,284,2005,FEMALE,WITHIN,18.5,55.2,0.857,9.3
237035959,286,2005,MALE,WITHIN,.,50.1,1.043,10.2
237035960,286,2005,MALE,WITHIN,.,44.4,1.020,9.9
237035961,286,2005,MALE,WITHIN,.,39.4,0.970,9.9
237035962,286,2005,MALE,WITHIN,.,36.4,0.750,9.7
237035963,286,2005,MALE,WITHIN,.,39.8,0.853,10.4
237035964,286,2005,MALE,WITHIN,.,35.2,0.877,10.1
237035965,286,2005,MALE,WITHIN,.,38.9,0.980,9.8
243010920,287,2005,MALE,WITHIN,.,39.0,0.137,8.1
243010921,287,2005,FEMALE,WITHIN,.,41.2,0.140,7.7
243010922,287,2005,FEMALE,WITHIN,.,57.7,0.090,8.8
243010923,287,2005,MALE,WITHIN,.,55.3,0.090,9.6
243010924,287,2005,MALE,WITHIN,.,46.8,0.110,9.4
243010925,287,2005,MALE,WITHIN,.,48.1,0.070,10.8
243010926,287,2005,FEMALE,WITHIN,.,50.6,0.083,9.2
243010927,287,2005,FEMALE,WITHIN,.,49.1,0.160,9.6
237035966,288,2005,FEMALE,WITHIN,.,47.4,0.637,8.7
237035967,288,2005,MALE,WITHIN,.,45.7,0.740,7.3
237035968,288,2005,FEMALE,WITHIN,.,39.8,0.420,8.2
237035969,288,2005,FEMALE,WITHIN,.,45.7,.,6.4
237035970,288,2005,MALE,EXTRA,.,46.9,0.700,8.6
237035983,289,2005,MALE,WITHIN,18.8,38.6,0.000,9.6
237035984,289,2005,MALE,EXTRA,18.2,42.4,0.200,10.0
237035985,289,2005,FEMALE,WITHIN,17.2,43.0,0.443,9.3
237035986,289,2005,FEMALE,WITHIN,17.7,38.7,0.403,10.5
237035987,289,2005,MALE,WITHIN,18.6,46.3,0.513,10.3
234010603,291,2005,FEMALE,WITHIN,18.8,39.2,0.143,8.3
234010604,291,2005,FEMALE,WITHIN,18.2,34.3,0.060,9.3
234010605,291,2005,MALE,WITHIN,18.3,43.7,0.100,10.4
234010606,291,2005,FEMALE,WITHIN,18.8,33.2,0.163,9.1
234010607,291,2005,MALE,WITHIN,17.6,41.5,0.193,9.3
234010608,291,2005,FEMALE,WITHIN,18.2,37.2,0.103,8.9
234010609,291,2005,MALE,WITHIN,17.7,39.1,0.077,7.2
243011564,292,2005,MALE,.,.,37.5,.,10.3
243011565,292,2005,MALE,WITHIN,.,41.7,.,10.3
243010326,293,2005,FEMALE,WITHIN,18.9,43.9,0.140,9.2
243010327,293,2005,FEMALE,WITHIN,18.5,34.3,0.123,9.1
243010328,293,2005,FEMALE,WITHIN,18.8,35.3,0.430,9.0
243010329,293,2005,FEMALE,WITHIN,19.5,54.3,0.160,10.4
243010330,293,2005,FEMALE,WITHIN,18.6,40.4,0.383,8.8
243010331,293,2005,MALE,WITHIN,19.2,33.6,0.107,9.8
243010051,294,2005,MALE,WITHIN,.,40.0,0.843,9.2
243010052,294,2005,FEMALE,EXTRA,.,54.9,1.127,9.6
243010053,294,2005,MALE,WITHIN,.,31.9,0.863,8.3
243010054,294,2005,FEMALE,EXTRA,.,42.9,0.903,9.8
243010055,294,2005,FEMALE,EXTRA,.,46.4,1.290,8.9
243010056,294,2005,MALE,EXTRA,.,43.6,0.913,9.7
237035977,295,2005,MALE,WITHIN,.,35.1,0.883,8.7
237035978,295,2005,FEMALE,WITHIN,.,33.2,1.293,8.7
237035979,295,2005,MALE,WITHIN,.,38.2,1.300,8.8
237035980,295,2005,MALE,WITHIN,.,31.7,1.100,9.2
237035981,295,2005,MALE,WITHIN,.,31.3,1.163,9.3
243011344,296,2005,FEMALE,WITHIN,.,.,.,10.8
243011345,296,2005,MALE,WITHIN,.,43.3,.,10.3
243011346,296,2005,MALE,WITHIN,.,41.0,.,8.6
243011347,296,2005,MALE,WITHIN,.,42.3,.,9.9
243011348,296,2005,MALE,WITHIN,.,37.5,.,9.2
243011349,296,2005,MALE,WITHIN,.,36.4,.,10.3
243011558,297,2005,FEMALE,.,.,39.8,.,9.6
243011559,297,2005,FEMALE,WITHIN,.,45.5,.,9.9
243011560,297,2005,MALE,WITHIN,.,39.7,.,9.7
243011561,297,2005,MALE,WITHIN,.,38.2,.,9.8
243011562,297,2005,FEMALE,WITHIN,.,42.7,.,10.0
243011563,297,2005,MALE,.,.,47.1,.,10.0
243010320,298,2005,FEMALE,WITHIN,19.7,41.8,0.103,10.0
243010321,298,2005,MALE,WITHIN,19.4,41.7,0.133,10.4
243010322,298,2005,MALE,WITHIN,19.0,34.7,0.033,9.7
243010323,298,2005,MALE,WITHIN,19.2,29.8,0.087,9.8
243010324,298,2005,MALE,WITHIN,19.4,40.1,0.160,10.5
243010325,298,2005,FEMALE,WITHIN,18.8,38.7,0.210,10.6
237035797,299,2005,MALE,WITHIN,18.7,45.1,0.317,10.8
237035798,299,2005,FEMALE,WITHIN,18.6,53.7,0.420,9.9
237035799,299,2005,MALE,WITHIN,18.9,43.6,0.423,10.1
243011314,300,2005,FEMALE,WITHIN,.,42.5,0.267,10.4
243011315,300,2005,MALE,WITHIN,.,43.6,0.203,9.8
243011869,302,2006,MALE,WITHIN,.,41.3,0.923,9.1
243011870,302,2006,FEMALE,WITHIN,.,41.4,0.563,8.7
243011871,302,2006,FEMALE,WITHIN,.,36.8,1.120,9.0
243011872,302,2006,FEMALE,WITHIN,.,39.9,0.707,9.2
243011873,302,2006,FEMALE,WITHIN,.,40.8,0.693,9.0
243011874,302,2006,MALE,WITHIN,.,41.7,0.353,9.0
243011875,302,2006,MALE,WITHIN,.,39.7,0.407,9.1
243012164,305,2006,FEMALE,EXTRA,18.3,41.4,0.623,9.8
243012165,305,2006,FEMALE,EXTRA,18.4,45.8,0.913,10.2
