BirdID,BloodID,LayYear,Ageclass,CatchDate,SexEstimate,FieldPeriodID,BreedGroupID,LastOfStatus,BodyMass,DeathDate,MumHz,MumHomo,DadHz,DadHomo,TerritoryID,RTL,Hz,Homozygosity,CatchYear,CatchMonth,DeathYear,Age,Agemonths,RemainingLife,RemainingLifeFig,SurvivedNext,SurvivedNextFig,Lifespan,Sex,Tarsus,TQcorrected,LogTQ,SpaceTQ,Food,LayYearFood,MeanAdultFood,PropCovered
1506,406,1999,A,15/08/2004,0,34,581,BrF,16.4,29/01/2007,1.3184,0.6816,0.902,1.098,25,0.979027959,1.1796,0.8204,2004,8,2007,5,24,3,3,1,Yes,8,Females,23.8,33859.52,10.42997548,14698.2,9,20,14.25,0.4
1512,2901,1999,A,28/11/2005,1,54,6378,BrM,16.8,21/02/2008,0.9714,1.0286,0.8327,1.1673,111,1.076797711,1.1102,0.8898,2005,11,2008,6,24,3,3,1,Yes,9,Males,25.7,7952.985,8.981302609,10180,14,20,14.16666667,0.5
3445,3809,2005,A,15/08/2007,1,82,4304,BrM,16.8,21/02/2008,1.1796,0.8204,1.1102,0.8898,172,0.995973539,1.1796,0.8204,2007,8,2008,2,24,1,1,1,Yes,3,Males,26.6,4201.33,8.343156421,10384.55,9,9,11,1
1396,98,1998,A,28/06/2003,1,30,525,BrM,16.4,12/07/2007,1.1102,0.8898,0.902,1.098,112,1.003408319,0.7633,1.2367,2003,6,2007,5,24,4,4+,1,Yes,9,Males,25,13562.81,9.515086767,20145.88,19.5,21,17.25,0.4
1508,1146,1999,A,19/09/2002,0,41,3268,BrF,16.5,12/01/2005,1.4572,0.5428,1.0408,0.9592,81,1.004116131,1.3184,0.6816,2002,9,2005,3,24,3,3,1,Yes,6,Females,23.8,5246.32,8.565282157,14279.07,,20,,0
1767,64,2002,A,15/06/2003,1,30,453,B,15,16/09/2007,1.249,0.751,0.8327,1.1673,12,1.005643881,0.902,1.098,2003,6,2007,1,12,4,4+,1,Yes,5,Males,27,14935.12,9.611470765,20415.49,19.5,#N/A,19.5,1
1500,1088,1999,A,29/08/2002,1,41,792,BrM,17,29/07/2006,1.1796,0.8204,0.902,1.098,24,1.007412084,0.9714,1.0286,2002,8,2006,3,24,4,4+,1,Yes,7,Males,25.2,8161.35,9.007164875,14415.37,,20,,0
4958,3879,2006,A,13/01/2008,0,85,4371,B,14.6,04/10/2014,1.0408,0.9592,0.6939,1.3061,77,1.014278762,1.0408,0.9592,2008,1,2014,2,24,6,4+,1,Yes,8,Females,25.4,9834.94,9.19369663,29921.32,11.5,13,1.25,1
3508,581,2004,A,30/07/2005,0,37,739,BrF,14.9,11/12/2005,1.1102,0.8898,0.6939,1.3061,138,1.030076342,0.9714,1.0286,2005,7,2005,1,12,0,0,0,No,1,Females,24.2,7384.365,8.907120206,12623.83,14,#N/A,14,1
4972,4076,2006,A,29/01/2009,1,90,4110,BrM,16.5,04/10/2014,0.8327,1.1673,1.3184,0.6816,67,1.035021805,1.249,0.751,2009,1,2014,3,24,5,4+,1,Yes,8,Males,25.5,9530.76,9.162279742,22048.23,17,13,12.5,1
3612,3900,2005,A,20/01/2008,1,85,4326,BrM,15.5,19/03/2010,1.3184,0.6816,0.5551,1.4449,16,1.04851608,0.9714,1.0286,2008,1,2010,3,24,2,2,1,Yes,5,Males,26.1,5295.41,8.574595687,15366.17,11.5,9,11.16666667,1
1743,3868,2002,A,11/01/2008,1,85,4341,BrM,15.9,03/03/2009,0.9714,1.0286,0.6245,1.3755,39,1.051971104,1.3878,0.6122,2008,1,2009,6,24,1,1,1,Yes,7,Males,25,1629.43,7.395985539,10178.43,11.5,#N/A,19.5,1
4866,4109,2005,A,14/02/2009,1,90,4155,BrM,15.9,30/09/2013,0.7633,1.2367,1.1102,0.8898,137,1.05322974,0.8327,1.1673,2009,2,2013,4,24,4,4+,1,Yes,8,Males,26.2,21153.97,9.959582874,12597.94,17,9,11.16666667,1
1777,2895,2003,A,27/11/2005,1,54,6397,BrM,17,03/03/2009,0.6939,1.3061,0.6245,1.3755,171,1.056953325,1.0408,0.9592,2005,11,2009,2,24,4,4+,1,Yes,6,Males,25.3,8921.855,9.096259164,10950.155,14,#N/A,11.5,1
5121,4115,2007,A,17/02/2009,1,90,4163,BrM,16.9,10/09/2010,0.8327,1.1673,0.8327,1.1673,160,1.059807442,0.9714,1.0286,2009,2,2010,2,24,1,1,1,Yes,3,Males,25,11947.98,9.388317505,10183.14,17,13,14.25,1
1826,3967,2003,A,16/07/2008,0,87,4502,BrF,15.9,04/10/2014,0.6939,1.3061,1.0408,0.9592,9,1.065283222,0.7633,1.2367,2008,7,2014,5,24,6,4+,1,Yes,11,Females,24.7,1948.45,7.574789464,23258.14,11.5,#N/A,12,1
1766,3157,2003,A,09/08/2006,1,75,3788,H,15.5,03/03/2009,0.9714,1.0286,0.6245,1.3755,39,1.06600313,1.0408,0.9592,2006,8,2009,3,24,3,3,1,Yes,6,Males,25.6,10016.67,9.212005984,10178.43,13,#N/A,9,1
4854,4275,2006,A,18/06/2009,1,92,4809,BrM,15.7,30/09/2013,0.9714,1.0286,1.0408,0.9592,478,1.067509565,1.0408,0.9592,2009,6,2013,3,24,4,4+,1,Yes,7,Males,26,14710.93,9.596346034,15899.125,17,13,12.5,1
850,2418,1994,A,27/07/1997,0,22,50,BrF,13.4,28/03/1998,1.1796,0.8204,1.4572,0.5428,59,1.069711672,1.0408,0.9592,1997,7,1998,3,24,1,1,1,Yes,4,Females,23.9,80162.36,11.29180936,20038.4,21,#N/A,23.5,0.666666667
5147,4047,2007,A,03/01/2009,0,90,4076,SEEN2,14.2,10/09/2010,1.0408,0.9592,0.5551,1.4449,22,1.071171543,1.1796,0.8204,2009,1,2010,2,24,1,1,1,Yes,3,Females,24.3,24258.41,10.09651864,22254.205,17,13,14.25,1
1552,1129,1999,A,12/09/2002,0,41,809,BrF,16.9,02/10/2002,1.4572,0.5428,0.9714,1.0286,54,1.074501085,1.4572,0.5428,2002,9,2002,3,24,0,0,0,No,3,Females,24,22163.09,10.00618357,19332.705,,20,,0
1752,3756,2002,A,19/07/2007,1,82,4222,BrM,16.3,10/09/2010,1.3184,0.6816,0.8327,1.1673,47,1.075586374,0.7633,1.2367,2007,7,2010,5,24,3,3,1,Yes,8,Males,25,8906.98,9.094590518,24063.4,9,#N/A,13.875,1
2960,3378,2003,A,13/06/2007,1,77,3879,BrM,15.5,04/10/2014,1.4572,0.5428,0.8327,1.1673,2,1.077186766,1.3878,0.6122,2007,6,2014,4,24,7,4+,1,Yes,11,Males,25.5,8845.05,9.087613259,19713.79,9,#N/A,11.5,1
1359,1011,1998,A,22/07/2002,1,41,793,BrM,17,28/09/2013,1.0408,0.9592,1.1102,0.8898,25,1.08341643,0.902,1.098,2002,7,2013,4,24,11,4+,1,Yes,15,Males,27.1,14698.2,9.595480316,14698.2,,21,15,0.25
1187,990,1996,A,16/07/2002,1,41,779,BrM,16.5,10/09/2010,0.8327,1.1673,1.1102,0.8898,5,1.085092957,1.0408,0.9592,2002,7,2010,6,24,8,4+,1,Yes,14,Males,26.6,9564.88,9.165853336,31606.99,,#N/A,18.66666667,0.5
3020,3143,2004,A,08/08/2006,1,75,3789,BrM,16.8,16/09/2007,1.0408,0.9592,0.9714,1.0286,40,1.091962498,0.9714,1.0286,2006,8,2007,2,24,1,1,1,Yes,3,Males,26.7,14740.49,9.598353408,14591.88,13,#N/A,13.5,1
1188,1014,1996,A,24/07/2002,1,41,815,BrM,16.9,16/08/2010,1.1796,0.8204,1.1796,0.8204,71,1.092894387,1.0408,0.9592,2002,7,2010,6,24,8,4+,1,Yes,14,Males,25.1,16804.54,9.729404367,12791.71,,#N/A,18.66666667,0.5
3505,3782,2005,A,26/07/2007,0,82,4243,H,14,18/09/2009,0.6939,1.3061,0.6939,1.3061,72,1.093490076,0.7633,1.2367,2007,7,2009,2,24,2,2,1,Yes,4,Females,23.6,5124.47,8.541782384,18354.98,9,9,11,1
1509,2802,1999,A,13/11/2005,1,54,6319,BrM,17,10/09/2010,0.6245,1.3755,1.0408,0.9592,7,1.105776532,0.6939,1.3061,2005,11,2010,6,24,5,4+,1,Yes,11,Males,25.8,14812.545,9.603229736,16502.03,14,20,14.16666667,0.5
1743,3159,2002,A,09/08/2006,1,75,3788,BrM,17,03/03/2009,0.9714,1.0286,0.6245,1.3755,39,1.106555308,1.3878,0.6122,2006,8,2009,4,24,3,3,1,Yes,7,Males,25.5,10016.67,9.212005984,10178.43,13,#N/A,19.5,1
4919,3918,2006,A,26/01/2008,0,85,4420,BrF,14.5,28/02/2012,1.3878,0.6122,1.1796,0.8204,167,1.125892965,0.8327,1.1673,2008,1,2012,2,24,4,4+,1,Yes,6,Females,23.2,12480.47,9.431920301,5349.825,11.5,13,1.25,1
2960,595,2003,A,04/08/2005,1,37,647,BrM,16.2,04/10/2014,1.4572,0.5428,0.8327,1.1673,2,1.138615911,1.3878,0.6122,2005,8,2014,2,24,9,4+,1,Yes,11,Males,25.4,12810.63,9.458030574,19713.79,14,#N/A,11.5,1
1558,2845,1999,A,19/11/2005,0,54,6351,BrF,14.4,03/03/2009,0.8327,1.1673,0.5551,1.4449,66,1.144547471,0.9714,1.0286,2005,11,2009,6,24,4,4+,1,Yes,10,Females,24.3,13225.255,9.489883538,6568.17,14,20,14.16666667,0.5
1415,3672,1998,A,15/06/2007,0,82,4216,BrF,14.6,30/09/2013,1.5959,0.4041,1.1796,0.8204,39,1.145651654,0.9714,1.0286,2007,6,2013,9,24,6,4+,1,Yes,15,Females,24.5,4577.11,8.428823074,10178.43,9,21,13.25,0.666666667
1698,118,2001,A,09/07/2003,1,30,484,ABX,17.1,10/09/2010,1.4572,0.5428,1.3184,0.6816,54,1.146219912,1.0408,0.9592,2003,7,2010,2,24,7,4+,1,Yes,9,Males,27,22163.09,10.00618357,19332.705,19.5,#N/A,19.5,0.5
1798,4108,2003,A,14/02/2009,0,90,4172,BrF,13.6,10/09/2010,1.249,0.751,1.1102,0.8898,178,1.151650312,0.902,1.098,2009,2,2010,6,24,1,1,1,Yes,7,Females,24.2,28841.48,10.26956991,9605.13,17,#N/A,12.25,1
1438,1062,1999,A,17/08/2002,0,41,827,BrF,15.7,04/10/2014,0.8327,1.1673,0.8327,1.1673,98,1.158952306,0.902,1.098,2002,8,2014,3,24,12,4+,1,Yes,15,Females,23.5,28748.55,10.26634261,15141.885,,20,,0
1510,96,1999,A,28/06/2003,0,30,525,BrF,14,03/03/2009,0.8327,1.1673,0.8327,1.1673,112,1.167733416,0.5551,1.4449,2003,6,2009,4,24,6,4+,1,Yes,10,Females,24.1,13562.81,9.515086767,20145.88,19.5,20,19.5,0.25
5160,4315,2007,A,12/07/2009,0,92,4696,BrF,14.3,30/09/2012,1.0408,0.9592,0.6245,1.3755,1,1.168588263,1.0408,0.9592,2009,7,2012,2,24,3,3,1,Yes,5,Females,24.1,19717.98,9.889286189,15983.72,17,13,14.25,1
921,2559,1994,A,16/07/1997,1,22,40,BrM,16.8,14/01/2004,1.4572,0.5428,1.249,0.751,47,1.181638649,0.902,1.098,1997,7,2004,3,24,7,4+,1,Yes,10,Males,24.6,47481.03,10.76808554,24063.4,21,#N/A,23.5,0.666666667
1415,1004,1998,A,20/07/2002,0,41,797,BrF,15.2,30/09/2013,1.5959,0.4041,1.1796,0.8204,39,1.194735076,0.9714,1.0286,2002,7,2013,4,24,11,4+,1,Yes,15,Females,23.8,15116.01,9.623509726,10178.43,,21,15,0.25
1503,3753,1999,A,19/07/2007,0,82,4210,BrF,17,21/02/2008,1.1102,0.8898,0.6939,1.3061,30,1.208979065,1.3184,0.6816,2007,7,2008,8,24,1,1,1,Yes,9,Females,24.5,4422.86,8.394541825,14620.63,9,20,12.9,0.625
1396,1117,1998,A,11/09/2002,1,41,834,BrM,16,12/07/2007,1.1102,0.8898,0.902,1.098,112,1.211464852,0.7633,1.2367,2002,9,2007,4,24,5,4+,1,Yes,9,Males,24.4,13562.81,9.515086767,20145.88,,21,15,0.25
3498,3296,2005,A,07/01/2007,0,77,3993,BrF,13.2,29/01/2007,0.9714,1.0286,0.7633,1.2367,172,1.216184626,1.3184,0.6816,2007,1,2007,2,24,0,0,0,No,2,Females,24.2,4201.33,8.343156421,10384.55,9,9,11,1
1042,1019,1996,A,26/07/2002,0,41,813,BrF,17.7,04/10/2014,1.3878,0.6122,1.1102,0.8898,63,1.217419484,0.9714,1.0286,2002,7,2014,6,24,12,4+,1,Yes,18,Females,24.9,20268.53,9.916824716,20268.53,,#N/A,18.66666667,0.5
915,2691,1994,A,09/08/1998,0,25,2396,BrF,16.6,14/01/2004,1.0408,0.9592,1.1796,0.8204,135,1.219681196,1.1796,0.8204,1998,8,2004,4,24,6,4+,1,Yes,10,Females,24.4,13510.92,9.511253526,11446.08,20,#N/A,22.33333333,0.75
1803,179,2002,A,11/08/2003,0,30,522,H,14.8,29/02/2012,0.6939,1.3061,0.6939,1.3061,109,1.242078527,0.7633,1.2367,2003,8,2012,1,12,9,4+,1,Yes,10,Females,25.3,5252.64,8.566486086,12492.47,19.5,#N/A,19.5,1
1499,639,1999,A,24/08/2005,1,37,653,BrM,15.7,30/09/2013,1.0408,0.9592,0.7633,1.2367,9,1.25067675,1.1102,0.8898,2005,8,2013,6,24,8,4+,1,Yes,14,Males,25.2,11910.91,9.385210066,23258.14,14,20,14.16666667,0.5
1523,3230,1999,A,30/08/2006,1,75,3802,BrM,17.8,30/09/2013,1.1102,0.8898,0.902,1.098,58,1.269830641,0.8327,1.1673,2006,8,2013,7,24,7,4+,1,Yes,14,Males,26.2,11713.74,9.368517791,13884.67,13,20,13.875,0.571428571
1752,3891,2002,A,18/01/2008,1,85,4347,BrM,15.9,10/09/2010,1.3184,0.6816,0.8327,1.1673,47,1.283149373,0.7633,1.2367,2008,1,2010,6,24,2,2,1,Yes,8,Males,25.2,4100.84,8.31894711,24063.4,11.5,#N/A,13.875,1
1494,3329,1999,A,14/01/2007,1,77,3976,BrM,16.3,04/10/2014,1.1102,0.8898,0.902,1.098,140,1.284337574,1.3184,0.6816,2007,1,2014,8,24,7,4+,1,Yes,15,Males,24,10892.17,9.295799461,10970.67,9,20,12.9,0.625
4939,4320,2006,A,11/07/2009,1,92,4702,BrM,16.1,10/09/2010,0.7633,1.2367,1.1796,0.8204,8,1.288587589,0.6245,1.3755,2009,7,2010,3,24,1,1,1,Yes,4,Males,26.3,31839.33,10.3684576,19626.265,17,13,9,1
2966,3971,2004,A,18/07/2008,1,87,4512,BrM,15.9,04/10/2014,1.1796,0.8204,1.1102,0.8898,24,1.309528487,0.7633,1.2367,2008,7,2014,4,24,6,4+,1,Yes,10,Males,25.4,1219.76,7.106409397,14415.37,11.5,#N/A,13.5,1
1743,60,2002,A,13/06/2003,1,30,2581,H,16.1,03/03/2009,0.9714,1.0286,0.6245,1.3755,39,1.318603531,1.3878,0.6122,2003,6,2009,1,12,6,4+,1,Yes,7,Males,25.1,15116.01,9.623509726,10178.43,19.5,#N/A,19.5,1
1869,2890,2003,A,26/11/2005,1,54,6287,BrM,16,04/10/2014,1.0408,0.9592,0.902,1.098,154,1.328152833,1.1796,0.8204,2005,11,2014,2,24,9,4+,1,Yes,11,Males,24.8,13625.6,9.519705655,11940.69,14,#N/A,11.5,1
1499,3849,1999,A,31/08/2007,1,82,4195,BrM,15.9,30/09/2013,1.0408,0.9592,0.7633,1.2367,9,1.346053145,1.1102,0.8898,2007,8,2013,8,24,6,4+,1,Yes,14,Males,25,6272.82,8.743981293,23258.14,9,20,12.9,0.625
4863,4316,2006,A,12/07/2009,0,92,4708,BrF,13,10/09/2010,1.0408,0.9592,0.7633,1.2367,15,1.354550013,1.3184,0.6816,2009,7,2010,3,24,1,1,1,Yes,4,Females,23.6,43180.74,10.67314984,30557.81,17,13,12.5,1
4971,4191,2006,A,30/07/2008,0,87,4544,H,15.2,04/03/2014,1.1796,0.8204,0.902,1.098,68,1.358455994,1.1796,0.8204,2008,7,2014,2,24,6,4+,1,Yes,8,Females,25.4,3843.05,8.254021601,15419.47,11.5,13,1.25,1
1805,3202,2003,A,20/08/2006,0,75,3814,BrF,15.1,10/09/2010,1.0408,0.9592,1.0408,0.9592,72,1.365846106,1.0408,0.9592,2006,8,2010,3,24,4,4+,1,Yes,7,Females,24.9,10498,9.258940042,18354.98,13,#N/A,12,1
1404,2763,1997,A,16/09/1998,0,25,216,H,14.2,02/10/2002,1.3878,0.6122,0.902,1.098,45,1.366165375,1.6653,0.3347,1998,9,2002,1,12,4,4+,1,Yes,5,Females,26.9,18216.17,9.81006494,18216.17,20,26,2,1
