Age,bird_id,chick_id,mass,NestID,tarsus,Sex
6,-426,c139.3,10.11,,15.7,Female
6,-427,c139.4,13.59,,17.5,Female
4,-428,c150.1,7.86,,12.5,Female
4,-429,c150.2,7.47,,12.5,Female
4,-430,c150.3,6.78,,12,Female
7,-424,c139.1,13.78,,19.2,Female
7,-425,c139.2,13.47,,19.4,Female
7,-426,c139.3,12.13,,17.6,Female
7,-427,c139.4,16.24,,19.7,Female
5,-428,c150.1,10.86,,15,Female
5,-429,c150.2,10.33,,14.5,Female
5,-430,c150.3,9.18,,14.5,Female
3,-431,c145.1,4.57,,9.5,Female
3,-432,c145.2,3.3,,8.5,Male
3,-433,c145.3,5.39,,9.5,Female
3,-434,c145.4,2.2,,7.5,Male
3,-435,c145.5,4.41,,8.5,Male
8,-424,c139.1,15.62,,20.2,Female
8,-425,c139.2,15.4,,20.1,Female
8,-426,c139.3,14.19,,19.5,Female
8,-427,c139.4,17.24,,20.4,Female
6,-428,c150.1,12.87,,17.4,Female
6,-429,c150.2,12.38,,16.4,Female
6,-430,c150.3,10.96,,16.2,Female
4,-431,c145.1,5.34,,10.5,Female
4,-432,c145.2,4.21,,9.5,Male
4,-433,c145.3,6.34,,11,Female
4,-434,c145.4,2.33,,7.5,Male
4,-435,c145.5,5.3,,9.5,Male
9,-424,c139.1,16.88,,21.5,Female
9,-425,c139.2,16.07,,21.1,Female
9,-426,c139.3,15.55,,20.5,Female
9,-427,c139.4,18.27,,21.5,Female
7,-428,c150.1,15.45,,18.8,Female
7,-429,c150.2,14.73,,18.2,Female
7,-430,c150.3,12.57,,17.8,Female
5,-431,c145.1,6.94,,12,Female
5,-432,c145.2,4.88,,11.5,Male
5,-433,c145.3,8.32,,12.5,Female
5,-434,c145.4,2.17,,7.5,Male
5,-435,c145.5,6.63,,11.5,Male
1,-437,c146.1,2.7,,6,Male
1,-438,c146.2,2.78,,6.5,Female
1,-439,c146.3,2.5,,6.5,Male
6,-431,c145.1,9.65,,14.5,Female
6,-432,c145.2,5.36,,12,Male
6,-433,c145.3,11.88,,14.5,Female
6,-435,c145.5,8.97,,13,Male
10,-424,c139.1,18.6,,22,Female
10,-425,c139.2,16.95,,21.6,Female
10,-426,c139.3,17.99,,21.5,Female
10,-427,c139.4,19.36,,21.5,Female
8,-428,c150.1,17.91,,20.8,Female
8,-429,c150.2,18,,20.4,Female
8,-430,c150.3,16.99,,19.7,Female
1,-440,c152.1,2.25,,6,Female
1,-441,c152.2,2.23,,6,Female
1,-442,c147.1,2.71,,6.5,Male
1,-443,c147.2,2.52,,6.5,Male
1,-444,c147.3,2.53,,6.5,Male
7,-431,c145.1,9.96,,16.1,Female
7,-432,c145.2,5.03,,13,Male
7,-433,c145.3,11.59,,16.4,Female
7,-435,c145.5,9.1,,14.7,Male
9,-428,c150.1,18.16,,21,Female
9,-429,c150.2,17.35,,20.4,Female
9,-430,c150.3,16.5,,20.4,Female
3,-437,c146.1,6.57,,11,Male
3,-438,c146.2,6.68,,11.5,Female
3,-439,c146.3,5.78,,10.5,Male
1,-445,c154.1,3.36,,6.5,Male
1,-446,c154.2,2.44,,6,Male
1,-447,c154.3,3.57,,6.5,Female
8,-431,c145.1,11.11,,17.1,Female
8,-432,c145.2,4.83,,13.5,Male
8,-433,c145.3,12.68,,17.4,Female
8,-435,c145.5,9.52,,15.7,Male
10,-428,c150.1,17.46,,21.1,Female
10,-429,c150.2,17.66,,21.2,Female
10,-430,c150.3,16.68,,20.3,Female
4,-437,c146.1,7.9,,13,Male
4,-438,c146.2,8.2,,13,Female
4,-439,c146.3,7.48,,12,Male
3,-442,c147.1,4.37,,9.5,Male
3,-443,c147.2,3.19,,8.5,Male
3,-444,c147.3,4.04,,9.5,Male
3,-440,c152.1,3.69,,8.5,Female
3,-441,c152.2,3.73,,8.5,Female
3,-448,c152.3,2.45,,6.5,Male
3,-445,c154.1,7.01,,12,Male
3,-446,c154.2,5.52,,10,Male
3,-447,c154.3,7.54,,12,Female
4,-442,c147.1,6.54,,11.5,Male
4,-443,c147.2,4.72,,10,Male
4,-444,c147.3,5.85,,11,Male
4,-440,c152.1,5.78,,10.5,Female
4,-441,c152.2,5.82,,10,Female
4,-448,c152.3,3.59,,8,Male
5,-437,c146.1,10.93,,15.5,Male
5,-438,c146.2,10.01,,16,Female
5,-439,c146.3,10.12,,15,Male
9,-431,c145.1,12.18,,17.5,Female
9,-433,c145.3,14.08,,18.1,Female
9,-435,c145.5,10.8,,16.4,Male
6,-437,c146.1,13.15,,18.1,Male
6,-438,c146.2,12.01,,18.1,Female
6,-439,c146.3,12.14,,17.4,Male
10,-431,c145.1,13.8,,18,Female
10,-433,c145.3,15.2,,18.5,Female
10,-435,c145.5,11.48,,17.2,Male
4,-445,c154.1,9.15,,15,Male
4,-446,c154.2,7.17,,12.5,Male
4,-447,c154.3,9.81,,14.5,Female
5,-442,c147.1,8.88,,14,Male
5,-443,c147.2,6.78,,12.5,Male
5,-444,c147.3,8.61,,13.5,Male
5,-440,c152.1,8.3,,13,Female
5,-441,c152.2,8.15,,12,Female
5,-448,c152.3,5.43,,10.5,Male
7,-437,c146.1,15.11,,19.3,Male
7,-438,c146.2,14.32,,19.3,Female
7,-439,c146.3,14.06,,19.1,Male
5,-445,c154.1,11.6,,16,Male
5,-446,c154.2,10.15,,15,Male
5,-447,c154.3,12.68,,16.6,Female
6,-442,c147.1,11.21,,16,Male
6,-443,c147.2,9.41,,15,Male
6,-444,c147.3,11.27,,16,Male
6,-440,c152.1,10.62,,15.5,Female
6,-441,c152.2,10.46,,15,Female
6,-448,c152.3,7.97,,13.5,Male
8,-437,c146.1,15.55,,20.6,Male
8,-438,c146.2,15.21,,20.8,Female
8,-439,c146.3,15.23,,19.9,Male
6,-445,c154.1,13.67,,19.1,Male
6,-446,c154.2,12.21,,17.6,Male
6,-447,c154.3,14.66,,18.9,Female
7,-442,c147.1,13.2,,19,Male
7,-443,c147.2,10.46,,17.4,Male
7,-444,c147.3,13,,18.1,Male
7,-440,c152.1,12.72,,18.2,Female
7,-441,c152.2,12.38,,17.6,Female
7,-448,c152.3,10.59,,15,Male
9,-437,c146.1,16.72,,21.4,Male
9,-438,c146.2,15.9,,22,Female
9,-439,c146.3,15.78,,20.9,Male
7,-445,c154.1,16.55,,20.6,Male
7,-446,c154.2,14.52,,19.7,Male
7,-447,c154.3,16.38,,20.1,Female
8,-442,c147.1,15.52,,20.6,Male
8,-443,c147.2,12.03,,18.6,Male
8,-444,c147.3,11.95,,19.5,Male
8,-440,c152.1,14.82,,20,Female
8,-441,c152.2,14.21,,19.6,Female
8,-448,c152.3,12.56,,18,Male
1,-450,c153.1,2.58,,6.5,Female
10,-437,c146.1,17.17,,21.1,Male
10,-438,c146.2,16.2,,21.7,Female
10,-439,c146.3,17.59,,21.1,Male
8,-445,c154.1,17.6,,21.7,Male
8,-446,c154.2,16.4,,21.2,Male
8,-447,c154.3,17.15,,21.6,Female
9,-442,c147.1,16.3,,21.7,Male
9,-443,c147.2,14.16,,19.5,Male
9,-444,c147.3,11.87,,20,Male
9,-440,c152.1,16.46,,21.2,Female
9,-441,c152.2,15.74,,21,Female
9,-448,c152.3,14.31,,20,Male
1,-451,c155.1,3.64,,6.5,Male
1,-452,c155.2,2.55,,6,Male
9,-445,c154.1,18.16,,21.8,Male
9,-446,c154.2,16.58,,21.9,Male
9,-447,c154.3,16.79,,21.8,Female
10,-442,c147.1,16.88,,22.5,Male
10,-443,c147.2,14.97,,20.6,Male
10,-444,c147.3,10.1,,20.4,Male
10,-440,c152.1,17.54,,21.3,Female
10,-441,c152.2,16.61,,21.3,Female
10,-448,c152.3,16.28,,21,Male
3,-450,c153.1,5.73,,10,Female
4,-450,c153.1,8.66,,13,Female
10,-445,c154.1,19.26,,22.2,Male
10,-446,c154.2,18.24,,22.5,Male
10,-447,c154.3,17.2,,22.2,Female
3,-451,c155.1,6.77,,11,Male
3,-452,c155.2,5.15,,10,Male
1,-453,c158.1,2.38,,6,Male
1,-454,c158.2,2,,6,Male
1,-455,c158.3,2.36,,6,Unknown
5,-450,c153.1,9.89,,15,Female
4,-451,c155.1,7.77,,14,Male
4,-452,c155.2,6.22,,12.5,Male
1,-456,c159.1,2.55,,6.5,Male
1,-457,c156.1,3.21,,6.5,Female
1,-458,c156.2,3.08,,6.5,Female
1,-459,c156.3,2.91,,6.5,Male
6,-450,c153.1,13.77,,16.5,Female
5,-451,c155.1,8.92,,14.5,Male
5,-452,c155.2,7.15,,14,Male
3,-453,c158.1,3.46,,9,Male
3,-454,c158.2,4.4,,10,Male
3,-455,c158.3,4.63,,10,Unknown
1,-460,c160.1,3.52,,6.5,Female
1,-461,c160.2,1.98,,5.5,Male
1,-462,c160.3,3.94,,7.5,Female
7,-450,c153.1,16.9,,19.2,Female
6,-451,c155.1,10.34,,16,Male
6,-452,c155.2,8.36,,15,Male
3,-457,c156.1,6.3,,11,Female
3,-458,c156.2,6.66,,11,Female
3,-459,c156.3,6.22,,10.5,Male
4,-453,c158.1,4.61,,10,Male
4,-454,c158.2,6.2,,11,Male
4,-455,c158.3,3.7,,11,Unknown
3,-456,c159.1,4.04,,9,Male
8,-450,c153.1,18.56,,20.3,Female
4,-457,c156.1,9.09,,13.5,Female
4,-458,c156.2,9.34,,13.5,Female
4,-459,c156.3,8.59,,13,Male
7,-451,c155.1,11.81,,18,Male
7,-452,c155.2,9.13,,16,Male
4,-456,c159.1,6,,10,Male
9,-450,c153.1,20.52,,21.2,Female
5,-457,c156.1,12.5,,17.2,Female
5,-458,c156.2,14.46,,17.5,Female
5,-459,c156.3,12.54,,17.1,Male
8,-451,c155.1,11.88,,19.3,Male
8,-452,c155.2,9.67,,17.5,Male
5,-456,c159.1,9.23,,12.5,Male
1,-466,c161.1,2.66,,6,Female
1,-467,c161.2,2.45,,6,Male
1,-468,c161.3,2.07,,5.5,Female
6,-457,c156.1,12.93,,18.5,Female
6,-458,c156.2,14.77,,19,Female
6,-459,c156.3,12.78,,18.5,Male
9,-451,c155.1,10.33,,18.8,Male
9,-452,c155.2,8.95,,17.6,Male
6,-456,c159.1,10.07,,14.5,Male
7,-457,c156.1,14.95,,19.5,Female
7,-458,c156.2,15.91,,20.1,Female
7,-459,c156.3,15.61,,19.1,Male
10,-451,c155.1,10.29,,19,Male
10,-452,c155.2,9.62,,18.9,Male
7,-456,c159.1,12.31,,17,Male
3,-466,c161.1,4.4,,9.5,Female
3,-467,c161.2,3.67,,9,Male
3,-468,c161.3,3.65,,9,Female
8,-456,c159.1,15.44,,18.5,Male
4,-466,c161.1,5.82,,11,Female
4,-467,c161.2,5.1,,10,Male
4,-468,c161.3,4.42,,9.5,Female
5,-466,c161.1,8.21,,13,Female
5,-467,c161.2,7.46,,12,Male
5,-468,c161.3,6.33,,11.5,Female
6,-466,c161.1,8.92,,14.5,Female
6,-467,c161.2,8.51,,14,Male
6,-468,c161.3,7.34,,13.5,Female
9,-456,c159.1,16.73,,19.9,Male
10,-456,c159.1,17.88,,20.4,Male
7,-466,c161.1,11.35,,17,Female
7,-467,c161.2,10.21,,15,Male
7,-468,c161.3,9.36,,14.5,Female
8,-466,c161.1,12.48,,17.6,Female
8,-467,c161.2,11.44,,16,Male
8,-468,c161.3,10.28,,16,Female
9,-466,c161.1,14.37,,18.9,Female
9,-467,c161.2,14.18,,17.8,Male
9,-468,c161.3,11.05,,17.6,Female
1112,-481,c190.1,16.54,,22.9,
910,-482,c191.1,17.72,,10.65,
910,-483,c191.2,17.46,,20.85,
910,-484,c191.3,15.52,,20.55,
1,-494,c168.1,3.17,,8.8,
3,-494,c168.1,5.03,,12.05,
5,-494,c168.1,7.02,,13.6,
7,-494,c168.1,8.66,,14.25,
8,-494,c168.1,8.91,,14.9,
1,-495,c168.2,3.48,,8.9,
3,-495,c168.2,5.7,,11.5,
5,-495,c168.2,8.39,,14.6,
7,-495,c168.2,8.46,,14.35,
8,-495,c168.2,8.91,,14.95,
1,-496,c168.3,3,,8.35,
3,-496,c168.3,4.79,,12.1,
5,-496,c168.3,7.01,,13.6,
7,-496,c168.3,9.07,,15.5,
8,-496,c168.3,10.55,,15.9,
1,-497,c168.4,2.84,,8.55,
3,-497,c168.4,4.02,,9.6,
5,-497,c168.4,4.7,,10.6,
7,-497,c168.4,5.03,,11.1,
8,-497,c168.4,5.17,,11.85,
1,-498,c169.1,2.18,,7.25,
3,-498,c169.1,3.25,,8.1,
1,-499,c169.2,2.33,,7.25,
1,-500,c169.3,1.82,,6.25,
3,-500,c169.3,3.85,,9.05,
1,-514,c176.1,1.12,,5.4,
1,-515,c178.1,2.43,,7.6,
3,-515,c178.1,4.94,,11,
5,-515,c178.1,8.97,,14.2,
7,-515,c178.1,11.77,,15.8,
8,-515,c178.1,15.15,,20.05,
9,-515,c178.1,16.61,,20.5,
10,-515,c178.1,17.63,,20.5,
11,-515,c178.1,16.65,,21.4,
1,-517,c178.2,2.15,,6.3,
3,-517,c178.2,4.04,,9.4,
5,-517,c178.2,7.64,,12,
7,-517,c178.2,10.13,,15.8,
8,-517,c178.2,13.77,,18.7,
9,-517,c178.2,15.49,,20.1,
10,-517,c178.2,17.13,,21.1,
11,-517,c178.2,17.48,,20.9,
1,-516,c178.3,2.14,,6.9,
1,-518,c179.1,1.87,,5,
3,-518,c179.1,3.35,,7.2,
5,-518,c179.1,10.69,,14.2,
1,-519,c179.2,2.05,,4.5,
1,-520,c179.3,1.78,,5.5,
1,-521,c179.4,2.01,,5.4,
1,-522,c180.1,2.19,,5.8,
1,-523,c180.2,1.78,,6.2,
1,-524,c180.3,1.97,,6.4,
1,-526,c182.1,2.08,,6.1,
1,-527,c182.2,1.93,,5.6,
1,-528,c182.3,1.21,,5,
1,-529,c186.1,2.26,,5.8,
2,-529,c186.1,3.32,,7.4,
3,-529,c186.1,4.83,,8.6,
5,-529,c186.1,8.48,,14,
7,-529,c186.1,14.06,,17.45,
8,-529,c186.1,16.55,,19.2,
9,-529,c186.1,18.31,,21,
10,-529,c186.1,18.85,,21.1,
1,-530,c186.2,2.2,,6,
1,-531,c186.3,1.83,,5.8,
2,-532,c186.4,2.3,,6.1,
3,-532,c186.4,2.64,,6.8,
0,-533,c187.1,1.65,,4.1,
1,-533,c187.1,2.49,,6,
1,-534,c187.2,2.21,,4.6,Male
3,-534,c187.2,4.73,,9.15,Male
5,-534,c187.2,7.86,,12.3,Male
7,-534,c187.2,11.84,,17,Male
8,-534,c187.2,12.01,,18,Male
9,-534,c187.2,10.51,,18.2,Male
10,-534,c187.2,11.78,,18.7,Male
11,-534,c187.2,12.5,,18.7,Male
12,-534,c187.2,12.96,,18.6,Male
12,-537,c192.1,2.73,,6.6,
12,-538,c192.2,2.92,,7.1,
34,-538,c192.2,5.44,,9.9,
56,-538,c192.2,10.39,,14.5,
7,-538,c192.2,12.53,,14.1,
8,-538,c192.2,14.89,,18.8,
9,-538,c192.2,15.58,,19.5,
10,-538,c192.2,17.37,,20.4,
11,-538,c192.2,17.59,,21.8,
12,-539,c192.3,3,,7.1,Male
34,-539,c192.3,6,,10.45,Male
56,-539,c192.3,10.74,,15.6,Male
7,-539,c192.3,13.42,,17.8,Male
8,-539,c192.3,14.02,,19,Male
9,-539,c192.3,14.66,,19.6,Male
10,-539,c192.3,16.62,,21.1,Male
11,-539,c192.3,17.92,,21.2,Male
12,-539,c192.3,15.96,,22.8,Male
3,-540,c193.1,4.98,,7.5,
5,-540,c193.1,10.65,,14.3,
7,-540,c193.1,15.06,,18,
8,-540,c193.1,16.1,,19.7,
9,-540,c193.1,17.68,,20.8,
10,-540,c193.1,18.54,,21.2,
11,-540,c193.1,17.15,,21.5,
12,-540,c193.1,17.68,,21.6,
3,-541,c193.2,4.44,,8,Male
5,-541,c193.2,9.68,,13.9,Male
7,-541,c193.2,14.44,,18,Male
8,-541,c193.2,15.89,,19.9,Male
9,-541,c193.2,17.57,,20.7,Male
10,-541,c193.2,18.28,,21.4,Male
3,-542,c193.3,3.54,,6.8,
5,-542,c193.3,7.79,,12,
7,-542,c193.3,12.31,,15,
8,-542,c193.3,14.81,,18.25,
9,-542,c193.3,17.25,,19.7,
10,-542,c193.3,17.46,,20.9,
11,-542,c193.3,17.14,,20.9,
12,-542,c193.3,18.47,,21.2,
0,-543,c195.1,2.24,,6,
0,-544,c195.2,2.07,,5.5,
0,-545,c195.3,2.46,,6,
0,-546,c195.4,2.01,,5.6,
0,-547,c197.1,1.97,,5.6,
1,-547,c197.1,2.79,,6.6,
3,-547,c197.1,5.13,,10.5,
5,-547,c197.1,9.25,,13.3,
7,-547,c197.1,10.42,,16.7,
8,-547,c197.1,15.56,,17.3,
9,-547,c197.1,14.32,,17.6,
10,-547,c197.1,14.08,,19,
11,-547,c197.1,14.94,,19.4,
12,-547,c197.1,15.14,,19.8,
0,-548,c197.2,1.98,,5.7,
1,-548,c197.2,2.78,,7.7,
3,-548,c197.2,6.04,,11.6,
5,-548,c197.2,10.57,,14.3,
7,-548,c197.2,13.31,,18.9,
8,-548,c197.2,10.97,,18.9,
9,-548,c197.2,14.55,,19,
10,-548,c197.2,14.55,,19.4,
11,-548,c197.2,15.01,,20,
1,-550,c198.2,4.02,,8,
1,-551,c198.3,3.18,,7.2,
3,-551,c198.3,6.05,,10.3,
5,-551,c198.3,12.57,,14.9,
7,-551,c198.3,18.26,,19.8,
8,-551,c198.3,18.54,,21,
9,-551,c198.3,19.81,,21.6,
10,-551,c198.3,20.28,,21.8,
1,-552,c200.1,2.9,,7,
3,-552,c200.1,5.41,,10.3,
5,-552,c200.1,9.04,,14.5,
7,-552,c200.1,13.51,,18.2,
8,-552,c200.1,14.22,,18.6,
9,-552,c200.1,13.31,,19.8,
10,-552,c200.1,16.88,,20.8,
11,-552,c200.1,17.77,,21,
12,-552,c200.1,17.46,,21,
1,-553,c200.2,1.94,,5.1,
1,-554,c200.3,5.41,,6.4,
1,-555,c202.1,3.3,,7.1,
1,-556,c202.2,2.5,,5.7,
1,-557,c204.1,2.31,,5.6,
1,-558,c204.2,2.15,,5.5,
1,-559,c204.3,3.41,,6.7,
1,-560,c204.4,2.4,,6.2,
2,-561,c207.1,3.31,,6.8,
3,-561,c207.1,3.67,,7.2,
2,-562,c207.2,3.36,,6.9,
3,-562,c207.2,3.41,,7.9,
2,-563,C207.3,3.18,,6.1,
2,-564,c207.4,3.63,,7.2,
1,-565,c208.1,2.33,,6.6,Male
3,-565,c208.1,5.07,,9.5,Male
5,-565,c208.1,8.39,,12.5,Male
7,-565,c208.1,13.18,,18.9,Male
8,-565,c208.1,15.82,,19.2,Male
9,-565,c208.1,17.5,,20,Male
10,-565,c208.1,16.62,,20.9,Male
1,-566,c208.2,1.71,,5.2,
1,-567,c208.3,1.7,,5.2,
1,-568,c208.4,1.94,,5,
0,-569,c209.1,1.72,,5.6,
1,-569,c209.1,2.89,,6,
0,-570,c209.2,1.72,,6,
1,-570,c209.2,2.78,,6,
0,-573,c212.1,1.18,,6.2,
0,-575,c214.1,2.58,,5.9,
2,-575,c214.1,2.81,,8.5,
0,-576,c214.2,2.4,,6.1,
0,-577,c214.3,1.17,,5.4,
3,-578,c215.1,4.29,,7.6,
3,-579,c215.2,3.12,,6.9,
3,-580,c215.3,3.65,,7,
0,-581,c216.1,2.18,,6,
0,-582,c216.2,2.02,,5.6,
1,-582,c216.2,2.23,,5.6,
1,-583,c219.1,2.94,,5,
1,-584,c219.2,3.22,,6.6,
1,-585,c219.3,2.53,,4.7,
11,-586,c223.1,18.28,,21.1,Female
11,-587,c223.2,16.84,,20.4,
11,-588,c223.3,15.02,,20.7,
0,-589,c224.1,1.72,,5.4,
1,-589,c224.1,2.3,,5.5,
4,-589,c224.1,4.93,,9,
6,-589,c224.1,9.07,,12.8,
7,-589,c224.1,12.23,,14.5,
8,-589,c224.1,13.62,,16.7,
9,-589,c224.1,15.58,,17.55,
10,-589,c224.1,15.04,,18.8,
11,-589,c224.1,19.96,,19.05,
12,-589,c224.1,16.52,,19.2,
1,-590,c224.2,1.97,,4.5,
8,-592,c225.1,18.99,,20.3,
9,-592,c225.1,18.52,,21.1,
8,-593,c225.2,19.02,,21,Unknown
9,-593,c225.2,19.76,,21.5,Unknown
8,-594,c225.3,18.47,,20,
9,-594,c225.3,17.22,,20.4,
0,-596,c226.1,2.27,,5.35,
0,-597,c226.2,2.23,,5.2,
0,-598,c228.1,2.1,,5.5,
3,-602,c230.1,3.18,,6.6,
3,-603,c230.2,3.56,,7.8,
0,-605,c231.1,1.81,,4.4,
1,-605,c231.1,2.19,,5,
0,-606,c231.2,1.5,,4.2,
1,-606,c231.2,1.9,,5.1,
1,-607,c231.3,1.5,,4.2,
4,-608,c252.1,4.42,,8.4,
6,-608,c252.1,8.97,,13.2,
7,-608,c252.1,11.53,,15.8,
8,-608,c252.1,14.46,,17.8,
9,-608,c252.1,15.86,,19.4,
10,-608,c252.1,18.36,,21.2,
4,-609,c252.2,3.89,,7.4,
6,-609,c252.2,3.16,,8.4,
4,-610,c252.3,4.22,,7.9,
6,-610,c252.3,8.45,,13.2,
7,-610,c252.3,11.15,,15.2,
8,-610,c252.3,14.12,,17.4,
9,-610,c252.3,16.5,,19.2,
10,-610,c252.3,18.57,,20.4,
1,-611,c233.1,1.96,,6,
1,-612,c233.2,2.28,,5.9,
1,-613,c234.1,2.28,,6,
3,-613,c234.1,3.81,,7.5,
5,-613,c234.1,5.78,,10.7,
7,-613,c234.1,7.96,,13.9,
8,-613,c234.1,9.39,,14.7,
1,-614,c234.2,1.54,,5.55,
4,-615,c235.1,5.79,,9.5,
6,-615,c235.1,9.23,,13.75,
7,-615,c235.1,12.16,,15.2,
8,-615,c235.1,14.59,,18.5,
9,-615,c235.1,15.17,,18.5,
10,-615,c235.1,17.47,,19.9,
11,-615,c235.1,18.27,,20.3,
12,-615,c235.1,17.88,,10.35,
4,-616,c235.2,5.74,,9.35,Female
6,-616,c235.2,9.63,,13.9,Female
7,-616,c235.2,11.17,,14.5,Female
8,-616,c235.2,14.19,,17.5,Female
9,-616,c235.2,15.82,,19.3,Female
10,-616,c235.2,17.78,,20.3,Female
11,-616,c235.2,18.18,,20.4,Female
4,-617,c235.3,4.45,,7.3,
0,-619,c237.1,1.79,,5.25,
1,-620,c237.2,1.77,,4.9,
3,-620,c237.2,2.11,,5.2,
12,-622,c238.1,17.92,,21.3,
12,-623,c238.2,16.55,,21.1,Male
6,-624,c239.1,10.68,,14,
7,-624,c239.1,11.39,,16.2,
8,-624,c239.1,14.13,,18,
9,-624,c239.1,15.47,,19.9,
10,-624,c239.1,15.74,,20.25,
11,-624,c239.1,15.81,,20.65,
12,-624,c239.1,15.62,,20.9,
6,-625,c239.2,7.97,,12,
7,-625,c239.2,9.64,,13.5,
8,-625,c239.2,12.78,,14.9,
9,-625,c239.2,14.12,,17.3,
10,-625,c239.2,15,,19.6,
11,-625,c239.2,16.68,,20.35,
12,-625,c239.2,17.25,,20.4,
6,-626,c239.3,10.22,,14.95,
7,-626,c239.3,11.87,,15,
8,-626,c239.3,14.11,,18,
9,-626,c239.3,15.4,,19.8,
10,-626,c239.3,16.27,,19.8,
11,-626,c239.3,17.04,,20.4,
12,-626,c239.3,17.26,,20.65,
6,-627,c239.4,6.65,,11.8,Female
7,-627,c239.4,7.72,,13.2,Female
8,-627,c239.4,10.59,,16,Female
9,-627,c239.4,12.82,,18,Female
10,-627,c239.4,14.3,,18.8,Female
11,-627,c239.4,15.54,,19.7,Female
12,-627,c239.4,17.56,,20.8,Female
1,-628,c240.1,2.96,,6.95,
3,-628,c240.1,5.89,,7.9,
5,-628,c240.1,11.12,,14.9,
6,-628,c240.1,12.38,,16.9,
7,-628,c240.1,14.16,,17.4,
8,-628,c240.1,16.28,,19.15,
1,-629,c240.2,2.81,,6,
3,-629,c240.2,5.38,,9.3,
5,-629,c240.2,9.73,,15.1,
6,-629,c240.2,11.68,,16.6,
7,-629,c240.2,13.32,,17.6,
8,-629,c240.2,15.19,,19.45,
1,-630,c240.3,2.82,,5.5,
3,-630,c240.3,4.81,,9.1,
5,-630,c240.3,8.95,,14.15,
6,-630,c240.3,10.42,,15.8,
7,-630,c240.3,13.11,,16.6,
8,-630,c240.3,15.09,,17.45,
67,-631,c241.1,14.65,,16.5,
78,-631,c241.1,14.79,,17.8,
89,-631,c241.1,17.22,,19.7,
910,-631,c241.1,18.63,,20.6,
1011,-631,c241.1,18.13,,20.9,
67,-632,c241.2,14.68,,17,
78,-632,c241.2,15,,18.9,
89,-632,c241.2,17.93,,20.1,
910,-632,c241.2,18.92,,21.7,
1011,-632,c241.2,18.5,,21.2,
1112,-632,c241.2,18.41,,21.4,
67,-633,c241.3,12.98,,16.2,
78,-633,c241.3,13.9,,17.8,
89,-633,c241.3,16.55,,18.85,
910,-633,c241.3,18.57,,21.3,
1011,-633,c241.3,19.22,,21.9,
1112,-633,c241.3,19.01,,22,
4,-634,c242.1,8.44,,11.5,
6,-634,c242.1,12.43,,15.3,
7,-634,c242.1,14.8,,16.7,
8,-634,c242.1,16.27,,18.15,
9,-634,c242.1,17.86,,19.05,
10,-634,c242.1,17.38,,19.95,
11,-634,c242.1,16.68,,20,
4,-635,c242.2,5.39,,9.9,
6,-635,c242.2,9.22,,13.6,
7,-635,c242.2,11.34,,15.75,
8,-635,c242.2,14.11,,17.55,
9,-635,c242.2,16.06,,19.5,
10,-635,c242.2,17.42,,19.95,
11,-635,c242.2,16.66,,20.45,
4,-636,c244.1,8.32,,14.5,
5,-636,c244.1,9.19,,14.9,
7,-636,c244.1,9.2,,16.9,
8,-636,c244.1,9.58,,17.6,
9,-636,c244.1,10.34,,17.6,
4,-637,c244.2,9.45,,14.5,
5,-637,c244.2,9.19,,14.9,
7,-637,c244.2,13.02,,18.05,
8,-637,c244.2,13.84,,17.9,
9,-637,c244.2,13.22,,18.9,
4,-638,c244.3,9.35,,14.15,
5,-638,c244.3,11.3,,16.1,
7,-638,c244.3,14.69,,18.5,
8,-638,c244.3,16.13,,20.25,
9,-638,c244.3,15.65,,20.3,
78,-640,c247.1,15.84,,19.9,
78,-641,c247.2,15.74,,19.9,
78,-642,c247.3,12.08,,17.9,
,-708,,,,,Female
1,-714,c249.1,3.3,,9,
3,-714,c249.1,6.94,,10.9,
5,-714,c249.1,8.84,,13.65,
6,-714,c249.1,9.04,,15.4,
7,-714,c249.1,8.45,,15.8,
1,-715,c249.2,3.28,,8.5,
3,-715,c249.2,7.32,,12,
5,-715,c249.2,9.87,,13.8,
6,-715,c249.2,11.54,,16,
7,-715,c249.2,14.2,,18.6,
1,-718,252.1,3.05,,9,
3,-718,252.1,5.71,,10,
1,-719,252.2,2.17,,8,
3,-719,252.2,3.9,,7.9,
1,-720,252.3,2.17,,7,
3,-720,252.3,4.33,,9,
1,-721,c254.1,2.7,,6.4,
1,-722,c254.2,2.09,,5.7,
8,-714,c249.1,8.06,,15.3,
9,-714,c249.1,7.73,,15.2,
10,-714,c249.1,6.71,,13.6,
8,-715,c249.2,14.62,,19.3,
9,-715,c249.2,17.92,,19.6,
10,-715,c249.2,16.1,,19.7,
1,-723,265.1,2.2,,7,
3,-723,265.1,3.85,,9.1,
1,-724,265.2,2.25,,6,
3,-724,265.2,3.6,,8,
1,-725,265.3,2.95,,8,
3,-725,265.3,4.94,,8.9,
1,-726,265.4,2.94,,10,
3,-726,265.4,5.12,,10.2,
1,-727,c251.1,3.65,,7.5,
3,-727,c251.1,3.77,,8.5,
5,-727,c251.1,4.35,,9.7,
6,-727,c251.1,5,,11.3,
5,-718,c252.1,9.03,,14.2,
6,-718,c252.1,12.35,,16.4,
7,-718,c252.1,13.52,,18.4,
8,-718,c252.1,15.37,,19.5,
9,-718,c252.1,15.7,,21.1,
10,-718,c252.1,15.91,,21.1,
