Age,bird_id,chick_id,mass,NestID,tarsus,Sex
1,-1106,426.1,2.66,,6.5,
1,-1107,426.1,2.76,,6.6,
5,-1100,420.1,7.55,,11.5,
5,-1101,420.2,8.19,,12.6,
6,-1098,421.1,14.49,,17.6,
6,-1099,421.2,14.06,,17.7,
0,-1109,422.1,1.78,,5,
0,-1110,422.2,1.62,,4.8,
0,-1111,422.3,1.92,,6,
3,-1106,426.1,4.84,,9.1,
3,-1107,426.1,5.2,,9.6,
0,-1112,430.1,1.58,,5.2,
0,-1113,430.2,1.46,,5.3,
6,-1100,420.1,10.44,,14.4,
6,-1101,420.2,10.97,,14.4,
7,-1098,421.1,17.52,,18.8,
7,-1099,421.2,17.39,,18.4,
1,-1109,422.1,3.26,,7,
1,-1110,422.2,2.83,,5.9,
1,-1111,422.3,3.53,,7.7,
0,-1114,424.1,2,,6.1,
5,-1103,425.1,9.48,,14.3,
5,-1104,425.2,9.81,,13.3,
5,-1105,425.3,12.74,,15.9,
1,-1112,430.1,2.81,,7.3,
1,-1113,430.2,2.81,,7.3,
1,-1115,430.3,2.76,,6,
7,-1100,420.1,12.76,,14.7,
7,-1101,420.2,12.68,,16.1,
8,-1098,421.1,15.36,,19.4,
8,-1099,421.2,15.47,,19.3,
1,-1114,424.1,2.57,,6.5,
6,-1103,425.1,10.65,,15.5,
6,-1104,425.2,8,,14.7,
6,-1105,425.3,14.33,,17.2,
5,-1106,426.1,10.07,,13,
8,-1100,420.1,14.34,,17.5,
8,-1101,420.2,14.53,,18.5,
7,-1103,425.1,12.45,,18.1,
7,-1104,425.2,8.41,,15.3,
7,-1105,425.3,15.95,,18.7,
3,-1112,430.1,5.19,,9.1,
3,-1113,430.2,4.68,,9.9,
3,-1115,430.3,5.05,,8.9,
1,-1116,435.1,2.72,,6.9,
1,-1117,435.2,3.02,,7.2,
1,-1118,435.3,2.74,,6.3,
9,-1100,420.1,15,,18.5,
9,-1101,420.2,14.99,,19.6,
3,-1114,424.1,3.67,,8.4,
8,-1103,425.1,13.67,,19.1,
8,-1104,425.2,8.89,,16.4,
8,-1105,425.3,18.18,,20,
10,-1100,420.1,16.72,,20.7,
10,-1101,420.2,16.74,,19.8,
9,-1103,425.1,16.54,,20.4,
9,-1104,425.2,12.08,,17.6,
9,-1105,425.3,21.72,,21,
10,-1104,425.2,12.52,,18.1,
10,-1105,425.3,19.34,,21.4,
10,-1103,425.1,16.43,,20.9,
5,-1112,430.1,10.94,,14.3,
5,-1113,430.2,9.57,,14.3,
5,-1115,430.3,10.37,,14.2,
6,-1112,430.1,10.88,,15.2,
6,-1113,430.2,8.64,,15.2,
6,-1115,430.3,9.96,,15.3,
7,-1112,430.1,11.89,,17,
7,-1113,430.2,9.75,,16.4,
7,-1115,430.3,12.22,,17.4,
0,-1119,433.1,2.55,,6.8,
0,-1120,433.2,2.37,,6.6,
0,-1121,433.3,1.67,,5,
3,-1116,435.1,7.36,,11,
3,-1117,435.2,7.88,,11.8,
3,-1118,435.3,7.08,,11.3,
5,-1116,435.1,11.76,,15.7,
5,-1117,435.2,12.06,,15.7,
5,-1118,435.3,11.25,,15.3,
8,-1112,430.1,14.35,,19.2,
8,-1113,430.2,12.17,,17.8,
8,-1115,430.3,15.39,,19,
1,-1119,433.1,3.63,,7.8,
1,-1120,433.2,3.37,,7.5,
1,-1121,433.3,2.21,,6.6,
6,-1116,435.1,13.59,,17.4,
6,-1117,435.2,13.82,,17.6,
6,-1118,435.3,13.39,,16.8,
9,-1112,430.1,15.84,,19.9,
9,-1113,430.2,14.06,,19.5,
9,-1115,430.3,17.1,,20.1,
7,-1116,435.1,15.23,,18.7,
7,-1117,435.2,15.91,,19.7,
7,-1118,435.3,15.34,,18.8,
10,-1113,430.2,16.94,,19.8,
10,-1115,430.3,19.95,,22,
3,-1119,433.1,7.4,,12.3,
3,-1120,433.2,5.89,,10.3,
3,-1121,433.3,2.8,,8.8,
8,-1116,435.1,16.76,,20,
8,-1117,435.2,17.09,,20.7,
8,-1118,435.3,17.45,,21,
9,-1116,435.1,16.11,,20.8,
9,-1117,435.2,16.83,,20.7,
9,-1118,435.3,17.24,,21,
1,-1122,431.1,2.43,,6,
1,-1123,431.2,2,,6.1,
1,-1124,431.3,2.05,,5.8,
3,-1122,431.1,5.78,,10.5,
3,-1123,431.2,4.45,,8.9,
3,-1124,431.3,4.59,,8.8,
0,-1125,432.1,2.02,,6.3,
0,-1126,432.2,2.03,,5.5,
0,-1127,432.3,2.03,,5.2,
1,-1125,432.1,2.71,,7.7,
1,-1126,432.2,2.7,,7.5,
1,-1127,432.3,2.16,,6,
5,-1119,433.1,7,,13.4,
5,-1120,433.2,6.52,,12.2,
6,-1119,433.1,8.56,,15.1,
6,-1120,433.2,9.15,,13.8,
7,-1120,433.2,9.77,,14.4,
1,-1128,429.1,3.11,,6.9,
3,-1128,429.1,6.35,,11,
1,-1129,429.2,2.72,,6.1,
1,-1130,429.3,2.72,,7.2,
5,-1122,431.1,9.89,,13.6,
5,-1123,431.2,8.15,,12.4,
5,-1124,431.3,8.58,,12.3,
3,-1125,432.1,5.94,,10,
3,-1126,432.2,5.46,,9.9,
3,-1127,432.3,3.96,,8.4,
3,-1129,429.2,6.33,,10.8,
3,-1130,429.3,6.02,,9.6,
6,-1122,431.1,13.33,,16.8,
6,-1123,431.2,11.53,,14.7,
6,-1124,431.3,11.92,,14.9,
7,-1122,431.1,14.87,,18.2,
7,-1123,431.2,14.45,,17.5,
7,-1124,431.3,14.18,,16.8,
8,-1122,431.1,16.02,,19.5,
8,-1123,431.2,15.97,,19.4,
8,-1124,431.3,25.52,,19.3,
5,-1125,432.1,11,,15.3,
5,-1126,432.2,11,,14.9,
5,-1127,432.3,7.78,,12.6,
6,-1125,432.1,12.66,,17.1,
6,-1126,432.2,12.1,,17.6,
6,-1127,432.3,8.22,,14.3,
0.3,-1132,434.1,6.12,,10.3,
0.3,-1133,434.2,4.91,,10,
0.3,-1134,434.3,5.38,,9.4,
0.3,-1135,434.4,2.74,,8,
5,-1128,429.1,11.8,,15.6,
5,-1129,429.2,12.1,,15.6,
5,-1130,429.3,12.39,,15.1,
9,-1122,431.1,17.71,,20.3,
9,-1123,431.2,19.32,,20.3,
9,-1124,431.3,17.42,,19.3,
7,-1125,432.1,15.19,,18.7,
7,-1126,432.2,15.24,,18.9,
7,-1127,432.3,10.1,,15.8,
6,-1128,429.1,13.07,,17.4,
6,-1129,429.2,12.85,,17.3,
6,-1130,429.3,13.95,,16.6,
10,-1122,431.1,18.23,,20.1,
10,-1123,431.2,18.1,,20.3,
10,-1124,431.3,18.2,,19.9,
8,-1125,432.1,15,,19.2,
8,-1126,432.2,15.04,,19.6,
8,-1127,432.3,10.3,,16.4,
7,-1128,429.1,14.71,,18.6,
7,-1129,429.2,14.95,,18.8,
7,-1130,429.3,15.69,,18.1,
8,-1128,429.1,17.19,,20.7,
8,-1129,429.2,17.69,,20,
8,-1130,429.3,19.04,,19.5,
9,-1128,429.1,18.97,,21.3,
9,-1130,429.3,19.64,,20.5,
9,-1125,432.1,16.86,,20.5,
9,-1126,432.2,15.39,,20.8,
9,-1127,432.3,11.29,,17.7,
10,-1125,432.1,18.04,,20.6,
10,-1126,432.2,16.76,,20.6,
10,-1127,432.3,13.13,,17.8,
1,-1136,437.1,3.19,,7.8,
1,-1137,437.2,2.99,,6.8,
1,-1138,437.3,2.87,,6.2,
1,-1139,437.4,2.34,,6.2,
3,-1136,437.1,5.98,,11.2,
3,-1137,437.2,5.52,,10.6,
3,-1138,437.3,5.72,,10.4,
3,-1139,437.4,4.37,,8.9,
1,-1142,438.1,3,,7.6,
1,-1143,438.2,3.69,,7.3,
1,-1144,438.3,2.76,,7.3,
5,-1136,437.1,12,,15.9,
5,-1137,437.2,11.28,,15.9,
5,-1138,437.3,11.65,,14.9,
5,-1139,437.4,9.77,,14,
6,-1136,437.1,14.37,,18.6,
6,-1137,437.2,11.86,,17.3,
6,-1138,437.3,13.23,,16.8,
6,-1139,437.4,11.1,,16.4,
7,-1136,437.1,15.06,,19,
7,-1137,437.2,12.87,,18,
7,-1138,437.3,13.55,,19.3,
7,-1139,437.4,10.83,,17.4,
3,-1142,438.1,5.62,,11.1,
3,-1143,438.2,6.78,,11.6,
3,-1144,438.3,4.71,,9.7,
5,-1142,438.1,7.3,,12.5,
5,-1143,438.2,8.71,,13.8,
5,-1144,438.3,6.42,,11.6,
0.3,-1145,446.1,4.36,,9.8,
0.3,-1146,446.2,6.51,,10.5,
0.3,-1147,446.3,6.01,,10,
0.3,-1148,446.4,4.62,,9.6,
8,-1136,437.1,17.09,,20.5,
8,-1137,437.2,14.58,,19.9,
8,-1138,437.3,15.58,,20,
8,-1139,437.4,12.79,,19.1,
6,-1142,438.1,8.26,,14,
6,-1143,438.2,9.42,,14.8,
6,-1144,438.3,6.98,,13.9,
9,-1136,437.1,18.87,,21.3,
9,-1137,437.2,17.38,,20.8,
9,-1138,437.3,17.09,,19.8,
9,-1139,437.4,15.93,,19.9,
10,-1137,437.2,16.49,,20.5,
10,-1138,437.3,16.76,,20.3,
10,-1139,437.4,15.61,,20,
7,-1142,438.1,7.86,,14.2,
7,-1143,438.2,9.18,,14.3,
7,-1144,438.3,6.87,,14.3,
8,-1142,438.1,7.5,,14.6,
8,-1143,438.2,11.54,,16.3,
8,-1144,438.3,7.48,,14.4,
0,-1149,440.1,1.84,,5.6,
0,-1150,440.2,1.76,,5.8,
0.1,-1151,450.1,3.07,,6.9,
0.1,-1152,450.2,3.82,,7.9,
0.3,-1151,450.1,4.25,,9.3,
0.3,-1152,450.2,5.11,,9.1,
0,-1153,452.1,1.63,,5.1,
9,-1143,438.2,14.94,,18.1,
9,-1144,438.3,9.85,,15.9,
10,-1143,438.2,15.22,,18.3,
10,-1144,438.3,10,,16.3,
11,-1143,438.2,18.47,,20,
11,-1144,438.3,12.1,,16.8,
1,-1149,440.1,3.55,,7.8,
1,-1150,440.2,3.38,,6.9,
1,-1155,440.3,2.71,,5.2,
3,-1149,440.1,8.5,,11.8,
3,-1155,440.3,6.71,,10.2,
0.5,-1151,450.1,8.94,,12.7,
0.5,-1152,450.2,10.42,,13.8,
0.6,-1151,450.1,11.21,,15.4,
0.6,-1152,450.2,11.68,,14.9,
0.7,-1151,450.1,16.08,,18.3,
0.7,-1152,450.2,16.03,,18.3,
0.8,-1151,450.1,17.25,,19.8,
0.8,-1152,450.2,17.38,,19.1,
1,-1153,452.1,2.1,,6.3,
1,-1156,452.2,2.23,,5.1,
1,-1157,452.3,2.1,,5.4,
1,-1158,453.4,2.88,,7.6,
3,-1153,452.1,5.33,,9.7,
3,-1156,452.2,5.81,,9.8,
3,-1157,452.3,6.56,,10.4,
5,-1149,440.1,13.31,,16.7,
5,-1155,440.3,10.81,,13.9,
0.9,-1151,450.1,19.09,,20.8,
0.9,-1152,450.2,19.96,,20.8,
5,-1153,452.1,6.25,,11.5,
5,-1156,452.2,10.46,,13.4,
5,-1157,452.3,11.21,,15.3,
6,-1149,440.1,15.13,,17.9,
6,-1155,440.3,12.21,,16,
0.1,-1151,450.1,19.61,,21.3,
0.1,-1152,450.2,19.41,,21,
6,-1156,452.2,13,,15.6,
6,-1157,452.3,13.43,,17.3,
7,-1149,440.1,19.04,,21,
7,-1155,440.3,15.75,,18.9,
8,-1149,440.1,19.55,,21.2,
8,-1155,440.3,16.79,,19.5,
1,-1159,442.1,3.95,,7.8,
1,-1160,442.2,3.14,,7.5,
1,-1161,449.1,3.3,,7.6,
1,-1162,449.2,3.9,,7.9,
1,-1163,449.3,4.11,,8.4,
7,-1156,452.2,17.75,,18.1,
7,-1157,452.3,17.13,,19.4,
9,-1149,440.1,20.98,,21,
9,-1155,440.3,19.81,,20.8,
3,-1159,442.1,6.42,,10.3,
3,-1160,442.2,3.88,,9.1,
3,-1161,449.1,4.25,,9.5,
3,-1162,449.2,5.52,,10.9,
8,-1156,452.2,17.91,,20,
8,-1157,452.3,20.61,,19.7,
9,-1156,452.2,19.44,,20,
9,-1157,452.3,17.45,,19.9,
10,-1149,440.1,20.67,,21.3,
10,-1155,440.3,20.01,,21,
5,-1159,442.1,12.43,,15.6,
5,-1160,442.2,6.4,,12.7,
6,-1159,442.1,14.93,,17,
6,-1160,442.2,9,,13.7,
5,-1161,449.1,6.87,,11.9,
5,-1162,449.2,10.47,,14,
6,-1162,449.2,11.32,,15.9,
10,-1156,452.2,19,,20.3,
7,-1159,c442.1,16.39,,18.8,
7,-1160,c442.2,10.57,,16.2,
1,-1166,c445.1,3.19,,7.7,
1,-1167,c445.2,3.34,,7.5,
1,-1168,c445.3,2,,6.1,
7,-1162,c449.2,13.87,,17.3,
8,-1159,c442.1,17.63,,19.4,
8,-1160,c442.2,13.13,,17.4,
9,-1159,c442.1,16.57,,19.2,
9,-1160,c442.2,16.1,,18.5,
10,-1160,c442.2,16.16,,19.3,
5,-1166,c445.1,9.91,,14.2,
5,-1167,c445.2,11.36,,14.7,
7,-1166,c445.1,14.62,,18.4,
7,-1167,c445.2,15.83,,19.4,
9,-1166,c445.1,17.13,,21,
9,-1167,c445.2,18.39,,20.6,
8,-1162,c449.2,14.88,,17.6,
9,-1162,c449.2,14.6,,19,
10,-1162,c449.2,15.73,,19.4,
1,-1169,c454.1,3.42,,7.9,
3,-1169,c454.1,5.76,,10.4,
1,-1170,c453.1,2.51,,7.2,
1,-1171,c453.2,2.57,,6.8,
1,-1172,c453.3,2.85,,7.1,
3,-1170,c453.1,4.92,,10,
3,-1171,c453.2,4.91,,9.8,
3,-1172,c453.3,5.06,,9.9,
5,-1169,c454.1,11.16,,13.8,
6,-1169,c454.1,13.51,,16.5,
7,-1169,c454.1,14.65,,18,
1,-1173,c457.1,3.12,,7.6,
1,-1174,c457.2,4.35,,8,
0,-1175,c458.1,1.69,,5.4,
0,-1176,c456.1,1.89,,5.8,
0,-1177,c456.2,1.93,,5.5,
0,-1178,c456.3,1.86,,5.8,
5,-1170,c453.1,8.76,,13.8,
5,-1171,c453.2,8.84,,13.7,
5,-1172,c453.3,9.96,,14.8,
8,-1169,c454.1,15.62,,18.7,
1,-1176,c456.1,2.69,,7.4,
1,-1177,c456.2,2.84,,6.8,
1,-1178,c456.3,2.55,,6.8,
1,-1179,c456.4,2.09,,6,
1,-1175,c458.1,2.22,,5.8,
1,-1180,c458.2,2.06,,6.4,
1,-1181,c458.3,2.13,,6,
1,-1182,c458.4,1.96,,6.4,
6,-1170,c453.1,10.82,,15.9,
6,-1171,c453.2,11.22,,15.7,
6,-1172,c453.3,12.21,,17,
9,-1169,c454.1,17.74,,18.9,
3,-1173,c457.1,5.06,,9.9,
3,-1174,c457.2,7.16,,12.3,
7,-1170,c453.1,13.02,,17.7,
7,-1171,c453.2,13.2,,17.4,
7,-1172,c453.3,14.26,,18.5,
10,-1169,c454.1,18.06,,19,
3,-1176,c456.1,5.83,,10.3,
3,-1177,c456.2,6.27,,10.3,
3,-1178,c456.3,5.62,,10,
3,-1179,c456.4,4.4,,8.9,
3,-1175,c458.1,4.63,,8.6,
3,-1180,c458.2,4.44,,8.8,
3,-1181,c458.3,4.85,,8.6,
3,-1182,c458.4,3.71,,7.9,
8,-1170,c453.1,13.78,,18.7,
8,-1171,c453.2,13.1,,18.6,
8,-1172,c453.3,14.82,,19.7,
9,-1171,c453.2,17.11,,20,
5,-1173,c457.1,10.73,,13.8,
5,-1174,c457.2,10.73,,15.5,
6,-1173,c457.1,11.43,,15.4,
6,-1174,c457.2,14.89,,18.2,
5,-1175,c458.1,9.05,,12.6,
5,-1180,c458.2,9.8,,12.5,
5,-1181,c458.3,10.02,,13,
5,-1182,c458.4,8.12,,11.5,
1,-1186,c462.2,2.15,,6,
1,-1187,c462.3,2.11,,6.3,
7,-1173,c457.1,11.97,,16.5,
7,-1174,c457.2,14.76,,19.3,
8,-1173,c457.1,13.48,,17.5,
8,-1174,c457.2,16.33,,19.8,
6,-1175,c458.1,9.79,,15,
6,-1180,c458.2,10.15,,15.3,
6,-1181,c458.3,10.51,,15,
6,-1182,c458.4,8.2,,12.8,
7,-1175,c458.1,12.39,,16.4,
7,-1180,c458.2,12.68,,16.6,
7,-1181,c458.3,12.11,,16.8,
7,-1182,c458.4,10.35,,15,
1,-1189,c459.1,2.2,,7,
1,-1190,c459.2,2.03,,7,
1,-1191,c459.3,1.48,,5.6,
3,-1186,c462.2,3.62,,7.8,
9,-1173,c457.1,16.05,,19.4,
9,-1174,c457.2,17.26,,21.2,
8,-1175,c458.1,15.51,,18.5,
8,-1180,c458.2,14.84,,18.6,
8,-1181,c458.3,15.69,,18.2,
8,-1182,c458.4,13.04,,16.8,
9,-1172,c453.3,17.76,,21.3,
1,-1192,c460.1,2.89,,7.5,
1,-1193,c460.2,3.53,,8.1,
3,-1192,c460.1,6.85,,10.8,
3,-1193,c460.2,8.91,,12,
5,-1192,c460.1,8.21,,12.1,
5,-1193,c460.2,10.77,,15,
6,-1192,c460.1,9.03,,14.2,
6,-1193,c460.2,10.55,,16.6,
0,-1194,c465.1,1.87,,5.5,
0,-1195,c465.2,1.86,,5.7,
1,-1194,c465.1,3.06,,7.2,
1,-1195,c465.2,3.09,,7.6,
1,-1196,c465.3,2.85,,7,
1,-1197,c466.1,2.33,,6.9,
1,-1198,c466.2,3.52,,7.2,
7,-1192,c460.1,10.71,,15,
7,-1193,c460.2,12.35,,16.8,
8,-1192,c460.1,13.13,,16.2,
8,-1193,c460.2,14.65,,17.7,
9,-1192,c460.1,14.02,,17.3,
9,-1193,c460.2,14.9,,18.7,
10,-1192,c460.1,14.72,,18,
10,-1193,c460.2,16.23,,19.7,
3,-1194,c465.1,7.64,,10.8,
3,-1195,c465.2,5,,9.8,
3,-1196,c465.3,6.42,,10.3,
5,-1194,c465.1,11.46,,15,
5,-1195,c465.2,4.68,,12.3,
5,-1196,c465.3,9.01,,14.8,
6,-1194,c465.1,13.07,,16.8,
6,-1195,c465.2,6.66,,14.7,
6,-1196,c465.3,12.05,,16.8,
3,-1197,c466.1,6.15,,9.8,
3,-1198,c466.2,7.55,,11.6,
5,-1197,c466.1,9.06,,13.5,
5,-1198,c466.2,11.26,,15.1,
6,-1197,c466.1,12.19,,16.5,
6,-1198,c466.2,13.98,,16.5,
1,-1199,c464.1,2.66,,,
1,-1200,c464.2,2.22,,,
1,-1201,c464.3,2.21,,,
7,-1194,c465.1,15.56,,18.3,
7,-1195,c465.2,8.6,,16.3,
7,-1196,c465.3,14.47,,18.1,
8,-1194,c465.1,17.06,,20,
8,-1195,c465.2,11.7,,18,
8,-1196,c465.3,17.05,,20.1,
10,-1194,c465.1,18.35,,21,
10,-1195,c465.2,14.8,,20.3,
10,-1196,c465.3,18.68,,21.2,
7,-1197,c466.1,14.02,,17.7,
7,-1198,c466.2,15.69,,18.8,
8,-1197,c466.1,15.16,,19.6,
8,-1198,c466.2,17.2,,19.6,
10,-1197,c466.1,16.51,,21.6,
10,-1198,c466.2,19.05,,20.5,
3,-1200,c464.2,4.19,,8.6,
3,-1201,c464.3,4.48,,8.9,
5,-1200,c464.2,6.41,,11.5,
5,-1201,c464.3,6.73,,11.8,
6,-1200,c464.2,8.49,,12.3,
6,-1201,c464.3,9.03,,13.2,
7,-1200,c464.2,8.7,,13.2,
7,-1201,c464.3,9.19,,13.8,
8,-1200,c464.2,9.8,,15.4,
8,-1201,c464.3,11.24,,16,
9,-1200,c464.2,12.73,,17.8,
9,-1201,c464.3,10.69,,18,
10,-1200,c464.2,14.12,,19.5,
10,-1201,c464.3,16.36,,20,
