"nestlingID","nestID","year","age","hatchdate","hatchsize","fledgedate","fledgesize","mass","tarsus","ninprim","year2"
"1997-HUMP nestling 8","1997-HUMP",1997,15,155,6,174,9,17.4,14.7,43,2
"2000-BGC3 nestling 1","2000-BGC3",2000,10,152,6,177,4,19.3,,30,2.3
"1983-GCAS4 nestling 1","1983-GCAS4",1983,12,156,6,178,3,20.2,,,0.6
"1983-GCAS4 nestling 1","1983-GCAS4",1983,15,156,6,178,3,21.1,,,0.6
"1990-SPB2 nestling 1","1990-SPB2",1990,12,154,6,175,6,20.5,,24,1.3
"2000-BGC3 nestling 2","2000-BGC3",2000,10,152,6,177,4,19.1,,31,2.3
"1983-GCAS4 nestling 2","1983-GCAS4",1983,11,156,6,178,3,18.7,,,0.6
"1983-GCAS4 nestling 2","1983-GCAS4",1983,14,156,6,178,3,21,,,0.6
"1990-SPB2 nestling 2","1990-SPB2",1990,12,154,6,175,6,22.5,,24,1.3
"2000-BGC3 nestling 3","2000-BGC3",2000,10,152,6,177,4,12.5,,23,2.3
"1983-GCAS4 nestling 3","1983-GCAS4",1983,11,156,6,178,3,20.6,,,0.6
"1983-GCAS4 nestling 3","1983-GCAS4",1983,14,156,6,178,3,21.5,,,0.6
"1990-SPB2 nestling 3","1990-SPB2",1990,12,154,6,175,6,22.5,,21,1.3
"2000-BGC3 nestling 4","2000-BGC3",2000,10,152,6,177,4,19.3,,32,2.3
"1983-GCAS4 nestling 4","1983-GCAS4",1983,12,156,6,178,3,17.8,,,0.6
"1983-GCAS4 nestling 4","1983-GCAS4",1983,15,156,6,178,3,21.4,,,0.6
"1990-SPB2 nestling 4","1990-SPB2",1990,12,154,6,175,6,23,,24,1.3
"2000-BGC3 nestling 5","2000-BGC3",2000,10,152,6,177,4,13.9,,26,2.3
"1983-GCAS4 nestling 5","1983-GCAS4",1983,11,156,6,178,3,18.9,,,0.6
"1983-GCAS4 nestling 5","1983-GCAS4",1983,14,156,6,178,3,21.5,,,0.6
"1990-SPB2 nestling 5","1990-SPB2",1990,12,154,6,175,6,23,,24,1.3
"2000-BGC3 nestling 6","2000-BGC3",2000,10,152,6,177,4,17.4,,30,2.3
"1983-GCAS4 nestling 6","1983-GCAS4",1983,11,156,6,178,3,19.9,,,0.6
"1983-GCAS4 nestling 6","1983-GCAS4",1983,14,156,6,178,3,21,,,0.6
"1990-SPB2 nestling 6","1990-SPB2",1990,12,154,6,175,6,23.5,,26,1.3
"2000-BLG4 (2) nestling 1","2000-BLG4 (2)",2000,10,179,3,200,3,20.9,,45,2.3
"2005-TGE3 nestling 1","2005-TGE3",2005,10,155,6,177,2,21.25,12.23,42,2.8
"2000-BLG4 (2) nestling 2","2000-BLG4 (2)",2000,10,179,3,200,3,18.7,,40,2.3
"2005-TGE3 nestling 2","2005-TGE3",2005,10,155,6,177,2,17,12.42,35,2.8
"2000-BLG4 (2) nestling 3","2000-BLG4 (2)",2000,10,179,3,200,3,22.1,,44,2.3
"2005-TGE3 nestling 3","2005-TGE3",2005,10,155,6,177,2,21,12.22,40,2.8
"2005-TGE3 nestling 4","2005-TGE3",2005,10,155,6,177,2,19.75,12.27,43,2.8
"2005-TGE3 nestling 5","2005-TGE3",2005,10,155,6,177,2,23,12.33,43,2.8
"2005-TGE3 nestling 6","2005-TGE3",2005,10,155,6,177,2,18.5,12.08,38,2.8
"2010-HUX1 nestling 1","2010-HUX1",2010,12,155,5,176,3,22.5,15.6,,3.3
"1992-MS4 nestling 1","1992-MS4",1992,12,156,8,174,5,24,,33,1.5
"2010-HUX1 nestling 2","2010-HUX1",2010,12,155,5,176,3,19.5,14.6,,3.3
"1992-MS4 nestling 2","1992-MS4",1992,12,156,8,174,5,21,,32,1.5
"2010-HUX1 nestling 3","2010-HUX1",2010,12,155,5,176,3,17.5,15.5,,3.3
"1992-MS4 nestling 3","1992-MS4",1992,12,156,8,174,5,25,,36,1.5
"1992-MS4 nestling 4","1992-MS4",1992,12,156,8,174,5,21.5,,35,1.5
"1992-MS4 nestling 5","1992-MS4",1992,12,156,8,174,5,24.5,,35,1.5
"1992-MS4 nestling 6","1992-MS4",1992,12,156,8,174,5,22,,24,1.5
"1992-MS4 nestling 7","1992-MS4",1992,12,156,8,174,5,22.5,,32,1.5
"2014-BGC5 nestling 1","2014-BGC5",2014,12,149,6,171,6,22.51,14.9,50,3.7
"1984-HU19 nestling 1","1984-HU19",1984,11,153,6,174,6,20.6,,,0.7
"1984-HU19 nestling 1","1984-HU19",1984,15,153,6,174,6,21.4,,,0.7
"2014-BGC5 nestling 2","2014-BGC5",2014,12,149,6,171,6,22.39,15.3,62,3.7
"1984-HU19 nestling 2","1984-HU19",1984,11,153,6,174,6,21.8,,,0.7
"1984-HU19 nestling 2","1984-HU19",1984,15,153,6,174,6,21.8,,,0.7
"2014-BGC5 nestling 3","2014-BGC5",2014,12,149,6,171,6,24.47,14.9,61,3.7
"1984-HU19 nestling 3","1984-HU19",1984,11,153,6,174,6,21.3,,,0.7
"1984-HU19 nestling 3","1984-HU19",1984,15,153,6,174,6,21.8,,,0.7
"2014-BGC5 nestling 4","2014-BGC5",2014,12,149,6,171,6,23.72,14.7,58,3.7
"1984-HU19 nestling 4","1984-HU19",1984,11,153,6,174,6,21.8,,,0.7
"1984-HU19 nestling 4","1984-HU19",1984,15,153,6,174,6,21.7,,,0.7
"2014-BGC5 nestling 5","2014-BGC5",2014,12,149,6,171,6,23.25,14.6,59,3.7
"1984-HU19 nestling 5","1984-HU19",1984,11,153,6,174,6,21.9,,,0.7
"1984-HU19 nestling 5","1984-HU19",1984,15,153,6,174,6,21.3,,,0.7
"2014-BGC5 nestling 6","2014-BGC5",2014,12,149,6,171,6,24.8,14.4,56,3.7
"1984-HU19 nestling 6","1984-HU19",1984,11,153,6,174,6,22.4,,,0.7
"1984-HU19 nestling 6","1984-HU19",1984,15,153,6,174,6,22.8,,,0.7
"1986-HUE1 nestling 1","1986-HUE1",1986,10,153,5,163,0,14.9,,,0.9
"1988-HUA7 nestling 1","1988-HUA7",1988,12,151,6,,6,20,,13,1.1
"1986-HUE1 nestling 2","1986-HUE1",1986,10,153,5,163,0,13.2,,,0.9
"1988-HUA7 nestling 2","1988-HUA7",1988,12,151,6,,6,21.5,,17,1.1
"1988-HUA7 nestling 3","1988-HUA7",1988,12,151,6,,6,21.5,,14,1.1
"1986-HUE1 nestling 4","1986-HUE1",1986,10,153,5,163,0,17.8,,,0.9
"1988-HUA7 nestling 4","1988-HUA7",1988,12,151,6,,6,20,,16,1.1
"1986-HUE1 nestling 5","1986-HUE1",1986,10,153,5,163,0,15,,,0.9
"1988-HUA7 nestling 5","1988-HUA7",1988,12,151,6,,6,18,,12,1.1
"1986-HUE1 nestling 6","1986-HUE1",1986,10,153,5,163,0,15.4,,,0.9
"1988-HUA7 nestling 6","1988-HUA7",1988,12,151,6,,6,19,,7,1.1
"1990-NESX7 nestling 1","1990-NESX7",1990,13,157,5,,,23,,24,1.3
"1988-HUC7' nestling 1","1988-HUC7'",1988,12,159,4,,4,24.5,,30,1.1
"1988-HUC7' nestling 2","1988-HUC7'",1988,12,159,4,,4,23.5,,28,1.1
"1988-HUC7' nestling 3","1988-HUC7'",1988,12,159,4,,4,25.5,,30,1.1
"1988-HUC7' nestling 4","1988-HUC7'",1988,12,159,4,,4,22.5,,23,1.1
"2007-CROSS nestling 1","2007-CROSS",2007,12,153,4,,,20.3,11.6,19,3
"1996-NESG7 nestling 1","1996-NESG7",1996,15,162,5,185,4,19.2,14.8,40,1.9
"1998-NESG9 nestling 1","1998-NESG9",1998,15,150,6,,1,24,14.7,61.5,2.1
"2007-CROSS nestling 2","2007-CROSS",2007,12,153,4,,,22.2,11.85,21,3
"1996-NESG7 nestling 2","1996-NESG7",1996,15,162,5,185,4,20,14.64,42,1.9
"2007-CROSS nestling 3","2007-CROSS",2007,12,153,4,,,18.2,11.66,8,3
"1996-NESG7 nestling 3","1996-NESG7",1996,15,162,5,185,4,20.5,14.31,29.5,1.9
"1996-NESG7 nestling 4","1996-NESG7",1996,15,162,5,185,4,19.5,13.9,39.5,1.9
"1979-GCB4 nestling 2","1979-GCB4",1979,11,152,5,166,0,20.5,,,0.2
"1979-GCB4 nestling 2","1979-GCB4",1979,12,152,5,166,0,22,,,0.2
"1979-GCB4 nestling 3","1979-GCB4",1979,11,152,5,166,0,21,,,0.2
"1979-GCB4 nestling 3","1979-GCB4",1979,12,152,5,166,0,24,,,0.2
"1979-GCB4 nestling 4","1979-GCB4",1979,11,152,5,166,0,21,,,0.2
"1979-GCB4 nestling 4","1979-GCB4",1979,12,152,5,166,0,23.25,,,0.2
"1979-GCB4 nestling 5","1979-GCB4",1979,11,152,5,166,0,22,,,0.2
"1979-GCB4 nestling 5","1979-GCB4",1979,12,152,5,166,0,24.25,,,0.2
"1997-HUW4 nestling 1","1997-HUW4",1997,14,181,4,,,19.5,11.92,32,2
"1997-HUW4 nestling 2","1997-HUW4",1997,14,181,4,,,18,11.94,31,2
"1997-HUW4 nestling 3","1997-HUW4",1997,14,181,4,,,17,12.02,33,2
"1997-HUW4 nestling 4","1997-HUW4",1997,14,181,4,,,13,11.04,22,2
"2016-LSH6 nestling 1","2016-LSH6",2016,12,178,5,,2,20.5,14.2,48,3.9
"2009-NBC5 nestling 1","2009-NBC5",2009,12,152,4,173,4,24,16.3,,3.2
"1982-HU03 nestling 1","1982-HU03",1982,11,159,3,178,2,22,,,0.5
"1982-HU03 nestling 1","1982-HU03",1982,14,159,3,178,2,26.5,,,0.5
"1992-BGA3 nestling 1","1992-BGA3",1992,12,167,5,191,2,16.5,,0,1.5
"2016-LSH6 nestling 2","2016-LSH6",2016,12,178,5,,2,18.25,13.7,55,3.9
"2009-NBC5 nestling 2","2009-NBC5",2009,12,152,4,173,4,24,15.3,,3.2
"1982-HU03 nestling 2","1982-HU03",1982,11,159,3,178,2,23,,,0.5
"1982-HU03 nestling 2","1982-HU03",1982,14,159,3,178,2,26,,,0.5
"1992-BGA3 nestling 2","1992-BGA3",1992,12,167,5,191,2,18,,0,1.5
"2016-LSH6 nestling 3","2016-LSH6",2016,12,178,5,,2,17.25,13.8,47,3.9
"2009-NBC5 nestling 3","2009-NBC5",2009,12,152,4,173,4,22,15.6,,3.2
"2016-LSH6 nestling 4","2016-LSH6",2016,12,178,5,,2,18,14.2,54,3.9
"2009-NBC5 nestling 4","2009-NBC5",2009,12,152,4,173,4,25,16.3,,3.2
"2003-SPA3 nestling 1","2003-SPA3",2003,15,154,6,174,5,19.6,12.56,31,2.6
"2005-HUC3 nestling 1","2005-HUC3",2005,10,149,5,,,21.25,12.81,32,2.8
"2003-SPA3 nestling 2","2003-SPA3",2003,15,154,6,174,5,20.3,12.79,31.5,2.6
"2005-HUC3 nestling 2","2005-HUC3",2005,10,149,5,,,21.5,12.28,35.5,2.8
"2003-SPA3 nestling 3","2003-SPA3",2003,15,154,6,174,5,21.1,12.83,34,2.6
"2005-HUC3 nestling 3","2005-HUC3",2005,10,149,5,,,20,12.46,29,2.8
"2005-HUC3 nestling 4","2005-HUC3",2005,10,149,5,,,24,12.11,34,2.8
"2003-SPA3 nestling 5","2003-SPA3",2003,15,154,6,174,5,21.4,12.9,34,2.6
"2003-SPA3 nestling 6","2003-SPA3",2003,15,154,6,174,5,22,12.69,32,2.6
"2017-NBB2 nestling 1","2017-NBB2",2017,10,157,5,175,5,19,14.3,43,4
"2017-NBB2 nestling 1","2017-NBB2",2017,12,157,5,175,5,20,14.5,51,4
"2017-LSF8 nestling 1","2017-LSF8",2017,12,157,6,173,0,9.5,12.8,26,4
"1998-NBD2 nestling 1","1998-NBD2",1998,15,151,5,173,3,9.4,13.3,26,2.1
"2017-NBB2 nestling 2","2017-NBB2",2017,10,157,5,175,5,18,13.8,40,4
"2017-NBB2 nestling 2","2017-NBB2",2017,12,157,5,175,5,21.7,14.4,49,4
"2017-LSF8 nestling 2","2017-LSF8",2017,12,157,6,173,0,11.5,12.2,26,4
"1998-NBD2 nestling 2","1998-NBD2",1998,15,151,5,173,3,10.4,13.33,27,2.1
"2017-NBB2 nestling 3","2017-NBB2",2017,10,157,5,175,5,23.5,14.9,49,4
"2017-NBB2 nestling 3","2017-NBB2",2017,12,157,5,175,5,24,14.9,55,4
"1998-NBD2 nestling 3","1998-NBD2",1998,15,151,5,173,3,15.7,13.57,38,2.1
"2017-NBB2 nestling 4","2017-NBB2",2017,10,157,5,175,5,19.2,14.3,48,4
"2017-NBB2 nestling 4","2017-NBB2",2017,12,157,5,175,5,,14.4,56,4
"2017-LSF8 nestling 4","2017-LSF8",2017,12,157,6,173,0,8.75,13.5,27,4
"1998-NBD2 nestling 4","1998-NBD2",1998,15,151,5,173,3,13.7,13.26,30,2.1
"2017-NBB2 nestling 5","2017-NBB2",2017,10,157,5,175,5,18.2,14.5,44,4
"2017-NBB2 nestling 5","2017-NBB2",2017,12,157,5,175,5,19.5,13.6,55,4
"2017-LSF8 nestling 5","2017-LSF8",2017,12,157,6,173,0,9.5,13.5,29,4
"1998-NBD2 nestling 5","1998-NBD2",1998,15,151,5,173,3,14,14.41,37,2.1
"2003-SRBP10 nestling 1","2003-SRBP10",2003,15,154,5,172,5,23.8,11.94,36,2.6
"1992-BGI3* (2) nestling 1","1992-BGI3* (2)",1992,12,185,2,206,2,21.5,,0,1.5
"2003-BGF4 nestling 1","2003-BGF4",2003,15,154,5,174,5,23.2,12.64,35,2.6
"2011-BGA3 nestling 1","2011-BGA3",2011,12,156,3,178,3,22.5,14,,3.4
"2003-SRBP10 nestling 2","2003-SRBP10",2003,15,154,5,172,5,20.3,12.98,39,2.6
"1992-BGI3* (2) nestling 2","1992-BGI3* (2)",1992,12,185,2,206,2,23.5,,0.86,1.5
"2003-BGF4 nestling 2","2003-BGF4",2003,15,154,5,174,5,23.9,12.78,36,2.6
"2011-BGA3 nestling 2","2011-BGA3",2011,12,156,3,178,3,19,14.8,,3.4
"2003-SRBP10 nestling 3","2003-SRBP10",2003,15,154,5,172,5,20.6,12.43,36,2.6
"2003-BGF4 nestling 3","2003-BGF4",2003,15,154,5,174,5,22.7,12.19,40,2.6
"2011-BGA3 nestling 3","2011-BGA3",2011,12,156,3,178,3,22,14,,3.4
"2003-SRBP10 nestling 4","2003-SRBP10",2003,15,154,5,172,5,23.5,12.17,41.5,2.6
"2003-BGF4 nestling 4","2003-BGF4",2003,15,154,5,174,5,23.3,12.24,32,2.6
"2003-SRBP10 nestling 5","2003-SRBP10",2003,15,154,5,172,5,22.6,12.78,40,2.6
"2003-BGF4 nestling 5","2003-BGF4",2003,15,154,5,174,5,22.5,11.89,40,2.6
"2000-GH1 nestling 1","2000-GH1",2000,12,150,5,172,5,,,55.5,2.3
"1991-NESB4 nestling 1","1991-NESB4",1991,12,157,7,177,4,24,,26,1.4
"1991-NESB4 nestling 1","1991-NESB4",1991,16,157,7,177,4,25,,49,1.4
"1995-NESB8 nestling 1","1995-NESB8",1995,14,148,5,167,3,24.3,11.5,,1.8
"1997-NESB6 nestling 1","1997-NESB6",1997,14,162,6,181,3,23.4,15.4,,2
"1985-BGH6 nestling 1","1985-BGH6",1985,13,155,5,176,0,13.5,,,0.8
"2000-GH1 nestling 2","2000-GH1",2000,12,150,5,172,5,,,58,2.3
"1991-NESB4 nestling 2","1991-NESB4",1991,12,157,7,177,4,22.5,,33,1.4
"1991-NESB4 nestling 2","1991-NESB4",1991,16,157,7,177,4,22,,50,1.4
"1995-NESB8 nestling 2","1995-NESB8",1995,14,148,5,167,3,21.7,11.4,,1.8
"1997-NESB6 nestling 2","1997-NESB6",1997,14,162,6,181,3,21.6,15.3,,2
"2000-GH1 nestling 3","2000-GH1",2000,12,150,5,172,5,,,55,2.3
"1991-NESB4 nestling 3","1991-NESB4",1991,12,157,7,177,4,22.5,,29,1.4
"1991-NESB4 nestling 3","1991-NESB4",1991,16,157,7,177,4,22.5,,48,1.4
"1995-NESB8 nestling 3","1995-NESB8",1995,14,148,5,167,3,23.2,11.18,,1.8
"1997-NESB6 nestling 3","1997-NESB6",1997,14,162,6,181,3,21.8,14.9,,2
"1985-BGH6 nestling 3","1985-BGH6",1985,13,155,5,176,0,13,,,0.8
"2000-GH1 nestling 4","2000-GH1",2000,12,150,5,172,5,,,57,2.3
"1991-NESB4 nestling 4","1991-NESB4",1991,12,157,7,177,4,24,,28,1.4
"1991-NESB4 nestling 4","1991-NESB4",1991,16,157,7,177,4,24.5,,48,1.4
"2000-GH1 nestling 5","2000-GH1",2000,12,150,5,172,5,,,58,2.3
"1979-MN08 (2) nestling 1","1979-MN08 (2)",1979,10,169,4,188,3,25,,,0.2
"1979-MN08 (2) nestling 1","1979-MN08 (2)",1979,12,169,4,188,3,24.5,,,0.2
"1979-MN08 (2) nestling 1","1979-MN08 (2)",1979,14,169,4,188,3,23,,,0.2
"2000-NBE3 nestling 1","2000-NBE3",2000,10,159,5,180,3,16.1,,37,2.3
"2000-NBE3 nestling 2","2000-NBE3",2000,10,159,5,180,3,16.4,,35,2.3
"1979-MN08 (2) nestling 3","1979-MN08 (2)",1979,10,169,4,188,3,19,,,0.2
"1979-MN08 (2) nestling 3","1979-MN08 (2)",1979,12,169,4,188,3,20,,,0.2
"1979-MN08 (2) nestling 3","1979-MN08 (2)",1979,14,169,4,188,3,21,,,0.2
"2000-NBE3 nestling 3","2000-NBE3",2000,10,159,5,180,3,17.7,,38.5,2.3
"1979-MN08 (2) nestling 4","1979-MN08 (2)",1979,10,169,4,188,3,22,,,0.2
"1979-MN08 (2) nestling 4","1979-MN08 (2)",1979,12,169,4,188,3,21.5,,,0.2
"1979-MN08 (2) nestling 4","1979-MN08 (2)",1979,14,169,4,188,3,21,,,0.2
"2000-NBE3 nestling 4","2000-NBE3",2000,10,159,5,180,3,16.4,,34.5,2.3
"2000-NBE3 nestling 5","2000-NBE3",2000,10,159,5,180,3,11.7,,25,2.3
"1989-BGG5 nestling 1","1989-BGG5",1989,11,157,5,179,5,17,,13,1.2
"1989-BGG5 nestling 2","1989-BGG5",1989,11,157,5,179,5,19,,3,1.2
"1989-BGG5 nestling 3","1989-BGG5",1989,11,157,5,179,5,20.5,,11,1.2
"1989-BGG5 nestling 4","1989-BGG5",1989,11,157,5,179,5,17,,9,1.2
"1989-BGG5 nestling 5","1989-BGG5",1989,11,157,5,179,5,17.5,,5,1.2
"1982-HU06 nestling 1","1982-HU06",1982,12,167,4,185,4,24.5,,,0.5
"1982-HU06 nestling 1","1982-HU06",1982,15,167,4,185,4,23.5,,,0.5
"1982-HU06 nestling 2","1982-HU06",1982,12,167,4,185,4,25.5,,,0.5
"1982-HU06 nestling 2","1982-HU06",1982,15,167,4,185,4,24,,,0.5
"1982-HU06 nestling 3","1982-HU06",1982,12,167,4,185,4,25.5,,,0.5
"1982-HU06 nestling 3","1982-HU06",1982,15,167,4,185,4,25,,,0.5
"1982-HU06 nestling 4","1982-HU06",1982,12,167,4,185,4,22,,,0.5
"1982-HU06 nestling 4","1982-HU06",1982,15,167,4,185,4,23,,,0.5
"2002-HUA7 nestling 1","2002-HUA7",2002,15,154,5,176,4,23.5,12.2,34,2.5
"2002-HUA7 nestling 2","2002-HUA7",2002,15,154,5,176,4,21.5,12.25,26,2.5
"2002-HUA7 nestling 3","2002-HUA7",2002,15,154,5,176,4,21.7,12.95,34,2.5
"2002-HUA7 nestling 4","2002-HUA7",2002,15,154,5,176,4,17,12.4,26,2.5
"1988-HUC1 nestling 1","1988-HUC1",1988,12,154,6,177,6,19.5,,14,1.1
"2012-BGH4 nestling 1","2012-BGH4",2012,12,152,5,158,5,19.5,11.9,,3.5
"1988-HUC1 nestling 2","1988-HUC1",1988,12,154,6,177,6,18.5,,11,1.1
"2012-BGH4 nestling 2","2012-BGH4",2012,12,152,5,158,5,16.5,11.5,,3.5
"1988-HUC1 nestling 3","1988-HUC1",1988,12,154,6,177,6,16,,6,1.1
"2012-BGH4 nestling 3","2012-BGH4",2012,12,152,5,158,5,20.5,12,,3.5
"1988-HUC1 nestling 4","1988-HUC1",1988,12,154,6,177,6,20,,18,1.1
"2012-BGH4 nestling 4","2012-BGH4",2012,12,152,5,158,5,16.5,11.1,,3.5
"1988-HUC1 nestling 5","1988-HUC1",1988,12,154,6,177,6,17.5,,13,1.1
"2012-BGH4 nestling 5","2012-BGH4",2012,12,152,5,158,5,17,11.4,,3.5
"1988-HUC1 nestling 6","1988-HUC1",1988,12,154,6,177,6,19.5,,15,1.1
"1991-JGD2 nestling 1","1991-JGD2",1991,12,156,6,176,5,24,,23,1.4
"1997-BGF2 nestling 1","1997-BGF2",1997,14,,3,,3,22,19.81,39,2
"1991-JGD2 nestling 2","1991-JGD2",1991,12,156,6,176,5,23,,32,1.4
"1997-BGF2 nestling 2","1997-BGF2",1997,14,,3,,3,23.8,14.83,46,2
"1991-JGD2 nestling 3","1991-JGD2",1991,12,156,6,176,5,23.5,,33,1.4
"1997-BGF2 nestling 3","1997-BGF2",1997,14,,3,,3,22.5,14.87,42,2
"1991-JGD2 nestling 4","1991-JGD2",1991,12,156,6,176,5,22.5,,29,1.4
"1991-JGD2 nestling 5","1991-JGD2",1991,12,156,6,176,5,26.5,,29,1.4
"2016-LSD6 (1) nestling 1","2016-LSD6 (1)",2016,12,147,6,169,4,23.25,15,62,3.9
"1991-NESA1 nestling 1","1991-NESA1",1991,12,151,6,171,6,22.5,,29,1.4
"1991-NESA1 nestling 1","1991-NESA1",1991,16,151,6,171,6,21.5,,49,1.4
"2016-LSD6 (1) nestling 2","2016-LSD6 (1)",2016,12,147,6,169,4,20.25,15.4,64,3.9
"1991-NESA1 nestling 2","1991-NESA1",1991,12,151,6,171,6,23,,29,1.4
"1991-NESA1 nestling 2","1991-NESA1",1991,16,151,6,171,6,22.5,,48,1.4
"2016-LSD6 (1) nestling 3","2016-LSD6 (1)",2016,12,147,6,169,4,22.75,14.9,58,3.9
"1991-NESA1 nestling 3","1991-NESA1",1991,12,151,6,171,6,22,,30,1.4
"1991-NESA1 nestling 3","1991-NESA1",1991,16,151,6,171,6,22,,48,1.4
"2016-LSD6 (1) nestling 4","2016-LSD6 (1)",2016,12,147,6,169,4,25.25,15.5,63,3.9
"1991-NESA1 nestling 4","1991-NESA1",1991,12,151,6,171,6,22,,22,1.4
"1991-NESA1 nestling 4","1991-NESA1",1991,16,151,6,171,6,23,,44,1.4
"2016-LSD6 (1) nestling 5","2016-LSD6 (1)",2016,12,147,6,169,4,20.25,15.7,59,3.9
"1991-NESA1 nestling 5","1991-NESA1",1991,12,151,6,171,6,25,,27,1.4
"1991-NESA1 nestling 5","1991-NESA1",1991,16,151,6,171,6,25,,49,1.4
"2016-LSD6 (1) nestling 6","2016-LSD6 (1)",2016,12,147,6,169,4,22,15.3,,3.9
"1991-NESA1 nestling 6","1991-NESA1",1991,12,151,6,171,6,23.5,,31,1.4
"1991-NESA1 nestling 6","1991-NESA1",1991,16,151,6,171,6,23,,50,1.4
"2015-BGG7 nestling 1","2015-BGG7",2015,12,163,3,183,3,22.25,12.3,59,3.8
"2015-BGG7 nestling 2","2015-BGG7",2015,12,163,3,183,3,19.5,10.4,54,3.8
"2015-BGG7 nestling 3","2015-BGG7",2015,12,163,3,183,3,21.75,12.1,59,3.8
"2008-BGD4 nestling 1","2008-BGD4",2008,12,150,6,170,6,21.6,14.2,,3.1
"2008-BGD4 nestling 2","2008-BGD4",2008,12,150,6,170,6,18.6,14.6,,3.1
"2008-BGD4 nestling 3","2008-BGD4",2008,12,150,6,170,6,19.2,14.3,,3.1
"2008-BGD4 nestling 4","2008-BGD4",2008,12,150,6,170,6,17.7,15.4,,3.1
"2008-BGD4 nestling 5","2008-BGD4",2008,12,150,6,170,6,20.2,14.3,,3.1
"2008-BGD4 nestling 6","2008-BGD4",2008,12,150,6,170,6,19.6,15.8,,3.1
"2015-TGC3 nestling 1","2015-TGC3",2015,12,150,4,175,3,10.25,11.7,38,3.8
"1982-SBN1 nestling 1","1982-SBN1",1982,11,163,3,182,2,22.5,,,0.5
"1982-SBN1 nestling 1","1982-SBN1",1982,13,163,3,182,2,25,,,0.5
"1982-SBN1 nestling 1","1982-SBN1",1982,16,163,3,182,2,23.5,,,0.5
"2015-TGC3 nestling 2","2015-TGC3",2015,12,150,4,175,3,16,11.5,49,3.8
"1982-SBN1 nestling 2","1982-SBN1",1982,11,163,3,182,2,20,,,0.5
"2015-TGC3 nestling 3","2015-TGC3",2015,12,150,4,175,3,15.5,12,51,3.8
"1982-SBN1 nestling 3","1982-SBN1",1982,11,163,3,182,2,21.5,,,0.5
"1982-SBN1 nestling 3","1982-SBN1",1982,13,163,3,182,2,22.5,,,0.5
"1982-SBN1 nestling 3","1982-SBN1",1982,16,163,3,182,2,21.5,,,0.5
"2015-TGC3 nestling 4","2015-TGC3",2015,12,150,4,175,3,19.75,12.6,60,3.8
"1977-BMA08 nestling 1","1977-BMA08",1977,11,155,5,171,5,25,,,0
"1977-BMA08 nestling 2","1977-BMA08",1977,11,155,5,171,5,25,,,0
"1977-BMA08 nestling 3","1977-BMA08",1977,11,155,5,171,5,22,,,0
"1977-BMA08 nestling 4","1977-BMA08",1977,11,155,5,171,5,23,,,0
"1977-BMA08 nestling 5","1977-BMA08",1977,11,155,5,171,5,22.5,,,0
"1991-BGB6 nestling 1","1991-BGB6",1991,12,156,5,178,5,26.5,,31,1.4
"1991-BGB6 nestling 2","1991-BGB6",1991,12,156,5,178,5,21.5,,28,1.4
"1991-BGB6 nestling 3","1991-BGB6",1991,12,156,5,178,5,21.5,,18,1.4
"1991-BGB6 nestling 4","1991-BGB6",1991,12,156,5,178,5,23,,23,1.4
"1991-BGB6 nestling 5","1991-BGB6",1991,12,156,5,178,5,22,,25,1.4
"2013-BGC5 nestling 1","2013-BGC5",2013,12,158,6,173,0,12.5,12.4,26,3.6
"1983-HU19 nestling 1","1983-HU19",1983,10,151,6,172,6,20.7,,,0.6
"1983-HU19 nestling 1","1983-HU19",1983,13,151,6,172,6,24.9,,,0.6
"1983-HU19 nestling 1","1983-HU19",1983,16,151,6,172,6,23.7,,,0.6
"2000-OR12 nestling 1","2000-OR12",2000,11,157,5,174,5,,,37,2.3
"2013-BGC5 nestling 2","2013-BGC5",2013,12,158,6,173,0,10.43,13,22,3.6
"1983-HU19 nestling 2","1983-HU19",1983,10,151,6,172,6,19.6,,,0.6
"1983-HU19 nestling 2","1983-HU19",1983,13,151,6,172,6,23.7,,,0.6
"1983-HU19 nestling 2","1983-HU19",1983,16,151,6,172,6,22.6,,,0.6
"2000-OR12 nestling 2","2000-OR12",2000,11,157,5,174,5,,,39,2.3
"2013-BGC5 nestling 3","2013-BGC5",2013,12,158,6,173,0,9.39,11.4,22,3.6
"1983-HU19 nestling 3","1983-HU19",1983,12,151,6,172,6,23,,,0.6
"1983-HU19 nestling 3","1983-HU19",1983,15,151,6,172,6,22.8,,,0.6
"2000-OR12 nestling 3","2000-OR12",2000,11,157,5,174,5,,,37,2.3
"1983-HU19 nestling 4","1983-HU19",1983,10,151,6,172,6,20.9,,,0.6
"1983-HU19 nestling 4","1983-HU19",1983,13,151,6,172,6,24.5,,,0.6
"1983-HU19 nestling 4","1983-HU19",1983,16,151,6,172,6,23.4,,,0.6
"2000-OR12 nestling 4","2000-OR12",2000,11,157,5,174,5,,,36.5,2.3
"1983-HU19 nestling 5","1983-HU19",1983,10,151,6,172,6,19,,,0.6
"1983-HU19 nestling 5","1983-HU19",1983,13,151,6,172,6,24,,,0.6
"1983-HU19 nestling 5","1983-HU19",1983,16,151,6,172,6,22.5,,,0.6
"2000-OR12 nestling 5","2000-OR12",2000,11,157,5,174,5,,,40,2.3
"1983-HU19 nestling 6","1983-HU19",1983,10,151,6,172,6,19.3,,,0.6
