yr,area,ring,ageF,tars,tail,wing,patch,wingwhite,weight,mpatch,mwing,dam,sex
2,14,XB08392,ad,19.9,49,80,*,22,15.8,100,55,*,F
2,6,TB71472,juv,19.7,49.5,78,*,16,16.1,*,*,MB82525,F
2,6,XB04392,juv,19.5,50.5,81.5,*,14,14.8,80,41,*,F
2,6,TB43872,ad,19.8,52.5,82.5,*,16,16.8,63,31,*,F
2,6,XB09492,juv,19.4,48.5,80.5,*,19,16.8,72,23,*,F
2,5,PB83090,ad,19.7,*,84,*,22,13,*,*,JB04268,F
2,5,PB10990,ad,18.7,53.5,84,*,38,16.6,*,*,MB66594,F
2,8,XB15692,juv,19.2,51.5,82,*,11,16.8,*,*,*,F
2,8,XB15092,ad,18.9,52.5,82,*,21,16.9,63,17,*,F
2,8,TB75682,juv,19.4,50,80,*,18,14.6,72,37,MB56694,F
2,8,TB79782,juv,19.4,49,79,*,27,16,*,*,*,F
2,8,XB04892,juv,20.2,52.5,78.5,*,16,16,72,37,*,F
2,1,XB15292,ad,20,49.5,79.5,*,10,16.7,72,23,*,F
2,1,XB15592,ad,19.6,50.5,79.5,*,18,15.4,80,57,*,F
2,1,XB15492,ad,19.8,49,78.5,*,24,16.4,*,*,*,F
2,1,XB15392,ad,19.7,52.5,80.5,*,24,17.5,*,*,*,F
2,14,XB10992,ad,17.5,50,79,*,16,16.6,70,*,*,F
2,11,XB08592,juv,19.5,50,80.5,*,28,18.3,54,16,*,F
2,7,XB10292,juv,19.8,49.5,80,*,12,15.7,*,*,*,F
2,7,TB57572,juv,19.7,51,80,*,20,15.6,*,*,JB16968,F
2,14,JB53758,ad,19.5,51.5,81.5,*,23,15.8,63,54,DB58382,F
2,14,TB62182,juv,19.1,50,78,*,25,14.4,*,*,NB97788,F
2,14,XB15192,ad,19.6,52,82,*,23,14.7,80,14,*,F
2,6,XB16192,ad,19.7,53,81.5,*,19,16.4,*,*,*,F
2,6,XB09392,juv,18.1,50,78.5,*,14,14.7,*,*,*,F
2,6,XB16092,ad,19.5,53,82,*,20,16.8,*,*,*,F
2,4,PB92490,ad,19.3,51.5,83,*,17,15.7,*,*,JB65678,F
2,4,XB11792,juv,19.5,52,80,*,11,15.9,63,16,*,F
2,4,NB15788,ad,19.3,50.5,83,*,21,16.7,56,36,*,F
2,15,TB51772,ad,19.5,51,81,*,22,15,*,*,*,F
2,15,XB02492,ad,20,49.5,80,*,29,18.2,*,*,*,F
2,15,XB03992,juv,18.8,51,78,*,19,15.8,70,41,*,F
2,15,XB13792,ad,19.9,52,79,*,16,16.2,*,*,*,F
2,12,XB15792,juv,19.7,51,81,*,22,15.7,*,*,*,F
2,8,MB89205,ad,18.9,51,81,*,28,16.3,*,*,MB91694,F
2,8,RB15199,ad,19.5,50,79.5,*,23,15.3,90,19,PB26990,F
2,11,LB11281,ad,19.7,51,81,*,17,16.7,80,28,HB21946,F
2,11,XB21192,juv,18.6,50.5,79,*,10,12.1,99,20,*,F
2,12,TB02225,juv,*,*,*,*,*,12.6,63,23,*,F
2,14,MB64494,ad,19,49,79.5,*,17,12.1,63,40,*,F
2,14,TB10872,juv,20.1,52,80,*,16,12.4,80,19,TB03172,F
2,6,XB01892,ad,20.5,51.5,80,*,24,15.6,*,*,*,F
3,6,XB28592,juv,18.9,48,79,*,20,15.2,*,*,*,F
3,6,TB50172,ad,20.1,54,85.5,*,32,15.2,70,20,*,F
3,7,TB81972,ad,18.9,48,79,*,19,15,*,*,MB66094,F
3,8,RB03899,ad,18.7,49,81.5,*,36,14.8,63,*,MB76125,F
3,8,MB75625,ad,20.3,49,80,*,33,15.9,63,16,*,F
3,11,XB28892,ad,19.6,50.5,85.5,*,23,16.5,72,60,*,F
3,11,XB08392,ad,19.6,48,81.5,*,23,16.5,88,71,*,F
3,15,XB28492,ad,19.2,49,85,*,27,15.1,70,*,*,F
3,15,XB00192,ad,20,48,79,*,15,16,72,51,*,F
3,15,XB28392,ad,19.5,48,81,*,20,15.2,80,48,*,F
3,14,XB01192,ad,18.7,49.5,81.5,*,25,14.5,80,43,*,F
3,14,XB09692,ad,19.3,50.5,81.5,*,17,14.6,*,*,*,F
3,4,XB57203,ad,19.5,52,84,*,21,14.6,48,55,*,F
3,6,TB16172,ad,20.2,50,83,*,16,15,70,58,MB88694,F
3,11,TB11672,ad,19.3,50,83,*,22,15.6,64,30,MB02215,F
3,4,TB47072,ad,19.4,49,80.5,*,*,15.4,48,*,NB52588,F
3,15,MB13094,ad,19.2,49.5,80.5,*,30,15.5,*,*,JB07688,F
3,15,XB57103,ad,20,50,80,*,23,15.4,90,28,*,F
3,15,NB49588,ad,18.8,51,82,*,38,16.6,56,64,*,F
3,15,XB29092,ad,19.6,51.5,82,*,14,15.5,77,45,*,F
3,12,TB97672,ad,19.7,51,81.5,*,13,16.5,80,43,*,F
3,12,XB05892,ad,19.2,51,81,*,18,14.5,63,50,*,F
3,15,XB02492,ad,19.9,49,82,*,31,17.5,63,50,*,F
3,7,XB35792,juv,19.9,50.5,80.5,*,15,16.4,80,18,XB05092,F
3,7,XB29492,ad,20.5,52,83,*,13,15.6,*,*,*,F
3,7,XB06992,ad,19.1,50,79.5,*,27,15.5,63,52,*,F
3,7,XB01892,ad,20.5,49,82,*,33,15.5,80,43,*,F
3,15,XB29292,ad,19.1,50.5,81,*,25,16.7,56,51,*,F
3,15,TB41272,ad,18.9,51,81,*,15,16.5,72,55,*,F
3,15,XB56603,ad,19.3,51,82,*,18,16,99,55,*,F
3,7,MB77825,ad,20.8,50,81,*,17,15.7,60,54,*,F
3,7,RB88299,ad,19.2,50,80.5,*,29,14.6,*,*,MB64705,F
3,8,TB58172,ad,19.2,49,80.5,*,25,15.8,*,*,TB41372,F
3,1,XB00792,ad,19.8,50,82.5,*,21,17.6,56,64,*,F
3,1,TB40982,ad,19.7,49.5,82,*,18,15.7,56,52,*,F
3,6,MB76625,ad,18.8,50,81.5,*,19,16.6,*,*,*,F
3,1,XB28692,ad,19.2,52,83,*,24,15.2,63,53,*,F
3,1,XB29692,ad,19.6,51,83.5,*,12,14.8,*,*,*,F
3,1,XB09503,ad,20.6,50.5,82,*,*,15.5,*,*,*,F
3,4,TB02772,ad,19.1,51,84.5,*,25,16.8,88,37,*,F
3,4,TB46582,ad,19.4,50.5,84.5,*,32,15.6,72,55,MB66594,F
3,4,XB01392,ad,19.8,49,80,*,17,15.9,72,51,*,F
3,5,TB12672,ad,20.2,51,82.5,*,27,14.1,80,58,MB82094,F
3,5,TB44072,ad,19.6,51.5,82,*,18,14.8,63,54,*,F
3,6,XB09392,ad,18.4,50.5,79,*,12,14.4,72,44,*,F
3,6,3A347,ad,17.8,50.5,81.5,*,16,15.2,80,58,*,F
3,6,XB03503,juv,20.2,50.5,81,*,13,15.5,80,54,MB32694,F
3,7,NB82588,ad,19,50.5,81,*,21,14.8,64,60,MB97805,F
3,7,XB79103,juv,20.2,50.5,80.5,*,15,14.7,70,10,XB07892,F
3,7,XB29892,ad,20.4,51.5,83.5,*,15,17.3,108,46,*,F
3,7,XB56903,ad,19.3,50.5,82,*,13,14.5,80,46,*,F
3,7,MB32325,ad,19.7,53.5,81,*,18,15.8,81,54,*,F
3,7,XB29392,ad,18.8,53,82,*,22,15.8,40,21,*,F
3,7,MB25394,ad,19.6,49.6,*,*,24,18.5,*,*,*,F
3,7,XB57903,ad,19.2,50,81,*,22,15.2,*,*,*,F
3,7,XB08403,juv,19.2,51,77,*,5,16.7,88,40,*,F
3,7,MB97005,ad,19.2,48,82,*,23,14,80,15,*,F
3,7,XB06892,ad,20.3,51.5,84,*,22,17.3,70,57,*,F
3,7,TB43572,ad,19.1,47,80,*,16,14.9,77,54,*,F
3,7,XB58403,ad,20.4,49.5,82,*,11,14.4,77,51,*,F
3,7,XB58303,ad,19.8,50.5,83,*,20,15.7,56,40,*,F
3,8,TB82235,juv,19,52,80.5,*,15,14.4,90,15,TB21282,F
3,8,XB28292,ad,20,50,79,*,17,14,*,*,*,F
3,8,XB04592,ad,19.9,52,80,*,22,15.4,99,44,*,F
3,8,XB58103,ad,19.8,48,79.5,*,19,16.5,56,14,*,F
3,8,TB08825,ad,19.3,47,80,*,22,15.6,80,62,TB45572,F
3,8,TB42482,ad,20.2,50,82,*,16,16.2,90,60,NB91388,F
3,8,XB00992,ad,18.8,50.5,80,*,26,14,90,40,*,F
3,8,XB03592,ad,19.4,49,82,*,33,15.3,*,*,*,F
3,8,3A436,ad,19,51,81,*,28,15.8,80,47,*,F
3,8,XB57803,ad,18.4,48.9,78,*,16,13.4,42,37,*,F
3,8,XB04092,ad,20.1,53.5,85,*,17,15.6,64,16,*,F
3,8,XB03292,ad,19.5,50,81,*,14,15,72,52,*,F
3,8,TB74282,ad,19.6,49.5,81,*,16,14.9,48,19,*,F
3,8,XB01092,ad,19.5,51.5,82.5,*,24,16.1,80,58,*,F
3,8,XB86492,juv,19.1,50.5,79,*,17,15.4,*,*,XB03292,F
3,12,XB56803,ad,18.7,49.5,81,*,28,14.9,72,57,*,F
3,12,3A186,ad,19.4,50.5,80.5,*,19,16,70,36,*,F
3,12,TB02225,ad,19.3,50.5,81.5,*,16,14.5,56,57,*,F
3,12,XB29592,ad,19.7,51,84,*,19,14.4,80,37,*,F
3,11,XB08603,ad,18.7,50.5,72,*,27,16.4,90,62,*,F
3,11,XB88692,ad,19.6,49.5,81,*,10,15.5,*,*,*,F
3,11,XB57303,ad,20.1,51.5,83,*,28,14,72,62,*,F
3,11,XB10092,ad,19.7,49,78.5,*,14,14.3,*,*,*,F
3,14,SB29300,ad,19,49.5,81.5,*,14,15.7,*,*,PB64290,F
3,14,TB10872,ad,20.3,50.5,81.5,*,22,15.5,72,44,TB03172,F
3,14,XB29992,ad,18.6,50.5,80,*,25,15.5,*,*,*,F
3,15,MB82925,ad,19.6,49.5,80,*,25,15.5,56,36,MB35005,F
3,15,XB03992,ad,18.7,51.5,81.5,*,27,15.7,90,55,*,F
3,15,XB57003,ad,19.7,48.5,76.5,*,32,14,56,23,*,F
3,15,TB70082,ad,18.7,51,81,*,20,15.4,80,59,*,F
3,15,XB07892,ad,19.8,50.5,82,*,16,15.2,77,48,*,F
3,15,XB29792,ad,20.3,50.5,81.5,*,25,15.8,80,55,*,F
3,15,TB03325,ad,18.4,51,81,*,30,17.6,70,40,NB59988,F
3,15,XB02392,ad,19,50.5,80,*,18,17.5,56,64,*,F
3,15,XB29192,ad,19.3,50.5,82,*,30,16.4,72,52,*,F
3,15,XB57603,ad,19.6,50.5,80,*,29,14.1,100,33,*,F
3,15,XB57503,ad,18.7,50.5,81,*,23,16.5,*,*,*,F
3,15,XB57403,ad,19.3,49,82,*,26,16.5,72,57,*,F
3,15,XB08303,ad,18.2,50.5,80,*,22,14.6,*,*,*,F
3,15,XB07992,ad,20.5,51,82,*,20,17.5,64,*,*,F
3,15,XB09303,ad,20,50,79,*,7,16.5,*,*,*,F
3,15,XB13792,ad,20,51,81,*,22,16,72,37,*,F
3,6,XB08703,ad,19.7,52.5,82,*,21,15.3,63,27,*,F
3,15,XB57703,ad,18.7,49,80,*,31,15.4,60,57,*,F
3,15,XB58803,ad,18.5,49.5,78,*,19,16.5,80,46,*,F
3,15,XB08103,ad,18.4,50,79,*,26,15.1,70,51,*,F
3,15,XB04492,ad,20.2,55,86,*,33,17.2,*,*,*,F
3,15,TB42972,ad,19.7,49.5,81,*,19,15.9,72,10,*,F
3,15,TB43072,ad,19.9,50,81,*,32,16,*,*,*,F
3,15,XB58703,ad,19.2,52,81,*,17,16.6,*,*,*,F
3,15,XB05492,ad,18.8,52.5,82,*,11,15.9,*,*,*,F
3,14,XB09003,ad,18.7,52,82.5,*,47,15.6,72,52,*,F
3,14,TB44372,ad,20.3,50,81,*,28,16.1,77,55,*,F
3,14,XB08903,ad,19.6,50.5,81.5,*,32,16.4,64,54,*,F
3,14,XB08192,ad,19.1,50,81.5,*,9,15.9,70,47,*,F
3,14,NB97788,ad,19.4,50.5,80.5,*,40,14.6,72,43,*,F
3,11,XB08503,ad,19.4,50.5,79,*,35,16.6,64,8,*,F
3,12,NB94488,ad,18.9,51,82,*,29,15.2,70,36,LB45681,F
3,12,TB16972,ad,19.6,49.5,79,*,20,15.7,63,49,*,F
3,12,XB15792,ad,19.4,51,81,*,27,15.4,56,11,*,F
3,4,XB58203,ad,19,48,78.5,*,16,14.6,*,*,*,F
3,4,XB46092,juv,19.7,50.5,81,*,19,15.1,*,*,MB38405,F
3,5,TB45023,juv,18.8,51,82,*,10,14.3,90,53,*,F
3,7,XB04992,ad,20.2,51,81.5,*,28,15.4,72,48,*,F
3,8,XB58903,ad,19.2,50.5,81,*,28,16.4,70,45,*,F
3,8,XB58503,ad,19.9,47.5,81,*,31,16.1,54,31,*,F
3,8,XB59003,ad,19.9,51,81.5,*,11,16.1,48,*,*,F
3,8,YB04776,ad,19.1,52,83.5,*,15,15.8,63,49,*,F
3,8,MB91825,ad,19,52,83.5,*,*,17.1,*,*,EB84687,F
3,8,XB615592,ad,20.1,49.5,81.5,*,33,15,56,53,*,F
3,8,XB03392,ad,20.1,53,82,*,*,16.5,88,23,*,F
3,8,3A180,ad,19.2,48.5,80,*,14,16.4,70,59,*,F
3,8,XB59103,ad,19.6,50.5,82.5,*,31,16.5,80,60,*,F
3,15,XB51604,ad,18.5,51,78,*,*,15.1,*,*,*,F
3,15,XB58603,ad,19.8,53,83.5,*,18,17.9,117,68,*,F
3,15,XB09403,juv,19.3,47.5,75.5,*,22,14.9,*,*,*,F
3,15,XB59603,ad,19.4,53.5,84,*,*,18,32,9,*,F
3,15,XB09203,ad,19.6,53,82.5,*,16,17.2,54,60,*,F
3,15,LB93083,ad,19.6,50,79,*,*,16.5,64,42,*,F
3,15,XB15892,ad,19.9,47,82.5,*,*,16.4,72,51,*,F
3,7,XB09903,ad,20.1,48.5,81.5,*,16,16.2,48,13,*,F
3,7,XB59203,ad,19.5,53,81.5,*,*,14.9,54,13,*,F
3,7,XB59303,ad,20.4,50.5,81.5,*,*,15.3,70,55,*,F
3,7,XB62403,ad,18.1,51,81,*,28,16.5,70,56,*,F
3,8,PB67190,ad,18.5,51.5,81.5,*,24,15.1,80,54,*,F
3,8,XB59403,ad,19.8,50.5,83,*,*,17.2,42,18,*,F
3,8,XB16792,juv,19.3,51,81,*,28,15.3,80,44,NB49588,F
3,8,XB04892,ad,20.1,53.5,83,*,24,16.1,*,*,*,F
3,8,TB09225,ad,19.4,51,82.5,*,*,17,90,46,TB45572,F
3,5,UB67510,ad,18.2,50.5,80,*,26,16.5,88,46,*,F
3,3,XB09803,ad,19.4,50.5,82.5,*,*,16.2,63,19,*,F
3,3,XB62303,ad,18.6,48,81,*,32,16,63,7,*,F
3,3,TB73523,ad,20.2,51.5,83,*,32,17.1,70,57,*,F
3,14,XB59392,juv,19.3,50,79,*,15,15.5,70,11,JB84778,F
3,14,XB58003,ad,20.5,50.5,82,*,17,15.4,*,55,*,F
3,6,XB54192,juv,19.3,48.5,78,*,21,15.8,80,46,XB00792,F
3,11,PB64090,ad,19.7,50.5,78.5,*,30,14.9,72,39,*,F
3,12,XB28192,ad,19,52,81,*,15,15.6,*,*,*,F
3,4,XB59903,ad,19.5,51,81,*,20,16.1,*,*,*,F
3,4,RB17899,ad,19.5,53.5,85,*,*,16.7,72,11,*,F
3,4,XB85803,juv,19.4,52,80,*,21,15.1,*,*,*,F
3,4,XB08803,ad,18.9,50,78,*,14,16.9,54,24,*,F
3,4,TB20935,juv,19,50.5,78.5,*,17,15.9,70,18,TB32625,F
3,11,TB53072,ad,20,51,83.5,*,28,16.6,72,9,*,F
3,4,TB33082,ad,18.4,48.5,79,*,*,18.4,56,49,*,F
3,4,TB51472,ad,19.9,50,80,*,21,17.4,*,*,*,F
3,12,XB28092,ad,19.8,52,82.5,*,20,16.4,80,19,*,F
3,12,TB02872,ad,19.1,51.5,80,*,18,15.9,80,42,*,F
3,12,YB01466,ad,19.5,50.5,80,*,12,16.7,64,30,*,F
3,12,XB59703,ad,19.3,50,80,*,27,17.4,72,52,*,F
3,6,XB09703,juv,18.6,50.5,80.5,*,*,15.1,*,*,*,F
3,14,XB59803,ad,19.7,52,82,*,24,17,72,50,*,F
3,14,TB37023,ad,19.7,50,82,*,26,16.8,60,52,*,F
3,6,XB09603,ad,19.1,52.5,81,*,*,14.8,*,*,*,F
3,10,MB79325,ad,19.2,51.5,82.5,*,24,15.2,*,*,HB70816,F
3,15,LB02581,ad,19.7,51,80,*,21,18.9,*,*,HB20355,F
3,15,3A227,ad,19.4,51,81.5,*,18,17.5,*,*,*,F
3,5,MB42705,ad,19.9,51.5,82.5,*,20,16,77,54,*,F
3,8,PB76290,ad,19.5,49,79.5,*,20,17.1,*,*,PB65290,F
3,3,XB36592,juv,20,49.5,80,*,20,15.7,*,*,TB44272,F
3,7,XB05092,ad,20,51,82,*,24,16.5,72,47,*,F
3,7,XB86103,ad,19.5,51.5,79.5,*,21,15.4,70,23,*,F
3,7,XB86303,juv,19.9,50.5,79,*,15,16.8,*,*,*,F
3,11,XB18792,juv,18.9,50,77,*,*,15.3,77,52,XB01192,F
3,6,OB27290,ad,19.5,53,82,*,*,18.4,90,62,*,F
3,6,XB86403,juv,18.8,50.5,81,*,13,14.7,63,19,*,F
3,15,XB53392,juv,19.8,48,78.5,*,17,15.7,88,51,MB90405,F
3,15,XB63203,ad,19.6,50.5,80.5,*,29,17,72,42,*,F
3,15,NB59988,ad,19.3,50,81.5,*,22,15.7,70,16,*,F
3,5,XB63103,ad,19.6,50.5,79,*,15,19.5,90,59,*,F
3,5,XB02892,ad,19.2,51.5,80.5,*,33,18,70,51,*,F
3,10,XB16092,ad,18.9,50.5,82,*,20,16.4,*,*,*,F
3,11,MB98725,ad,19.9,50,81.5,*,30,17.3,*,*,MB05805,F
3,14,XB86703,juv,19.2,51,80,*,*,17.1,60,18,*,F
3,5,YB01476,juv,19.8,50.5,81,*,11,17.2,88,21,*,F
3,3,YB01576,ad,19.5,51,80.5,*,19,15.7,63,23,*,F
3,7,YB00496,ad,19.2,51,80.5,*,15,15,*,*,*,F
3,7,XB28104,ad,18.6,50,79,*,22,15.5,72,39,*,F
3,7,MB63594,ad,19.2,51,75.5,*,24,15.3,*,*,*,F
3,8,YB02976,ad,19.9,52,81.5,*,29,16.1,110,42,*,F
3,15,YB02376,juv,19.5,52,79.5,*,14,14.7,72,13,*,F
3,8,YB04676,juv,19.8,48.5,77.5,*,13,14.2,63,11,*,F
3,15,YB06376,juv,20.1,52.2,80,*,12,17.5,*,*,*,F
3,8,YB10576,ad,19.2,50,81.5,*,29,16.5,*,*,*,F
3,8,YB00376,juv,17.6,51.5,80,*,16,14.4,72,43,XB56903,F
3,3,YB79276,juv,19.6,50.5,78,*,19,13.1,72,37,*,F
3,7,YB14476,ad,19.9,49.5,72.5,*,1,13.6,63,17,*,F
3,8,YB10076,ad,19,50,80,*,*,15.9,*,*,*,F
3,14,YB76176,ad,20,50.5,81.5,*,35,16.8,54,58,*,F
3,14,YB15976,ad,19.1,49,78,*,16,12.7,63,19,*,F
3,12,XB97992,juv,18.4,49,76,*,30,14.6,88,9,XB02892,F
3,11,PB67390,ad,18.3,51,80,*,22,15,*,*,*,F
3,15,TB59072,ad,19,50,80,*,17,15.4,*,*,MB20615,F
3,15,YB47976,juv,18.9,50.5,78.5,*,14,13.2,63,24,*,F
3,14,XB15192,ad,*,*,*,*,*,*,*,*,*,F
3,15,TB84425,ad,*,*,*,*,*,*,*,*,TB52072,F
3,2,SB16600,ad,19.9,53,81,*,18.8,13.75,90,43,PB63190,F
3,2,PB63790,ad,19.51,47,81,*,12.42,14.1,*,*,*,F
3,2,YB02766,juv,18.79,46,81,*,6.79,13.7,70,34,*,F
3,2,YB01796,juv,19.4,54,80,*,9.7,15,72,42,*,F
3,2,SB25600,ad,19.53,49,82,*,20.14,16.5,*,*,JB96668,F
3,2,NB15888,ad,19.35,50,82,*,21.74,17.1,72,35,*,F
3,2,TB06072,ad,20.06,49,82,*,21.07,16.3,63,30,*,F
3,2,MB88225,ad,19.4,48,83,*,13.33,15.2,56,48,EB53797,F
3,2,TB36882,juv,20.14,50,80,*,12.23,15.3,48,14,TB39725,F
3,2,XB42392,juv,19.88,49,84,*,14.54,15.8,72,45,NB80688,F
3,2,SB06800,ad,19.21,49,82,*,9.6,14.9,70,34,NB35988,F
3,2,TB79782,ad,19.47,47,81,*,20.37,15.2,70,44,*,F
3,2,YB03366,ad,19.51,48,81,*,*,16.1,81,44,*,F
3,2,XB81192,juv,20,50,82,*,7.1,14.5,*,*,XB05592,F
3,2,XB81092,juv,18.7,50,82,*,5.22,14.9,*,*,XB05592,F
3,2,XB00592,ad,17.99,48,81,*,19.65,14.9,72,45,*,F
3,2,TB24882,ad,19.89,47,83,*,15.67,16.6,88,46,PB81290,F
3,2,TB32525,juv,19.71,49,82,*,15.62,17.3,70,31,*,F
3,2,YB04666,ad,19.72,48,80,*,14.18,15.7,*,*,*,F
3,2,PB37690,ad,19.31,48,82,*,12.6,17.1,*,*,MB03015,F
3,2,XB71192,juv,19.58,50,80,*,16.61,15.8,*,*,SB40410,F
3,9,YB04566,juv,16.98,48,77,*,23.08,13.7,*,*,*,F
3,9,PB51890,ad,19.35,48,81,*,31.28,17.2,*,*,EB19608,F
3,9,XB94803,juv,19.7,49,81,*,11.91,17,80,36,RB51399,F
3,9,PB43390,ad,19.8,52,79,*,23.8,14.75,72,32,PB98190,F
3,9,MB91894,ad,19.8,52,83,*,7.24,15.8,90,38,*,F
3,9,TB33182,ad,19.54,50,84,*,18.09,16.5,77,42,*,F
3,9,YB00166,ad,19.62,47,82,*,22.29,15,77,48,*,F
3,9,TB22972,ad,20.81,50,83,*,17.58,15.8,*,*,RB02099,F
3,9,MB47505,ad,19.49,47,82,*,12.69,16.2,48,17,MB90894,F
3,9,TB35225,juv,19.94,49,81,*,9.76,16,80,11,MB47505,F
3,9,XB17992,juv,19.9,50,80,*,15.1,16.25,63,27,MB25394,F
3,9,NB52288,ad,19.82,51,84,*,10.42,16.6,81,37,LB18781,F
3,9,MB67694,ad,19.35,47,80,*,13.76,14.9,56,24,*,F
3,9,TB70122,juv,*,48,82,*,16.3,16.2,72,37,*,F
3,9,YB02466,juv,19.14,48,81,*,22.23,16.3,90,28,*,F
3,9,YB04466,ad,19.4,48,81,*,3.71,15.8,*,*,*,F
3,9,YB03466,juv,19.75,49,81,*,12.54,15.8,*,*,*,F
3,9,YB02966,ad,19.84,48,85,*,9.74,16.2,*,*,*,F
3,9,TB40172,ad,19.36,48,77,*,12.55,15.2,*,*,*,F
3,9,LB96983,juv,20.25,49,84,*,13.45,16.6,63,45,*,F
3,10,MB15015,ad,19.05,48,82,*,23.14,14.6,72,49,JB84958,F
3,10,YB04066,ad,20.23,50,80,*,14.71,16.4,70,15,*,F
3,10,YB04366,ad,19.6,50,80,*,4.49,14.1,*,*,*,F
3,10,YB02666,ad,19.02,51,*,*,10.69,14.6,77,41,*,F
3,10,YB02266,ad,19.15,51,86,*,19.31,15.5,*,*,*,F
3,10,TB71272,ad,19.59,50,84,*,18.08,16.2,70,53,TB40972,F
3,10,TB31982,juv,19.47,49,82,*,23.34,15.7,90,48,*,F
3,10,YB00766,ad,19.68,48,78,*,9.13,14.6,81,*,*,F
3,10,TB094?35,juv,18.89,49,79,*,14.96,14.7,63,37,*,F
3,10,TB32725,juv,19.06,47,80,*,18.94,15.6,81,14,*,F
3,10,YB02166,ad,19.01,49,81,*,19.15,13.3,72,35,*,F
3,10,XB47623,juv,20.07,49,79,*,12.9,14.1,110,15,*,F
3,10,PB81290,ad,19.74,51,80,*,13.79,15.5,100,47,PB62190,F
3,10,MB52705,ad,19.44,48,82,*,24.72,14.7,72,47,DB91276,F
3,10,TB29272,ad,19.37,49,81,*,5.22,16.3,*,*,MB64294,F
3,10,XB80192,juv,19.15,49,82,*,11.3,16.4,72,*,RB14299,F
3,10,YB02566,ad,20.55,51,83,*,17.62,15.1,54,44,*,F
3,10,YB04266,ad,18.7,49,82,*,14.14,14,99,36,*,F
3,10,YB03266,juv,18.63,47,80,*,11.01,14.9,*,*,*,F
3,10,YB03166,ad,19.21,48,80,*,7.4,15.9,*,*,*,F
3,10,YB02866,ad,18.9,46,79,*,8.92,15.4,70,41,*,F
3,10,SB17000,ad,19.98,50,84,*,26.89,16.6,80,16,PB66990,F
3,10,YB03566,juv,19.94,50,83,*,8.36,16.4,70,38,*,F
3,10,XB39992,juv,20.13,46,81,*,12.21,14.6,100,39,PB66290,F
3,10,TB17272,ad,*,49,82,*,20,15.5,63,41,RB20999,F
3,10,YB04166,ad,19.52,47,81,*,4.33,15.1,72,23,*,F
3,10,TB32882,ad,19.9,47,82,*,25.79,17.5,88,51,*,F
3,10,YB03866,ad,19.76,49,82,*,6.08,13.8,56,45,*,F
3,10,YB00196,ad,19.93,46,82,*,16.48,15.6,63,8,*,F
3,10,MB82094,ad,19.88,50,85,*,22.2,15.1,72,*,EB19208,F
3,10,YB63366,ad,19.77,*,*,*,17.64,13.6,99,49,*,F
3,10,YB03766,ad,20.17,49,80,*,9.3,14.3,99,36,*,F
3,10,RB09699,ad,18.92,50,83,*,15.48,16.8,*,*,*,F
3,10,TB39382,juv,19.44,47,80,*,12.8,14.5,70,14,PB62290,F
3,10,YB03066,juv,19.78,50,81,*,11.88,13.9,72,35,*,F
3,10,TB33282,ad,19.28,50,82,*,10.14,15.2,81,34,*,F
3,10,YB03666,ad,20.09,48,82,*,14.3,14.5,90,32,*,F
3,10,YB03966,ad,19.8,48,82,*,12.57,16.3,70,*,*,F
3,10,3A517,ad,19.98,49,82,*,13.35,15.6,100,45,*,F
3,10,TB04072,ad,19.29,*,81,*,14.89,15.8,70,52,*,F
4,15,YB04186,juv,18.9,51.5,80.5,*,16,13,*,*,*,F
4,9,YB02266,ad,19.1,53,83,*,24,*,84,57,*,F
4,10,TB71272,ad,19,52,83,*,25,*,*,*,TB40972,F
4,10,YB04966,juv,19.4,50.5,78,*,14,*,*,*,MB88225,F
4,9,YB57076,ad,19.8,51,81.5,*,16,*,*,*,*,F
4,15,MB13094,ad,18.9,50.5,81,*,25,*,*,*,JB07688,F
4,14,YB73176,juv,20.1,50,78,*,15,*,*,*,MB75215,F
4,12,XB81092,ad,18.5,52.5,83.5,*,11,13.4,*,*,XB05592,F
4,11,YB03666,ad,19.7,49.5,82,*,20,*,*,*,*,F
4,6,XB09503,ad,20.3,50,81,*,16,*,*,*,*,F
4,14,YB59376,ad,19.3,49.5,81.5,*,35,*,40,53,*,F
4,10,TB04072,ad,18.8,49,81.5,*,18,13.3,32,25,*,F
4,4,YB09566,juv,18.9,52.5,78.5,*,19,13.2,48,16,YB02866,F
4,15,YB58276,juv,19.5,50.5,79,*,18,*,56,45,*,F
4,15,YB58376,ad,19.8,51,79,*,20,12.9,*,*,*,F
4,5,XB10092,ad,19.8,49,79,*,16,13,40,42,*,F
4,15,YB58076,ad,19.2,51,82,*,19,*,*,*,*,F
4,14,YB59476,juv,18.6,51.5,79,*,18,11.5,54,17,*,F
4,14,TB10872,ad,20,51.5,81,*,18,13,48,35,TB03172,F
4,14,XB09003,ad,18.7,51.5,82.5,*,42,12.9,42,41,*,F
4,6,YB58676,ad,19.6,51.5,81.5,*,17,*,*,*,*,F
4,10,YB02166,ad,18.5,52.5,82,*,22,11.6,56,53,*,F
4,11,YB57476,ad,20.3,49,80,*,17,*,*,*,*,F
4,11,YB01886,ad,19.5,50.5,81,*,22,12.5,72,56,*,F
4,9,XB69604,ad,19.3,51,79.5,*,8,*,*,*,*,F
4,15,PB94890,ad,19.6,49,78.5,*,20,*,*,*,MB16015,F
4,15,YB02086,ad,18.6,50,80,*,17,*,*,*,*,F
