T3 data all ages	duck ID	Inctemp	id   sex     age   laysequence	daysheld  t3	logt3		T4dataallages	ID	mass	tarsus	sasid  Trt   sex     age   laysequence	daysheld  T4 	logT4		T3 data at T0	Trt	ID	mass	tarsus	age	timeofbleed  hatchtime	hroldatT0  timetohatch  incperiod   T3	logT3	bodycondition	   T4dataDay0	Trt	ID	mass	tarsus	age	timeofbleed   hatchtime	 hroldatT0  timetohatch	incperiod   T4	logT4	bodycondition
			T3.1.8	M	24	F	10	8	3	5.53	0.742725131			D8.1.8	54.24	22.215	17	M	F	10	8	1	22.08	1.343999069																															
			U14.1.1	M	25	M	10	1	2	2.91	0.463892989			N5.1.3	61.57	24.43	18	M	F	10	3	2	35.34	1.548266545																															
			U4.1.11	M	26	F	10	11	4	3.455	0.538448052			N8.1.7	66.41	25.68	19	M	F	10	7	4	22.7	1.356025857																															
			W2.1.9	M	27	F	10	9	3	2.61	0.416640507			N8.1.8	61.7	23.825	20	M	F	10	8	4	14.01	1.146438135																															
			W3.1.1	M	28	F	10	1	4	2.5	0.397940009			O2.1.2	55.65	23.95	21	M	F	10	2	4	22.94	1.360593414																															
			W5.1.15	M	30	M	10	15	1	3.08	0.488550717			O3.1.3	62.56	27.265	22	M	M	10	3	4	24.65	1.391816924																															
			Z1.1.1	M	31	M	10	1	3	3.13	0.495544338			T1.1.6	50.63	23.935	23	M	F	10	6	1	8.62	0.935507266																															
			D2.1.4	L	32	F	10	4	1	4.245	0.627877695			T3.1.8	72.4	26.41	24	M	F	10	8	3	12.52	1.097604329																															
			D6.1.10	L	34	M	10	10	2	3.795	0.57921178			U14.1.1	68.41	25.395	25	M	M	10	1	2	6.9	0.838849091																															
			N10.1.7	L	35	F	10	7	3	3.8	0.579783597			U4.1.11	77.02	26.35	26	M	F	10	11	4	26.5	1.423245874																															
			N7.1.4	L	37	M	10	4	3	2.505	0.39880773			W2.1.9	63.44	26.42	27	M	F	10	9	3	13.93	1.143951116																															
			O2.1.6	L	38	F	10	6	3	2.57	0.409933123			W3.1.1	38.41	19.75	28	M	F	10	1	4	23.15	1.364550995																															
			O3.1.1	L	39	F	10	1	2	3.14	0.496929648			W5.1.15	49.94	22.835	30	M	M	10	15	1	24.75	1.393575203																															
			T2.2.4	L	41	M	10	4	1	4.355	0.638988159			Z1.1.1	55.52	21.95	31	M	M	10	1	3	34.26	1.534787359																															
			T5.1.6	L	43	M	10	6	1	2.795	0.446381812			D2.1.4	64.79	24.215	32	L	F	10	4	1	19.02	1.279210513																															
			T7.1.4	L	44	M	10	4	3	3.395	0.530839779			D6.1.10	58.53	23.53	34	L	M	10	10	2	12.4	1.093421685																															
			W3.1.6	L	47	M	10	6	3	2.5	0.397940009			N10.1.7	58.32	24.82	35	L	F	10	7	3	24	1.380211242																															
			W4.1.3	L	48	M	10	3	3	1.705	0.231724383			N7.1.4	79.91	26.275	37	L	M	10	4	3	22.84	1.3586961																															
			Y7.1.10	L	49	F	10	10	3	2.44	0.387389826			O2.1.6	59.74	22.995	38	L	F	10	6	3	19.72	1.294906911																															
			Y7.1.9	L	50	F	10	9	3	3.95	0.596597096			O3.1.1	62.83	23.62	39	L	F	10	1	2	12.38	1.092720645																															
			Z1.1.9	L	51	F	10	9	2	5.3	0.72427587			T2.2.4	70.12	27.255	41	L	M	10	4	1	20.51	1.31196566																															
			Z5.1.4	L	52	F	10	4	3	3.97	0.598790507			T5.1.6	45.08	22.985	43	L	M	10	6	1	26.54	1.423900919																															
															T7.1.4	46.41	21.905	44	L	M	10	4	3	12.48	1.096214585																															
															W3.1.6	45.91	23.645	47	L	M	10	6	3	46.44	1.666892211																															
															W4.1.3	50.3	23.44	48	L	M	10	3	3	21.65	1.335457901																															
															Y7.1.10	75.46	26.745	49	L	F	10	10	3	17.05	1.231724383																															
															Y7.1.9	87.72	26.335	50	L	F	10	9	3	29.5	1.469822016																															
															Z1.1.9	57.29	17.853	51	L	F	10	9	2	23.17	1.364926034																															
															Z5.1.4	90.97	27.175	52	L	F	10	4	1	42.67	1.630122643																															
